treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,other_investments,long_term_equity_investment,investments_in_other_ventures_under_equity_method,investmentsin_associatesat_cost,investmentsin_subsidiariesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,hedging_assets_current,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,goodwill,other_receivables
35000000.0,1218000000.0,1253000000.0,22752000000.0,22929000000.0,4087000000.0,34354000000.0,-1093000000.0,4122000000.0,25000000.0,11450000000.0,35000000.0,33412000000.0,14045000000.0,2560000000.0,11485000000.0,-24000000.0,-24000000.0,1050000000.0,-13271000000.0,24542000000.0,1288000000.0,1253000000.0,35000000.0,34388000000.0,29498000000.0,4684000000.0,2887000000.0,2887000000.0,21927000000.0,21927000000.0,4890000000.0,841000000.0,141000000.0,141000000.0,1002000000.0,25000000.0,977000000.0,627000000.0,350000000.0,87000000.0,2819000000.0,492000000.0,274000000.0,2327000000.0,2327000000.0,48433000000.0,44636000000.0,1319000000.0,5065000000.0,17000000.0,5048000000.0,139000000.0,1384000000.0,3525000000.0,7363000000.0,7363000000.0,30889000000.0,-16168000000.0,47057000000.0,1705000000.0,6668000000.0,38684000000.0,3797000000.0,279000000.0,323000000.0,320000000.0,2723000000.0,2723000000.0,-6000000.0,2729000000.0,152000000.0,152000000.0,2022-12-31,,
37000000.0,1219000000.0,1256000000.0,23935000000.0,24412000000.0,4090000000.0,36162000000.0,-1263000000.0,4125000000.0,,11750000000.0,35000000.0,34570000000.0,14323000000.0,2538000000.0,11785000000.0,-3000000.0,-3000000.0,1124000000.0,-12895000000.0,24516000000.0,1291000000.0,1256000000.0,35000000.0,34613000000.0,30593000000.0,4631000000.0,3177000000.0,3177000000.0,22785000000.0,22785000000.0,4020000000.0,180000000.0,,,1627000000.0,,1627000000.0,1627000000.0,0.0,,2213000000.0,955000000.0,,1258000000.0,1258000000.0,48936000000.0,46179000000.0,1357000000.0,5067000000.0,,,,,,7660000000.0,,32095000000.0,-17451000000.0,49546000000.0,,,,2757000000.0,269000000.0,243000000.0,244000000.0,1524000000.0,1524000000.0,-6000000.0,1530000000.0,477000000.0,477000000.0,2023-03-31,,
39000000.0,1217000000.0,1256000000.0,23858000000.0,24409000000.0,4071000000.0,36053000000.0,-2745000000.0,4106000000.0,,11644000000.0,35000000.0,33211000000.0,14209000000.0,2530000000.0,11679000000.0,12000000.0,12000000.0,1180000000.0,-12982000000.0,24538000000.0,1291000000.0,1256000000.0,35000000.0,34816000000.0,29432000000.0,4575000000.0,3325000000.0,3325000000.0,21532000000.0,21532000000.0,5384000000.0,143000000.0,,,2877000000.0,,2877000000.0,2877000000.0,0.0,,2364000000.0,1218000000.0,,1146000000.0,1146000000.0,49025000000.0,46386000000.0,1421000000.0,5046000000.0,,,,,,7573000000.0,,32346000000.0,-17894000000.0,50240000000.0,,,,2639000000.0,234000000.0,233000000.0,259000000.0,1362000000.0,1362000000.0,-6000000.0,1368000000.0,551000000.0,551000000.0,2023-06-30,,
39000000.0,1217000000.0,1256000000.0,23577000000.0,25651000000.0,4351000000.0,37461000000.0,-1270000000.0,4386000000.0,,11810000000.0,35000000.0,34617000000.0,14343000000.0,2498000000.0,11845000000.0,48000000.0,48000000.0,1180000000.0,-12876000000.0,24562000000.0,1291000000.0,1256000000.0,35000000.0,36445000000.0,30919000000.0,4651000000.0,3496000000.0,3496000000.0,22772000000.0,22772000000.0,5526000000.0,123000000.0,,,2879000000.0,,2879000000.0,2879000000.0,0.0,,2524000000.0,1166000000.0,,1358000000.0,1358000000.0,50788000000.0,46532000000.0,1447000000.0,4998000000.0,,,,,,7459000000.0,,32628000000.0,-18177000000.0,50805000000.0,,,,4256000000.0,254000000.0,243000000.0,266000000.0,1419000000.0,1419000000.0,-3000000.0,1422000000.0,2074000000.0,2074000000.0,2023-09-30,,
39000000.0,1216498672.0,1255498672.0,24288000000.0,26462000000.0,4774000000.0,38805000000.0,-1317000000.0,4809000000.0,24000000.0,12367000000.0,35000000.0,35778000000.0,14891000000.0,2489000000.0,12402000000.0,0.0,,1180000000.0,-12287000000.0,24578000000.0,1291000000.0,1256000000.0,35000000.0,37736000000.0,31906000000.0,4684000000.0,3846000000.0,3846000000.0,23376000000.0,23376000000.0,5830000000.0,447000000.0,159000000.0,159000000.0,3086000000.0,24000000.0,3062000000.0,2337000000.0,725000000.0,106000000.0,2032000000.0,653000000.0,322000000.0,1379000000.0,1379000000.0,52627000000.0,48114000000.0,1573000000.0,4637000000.0,,,,,,7593000000.0,7130000000.0,34311000000.0,-17531000000.0,51842000000.0,2262000000.0,7140000000.0,42440000000.0,4513000000.0,195000000.0,239000000.0,274000000.0,1655000000.0,1292000000.0,,,2150000000.0,2150000000.0,2023-12-31,463000000.0,363000000.0
