ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,financial_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,investmentsin_associatesat_cost,investment_properties,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,prepaid_assets,receivables,other_receivables,accrued_interest_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,non_current_deferred_taxes_assets,non_current_note_receivables
963096563.0,963096563.0,13530742000.0,14568973000.0,21933637000.0,35673312000.0,17285503000.0,21933637000.0,829298000.0,21933637000.0,35673312000.0,22290113000.0,356476000.0,21933637000.0,185353000.0,185353000.0,93154000.0,21645499000.0,9631000.0,9631000.0,0.0,15285713000.0,14692147000.0,125000.0,,77939000.0,4339000.0,14568973000.0,829298000.0,13739675000.0,45110000.0,593566000.0,,,0.0,593566000.0,213388000.0,380178000.0,380178000.0,37575826000.0,19696757000.0,1891000.0,31480000.0,0.0,1460775000.0,1460775000.0,,1460775000.0,17325885000.0,876726000.0,-17811000.0,894537000.0,809517000.0,9563000.0,15125000.0,60332000.0,0.0,17879069000.0,7348000.0,17445446000.0,16752742000.0,6911000.0,685793000.0,,426275000.0,217342000.0,208933000.0,2022-12-31,,,
1004204918.0,1004204918.0,16358567000.0,17434024000.0,23311246000.0,39917486000.0,17492645000.0,23311246000.0,827784000.0,23311246000.0,39813914000.0,23674535000.0,363289000.0,23311246000.0,170441000.0,170441000.0,220254000.0,22910509000.0,10042000.0,10042000.0,0.0,18178278000.0,17457211000.0,125000.0,7393000.0,77933000.0,4333000.0,17330452000.0,827784000.0,16502668000.0,41308000.0,721067000.0,103572000.0,103572000.0,103572000.0,617495000.0,221283000.0,396212000.0,396212000.0,41852813000.0,23639101000.0,1125000.0,26400000.0,,0.0,0.0,,0.0,22733380000.0,878196000.0,-18626000.0,896822000.0,810813000.0,10439000.0,15219000.0,60351000.0,0.0,18213712000.0,7821000.0,17958218000.0,17058318000.0,5633000.0,886524000.0,7743000.0,247673000.0,0.0,247673000.0,2023-03-31,,,
1007426510.0,1007426510.0,15885404000.0,17450480000.0,23716716000.0,40340913000.0,17302956000.0,23716716000.0,826283000.0,23716716000.0,40340913000.0,24084575000.0,367859000.0,23716716000.0,173670000.0,173670000.0,518059000.0,23014913000.0,10074000.0,10074000.0,0.0,18166035000.0,17558021000.0,250000.0,1130000.0,78016000.0,4416000.0,17450480000.0,826283000.0,16624197000.0,28145000.0,608014000.0,,,,608014000.0,210534000.0,397480000.0,397480000.0,42250610000.0,24339640000.0,1440000.0,26898000.0,1310000.0,627259000.0,627259000.0,627259000.0,0.0,22805891000.0,876842000.0,-19512000.0,896354000.0,810016000.0,10672000.0,15299000.0,60367000.0,0.0,17910970000.0,5172000.0,17167005000.0,17151849000.0,5885000.0,,9271000.0,738793000.0,0.0,738793000.0,2023-06-30,,,
1016827883.0,1016827883.0,16181844000.0,17538958000.0,24164951000.0,40857679000.0,17230510000.0,24164951000.0,846230000.0,24164951000.0,40857679000.0,24535682000.0,370731000.0,24164951000.0,186241000.0,186241000.0,652402000.0,23316140000.0,10168000.0,10168000.0,0.0,18296467000.0,17647176000.0,250000.0,,77879000.0,4279000.0,17538958000.0,846230000.0,16692728000.0,30089000.0,649291000.0,,,,649291000.0,222430000.0,426861000.0,426861000.0,42832149000.0,24952348000.0,1155000.0,23638000.0,20289000.0,973217000.0,973217000.0,973217000.0,0.0,23040711000.0,893338000.0,-20523000.0,913861000.0,826947000.0,10836000.0,15698000.0,60380000.0,0.0,17879801000.0,3685000.0,17365232000.0,17345739000.0,8783000.0,,10710000.0,510884000.0,0.0,510884000.0,2023-09-30,,,
1042702763.0,1042702763.0,16201551000.0,17628522000.0,25255931000.0,41980056000.0,18098811000.0,25255931000.0,904397000.0,25255931000.0,41980056000.0,25657774000.0,401843000.0,25255931000.0,153870000.0,153870000.0,965762000.0,24125872000.0,10427000.0,10427000.0,0.0,18402067000.0,17737227000.0,250000.0,11218000.0,78106000.0,4506000.0,17628522000.0,904397000.0,16724125000.0,19131000.0,664840000.0,,,,664840000.0,227241000.0,437599000.0,437599000.0,44059841000.0,25296190000.0,329000.0,30842000.0,1563000.0,0.0,0.0,0.0,,23166658000.0,952621000.0,-21674000.0,974295000.0,885675000.0,12432000.0,15727000.0,60461000.0,0.0,18763651000.0,4728000.0,18236349000.0,18226998000.0,9351000.0,,,522574000.0,0.0,522574000.0,2023-12-31,0.0,9423000.0,1144177000.0
