free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
9287000000.0,,-2962000000.0,350000000.0,-3561000000.0,7996000000.0,4374000000.0,166000000.0,3456000000.0,-7047000000.0,-7047000000.0,7000000.0,-412000000.0,-4030000000.0,,,,-2612000000.0,-2612000000.0,-2962000000.0,350000000.0,-2345000000.0,-2345000000.0,2881000000.0,55000000.0,-1713000000.0,,,-7000000.0,-7000000.0,-3561000000.0,-3561000000.0,12848000000.0,10218000000.0,-2715000000.0,-11642000000.0,-1063000000.0,-338000000.0,343000000.0,-11588000000.0,-11588000000.0,-18000000.0,-11570000000.0,-11570000000.0,1378000000.0,-374000000.0,1997000000.0,23000000.0,-1170000000.0,14531000000.0,14531000000.0,3321000000.0,227000000.0,289000000.0,122000000.0,-178000000.0,8276000000.0,2022-12-31
7924000000.0,,-2139000000.0,51000000.0,-2423000000.0,10290000000.0,7996000000.0,24000000.0,2270000000.0,-6973000000.0,-6973000000.0,-123000000.0,-570000000.0,-4192000000.0,-4192000000.0,,,-2088000000.0,-2088000000.0,-2139000000.0,51000000.0,-1104000000.0,-1104000000.0,2246000000.0,11000000.0,-930000000.0,,-930000000.0,-8000000.0,-8000000.0,-2423000000.0,-2423000000.0,10347000000.0,10347000000.0,-4280000000.0,-80000000.0,-796000000.0,-101000000.0,111000000.0,-695000000.0,-695000000.0,-478000000.0,-217000000.0,-217000000.0,989000000.0,412000000.0,271000000.0,24000000.0,27000000.0,3596000000.0,3596000000.0,2924000000.0,495000000.0,370000000.0,-35000000.0,656000000.0,7370000000.0,2023-03-31
6730000000.0,,-2205000000.0,11000000.0,-2912000000.0,10351000000.0,10290000000.0,22000000.0,39000000.0,-8808000000.0,-8808000000.0,25000000.0,-434000000.0,-6205000000.0,-6205000000.0,,,-2194000000.0,-2194000000.0,-2205000000.0,11000000.0,-795000000.0,-795000000.0,1606000000.0,58000000.0,462000000.0,2269000000.0,462000000.0,-9000000.0,-9000000.0,-2912000000.0,-2912000000.0,9642000000.0,9642000000.0,-2022000000.0,-779000000.0,-1210000000.0,-27000000.0,164000000.0,-560000000.0,-560000000.0,187000000.0,-747000000.0,-747000000.0,91000000.0,763000000.0,417000000.0,10000000.0,421000000.0,2576000000.0,2576000000.0,3249000000.0,-89000000.0,389000000.0,22000000.0,191000000.0,5859000000.0,2023-06-30
8369000000.0,-197000000.0,-2632000000.0,1238000000.0,-3185000000.0,12110000000.0,10351000000.0,81000000.0,1678000000.0,-7048000000.0,-7048000000.0,-52000000.0,-568000000.0,-4837000000.0,,-197000000.0,-197000000.0,-1394000000.0,-1394000000.0,-2632000000.0,1238000000.0,-2828000000.0,-2828000000.0,103000000.0,6000000.0,253000000.0,253000000.0,253000000.0,-5000000.0,-5000000.0,-3185000000.0,-3185000000.0,11554000000.0,11554000000.0,-1362000000.0,-1645000000.0,-577000000.0,-243000000.0,-106000000.0,-183000000.0,-183000000.0,-726000000.0,543000000.0,543000000.0,52000000.0,-588000000.0,238000000.0,15000000.0,440000000.0,2263000000.0,2263000000.0,3475000000.0,2646000000.0,394000000.0,248000000.0,1967000000.0,5484000000.0,2023-09-30
37582279000.0,,-16496698800.0,4190018400.0,-16832010800.0,61766676400.0,60983538000.0,213061400.0,2447452600.0,-36827355000.0,-36827355000.0,505050800.0,-1861260800.0,-20589415200.0,,,,-12306680400.0,-12306680400.0,-16496698800.0,4190018400.0,-15139482200.0,-15139482200.0,164225800.0,61623400.0,1475381000.0,,,-8701600.0,-8701600.0,-16832010800.0,-16832010800.0,54414289800.0,54414289800.0,-11209645600.0,-5814869600.0,-5727060200.0,-915870600.0,770116600.0,297412400.0,297412400.0,439890600.0,-142478200.0,-142478200.0,2081255200.0,-2320723000.0,5893142800.0,-46601400.0,10623396000.0,9094838600.0,9094838600.0,16958953200.0,-499911600.0,1811851800.0,289656200.0,-1897359200.0,29414987400.0,2023-12-31
