treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
1522432.0,8600000.0,506374478.0,507896910.0,675906000.0,1982737000.0,4124719000.0,7814964000.0,4334410000.0,358884000.0,6191111000.0,209691000.0,8000620000.0,6400802000.0,6400802000.0,-164002000.0,-164002000.0,21748000.0,1218445000.0,4980231000.0,387876000.0,178185000.0,209691000.0,51061947000.0,1958702000.0,358884000.0,1599818000.0,24035000.0,24035000.0,24035000.0,1327602000.0,1327602000.0,57462749000.0,5150904000.0,3765453000.0,1306831000.0,13438000.0,2066392000.0,197456000.0,1868936000.0,664908000.0,-407210000.0,1072118000.0,123278000.0,306352000.0,351290000.0,206604000.0,84594000.0,196606000.0,196606000.0,65182000.0,947947000.0,444325000.0,2022-12-31
134552.0,8600000.0,507762358.0,507896910.0,2848815000.0,8909523000.0,4245783000.0,14856393000.0,4455474000.0,355020000.0,6301890000.0,209691000.0,8766084000.0,6511581000.0,6511581000.0,-143647000.0,-143647000.0,1291000.0,1300980000.0,4967662000.0,387877000.0,178186000.0,209691000.0,57797992000.0,2609523000.0,355020000.0,2254503000.0,6300000000.0,6300000000.0,6300000000.0,1184497000.0,1184497000.0,64309573000.0,5161822000.0,3781707000.0,1305554000.0,6855000.0,2056107000.0,187171000.0,1868936000.0,668053000.0,,668053000.0,,668053000.0,,,,223608000.0,223608000.0,67706000.0,5705688000.0,444690000.0,2023-03-31
277480.0,8600000.0,507619430.0,507896910.0,1546058000.0,3921439000.0,4318611000.0,9865960000.0,4528302000.0,420972000.0,6365493000.0,209691000.0,9075651000.0,6575184000.0,6575184000.0,-164747000.0,,1988000.0,1379534000.0,4974507000.0,387878000.0,178187000.0,209691000.0,55128509000.0,2921439000.0,420972000.0,2500467000.0,1000000000.0,1000000000.0,1000000000.0,1498356000.0,1498356000.0,61703693000.0,5066852000.0,3697454000.0,1295634000.0,3409000.0,2046882000.0,177946000.0,1868936000.0,746335000.0,,746335000.0,,746335000.0,,,,225918000.0,225918000.0,70355000.0,1954409000.0,463318000.0,2023-06-30
236168.0,8600000.0,507660742.0,507896910.0,1231492000.0,2788336000.0,4379406000.0,8792923000.0,4589097000.0,413021000.0,6417608000.0,209691000.0,9002614000.0,6627299000.0,6627299000.0,-201892000.0,,1719000.0,1460284000.0,4982748000.0,387878000.0,178187000.0,209691000.0,54556053000.0,2788336000.0,413021000.0,2375315000.0,0.0,0.0,0.0,1792601000.0,1792601000.0,61183352000.0,5050544000.0,3725177000.0,1248158000.0,3441000.0,2038202000.0,169266000.0,1868936000.0,740085000.0,,740085000.0,,740085000.0,,,,237786000.0,237786000.0,73768000.0,1143823000.0,444857000.0,2023-09-30
186983.0,8600000.0,507709927.0,507896910.0,2344258000.0,3639264000.0,4462433000.0,9727183000.0,4672124000.0,403781000.0,6491700000.0,209691000.0,9086874000.0,6701391000.0,6701391000.0,-146456000.0,,1391000.0,1471371000.0,4989989000.0,387878000.0,178187000.0,209691000.0,54233583000.0,2789264000.0,403781000.0,2385483000.0,850000000.0,850000000.0,850000000.0,1283656000.0,1283656000.0,60934974000.0,5104221000.0,3712452000.0,1359125000.0,3973000.0,2029267000.0,160331000.0,1868936000.0,724542000.0,-235521000.0,960063000.0,165878000.0,343461000.0,172414000.0,197961000.0,80349000.0,245498000.0,245498000.0,28671000.0,891225000.0,284090000.0,2023-12-31
