free_cash_flow,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,investing_cash_flow,operating_cash_flow,date
-656592000.0,7610384000.0,7643770000.0,109112000.0,-142498000.0,-513711000.0,51522000.0,319691000.0,2022-12-31
605536000.0,7650870000.0,7610384000.0,49508000.0,-9022000.0,59214000.0,-673772000.0,605536000.0,2023-03-31
595480000.0,4979789000.0,7650870000.0,-71622000.0,-2599459000.0,-1071000.0,-3193868000.0,595480000.0,2023-06-30
599839000.0,4761676000.0,4979789000.0,-54167000.0,-163946000.0,124483000.0,-888268000.0,599839000.0,2023-09-30
20572000.0,4243657000.0,4761676000.0,68317000.0,-586336000.0,183385000.0,-1048554000.0,278833000.0,2023-12-31
