free_cash_flow,repurchase_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
308811000.0,-95806000.0,-59854000.0,1279912000.0,1083045000.0,16816000.0,180051000.0,-362639000.0,-362639000.0,13189000.0,-280022000.0,-95806000.0,-95806000.0,174025000.0,174025000.0,233170000.0,240222000.0,-7052000.0,0.0,0.0,-496000.0,-496000.0,-58649000.0,709000.0,-59358000.0,368665000.0,368665000.0,108909000.0,30906000.0,12531000.0,42886000.0,-67069000.0,-67069000.0,-67069000.0,78985000.0,10670000.0,10670000.0,18930000.0,-42153000.0,-42153000.0,41499000.0,41499000.0,10761000.0,10761000.0,30738000.0,-51792000.0,4000.0,-51365000.0,-431000.0,293272000.0,2022-12-31
232064000.0,,-47146000.0,1362321000.0,1279912000.0,3387000.0,79022000.0,-192289000.0,-192289000.0,-52442000.0,-139847000.0,,,-7899000.0,-7899000.0,39105000.0,57789000.0,-18684000.0,0.0,0.0,-332000.0,-332000.0,-46672000.0,142000.0,-46814000.0,279210000.0,279210000.0,29425000.0,5667000.0,-67405000.0,4780000.0,-4202000.0,-4202000.0,-4202000.0,43712000.0,46873000.0,46873000.0,20732000.0,-15713000.0,-15713000.0,43415000.0,43415000.0,11463000.0,11463000.0,31952000.0,-976000.0,20000.0,-867000.0,-129000.0,202327000.0,2023-03-31
220655000.0,,-53047000.0,1426215000.0,1362321000.0,-2788000.0,66682000.0,-144785000.0,-144785000.0,64991000.0,-139595000.0,,,-62235000.0,-62235000.0,-9198000.0,41096000.0,-50294000.0,0.0,0.0,-515000.0,-515000.0,-52522000.0,10000.0,-52532000.0,273702000.0,273702000.0,-15802000.0,-49234000.0,27921000.0,-2011000.0,49408000.0,49408000.0,49408000.0,67819000.0,-109705000.0,-109705000.0,22665000.0,-53146000.0,-53146000.0,44189000.0,44189000.0,11325000.0,11325000.0,32864000.0,-12143000.0,39000.0,-12187000.0,5000.0,287939000.0,2023-06-30
311554000.0,-9352000.0,-45858000.0,1423540000.0,1426215000.0,-13453000.0,10778000.0,-149076000.0,-149076000.0,0.0,-139724000.0,-9352000.0,-9352000.0,-197558000.0,-197558000.0,-852000.0,46209000.0,-47061000.0,-150853000.0,-150853000.0,-328000.0,-328000.0,-45525000.0,5000.0,-45530000.0,357412000.0,357412000.0,31025000.0,-52546000.0,39914000.0,25519000.0,10134000.0,10134000.0,10134000.0,-72000.0,8076000.0,8076000.0,22817000.0,-21355000.0,-21355000.0,44630000.0,44630000.0,10963000.0,10963000.0,33667000.0,23052000.0,-3000.0,22981000.0,74000.0,257243000.0,2023-09-30
416964000.0,-19455000.0,-48977000.0,1694156000.0,1423540000.0,20314000.0,250302000.0,-150359000.0,-150359000.0,8699000.0,-139603000.0,-19455000.0,-19455000.0,-65280000.0,-65280000.0,-16364000.0,38278000.0,-54642000.0,0.0,0.0,-329000.0,-329000.0,-48587000.0,61000.0,-48648000.0,465941000.0,465941000.0,129025000.0,65822000.0,51758000.0,-20401000.0,-26837000.0,-26837000.0,-26837000.0,133047000.0,-74364000.0,-74364000.0,35208000.0,-250560000.0,-250560000.0,45338000.0,45338000.0,11474000.0,11474000.0,33864000.0,-35197000.0,6000.0,-35468000.0,265000.0,542127000.0,2023-12-31
