tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-55262126.865672,0.187966,4792000000.0,-294000000.0,-294000000.0,1741000000.0,1498000000.0,2767000000.0,4498000000.0,3000000000.0,-804000000.0,856000000.0,52000000.0,1979737873.134328,1741000000.0,9005000000.0,3071000000.0,2746000000.0,2695000000.0,0.63,0.65,1741000000.0,1741000000.0,1741000000.0,1741000000.0,1741000000.0,403000000.0,2144000000.0,-322000000.0,13000000.0,-199000000.0,199000000.0,-41000000.0,-95000000.0,-804000000.0,856000000.0,52000000.0,3270000000.0,5647000000.0,38000000.0,907000000.0,907000000.0,907000000.0,907000000.0,2158000000.0,2582000000.0,2216000000.0,366000000.0,366000000.0,,8917000000.0,3358000000.0,12275000000.0,12275000000.0,2022-11-30
-42340000.0,0.145,4976000000.0,-292000000.0,-292000000.0,1896000000.0,1558000000.0,2767000000.0,4684000000.0,3126000000.0,-818000000.0,908000000.0,90000000.0,2145660000.0,1896000000.0,8712000000.0,3260000000.0,2776000000.0,2698000000.0,0.68,0.7,1896000000.0,1896000000.0,1896000000.0,1896000000.0,1896000000.0,322000000.0,2218000000.0,-339000000.0,-6000000.0,-115000000.0,115000000.0,-41000000.0,-177000000.0,-818000000.0,908000000.0,90000000.0,3686000000.0,5273000000.0,20000000.0,886000000.0,886000000.0,886000000.0,886000000.0,2237000000.0,2150000000.0,2150000000.0,311000000.0,,311000000.0,8959000000.0,3439000000.0,12398000000.0,12398000000.0,2023-02-28
-68670000.0,0.21,5977000000.0,-327000000.0,-327000000.0,3319000000.0,1586000000.0,3014000000.0,5650000000.0,4064000000.0,-850000000.0,955000000.0,105000000.0,3577330000.0,3319000000.0,10423000000.0,4140000000.0,2796000000.0,2707000000.0,1.19,1.23,3319000000.0,3319000000.0,3319000000.0,3319000000.0,3319000000.0,-210000000.0,3109000000.0,-362000000.0,10000000.0,-181000000.0,181000000.0,-45000000.0,-146000000.0,-850000000.0,955000000.0,105000000.0,3413000000.0,6693000000.0,25000000.0,870000000.0,870000000.0,870000000.0,870000000.0,1955000000.0,3868000000.0,2289000000.0,671000000.0,,,10106000000.0,3730000000.0,13836000000.0,13836000000.0,2023-05-31
-73290000.0,0.21,5071000000.0,-349000000.0,-349000000.0,2420000000.0,1475000000.0,2898000000.0,4722000000.0,3247000000.0,-736000000.0,872000000.0,136000000.0,2695710000.0,2420000000.0,9008000000.0,3296000000.0,2823000000.0,2728000000.0,0.86,0.89,2420000000.0,2420000000.0,2420000000.0,2420000000.0,2420000000.0,-45000000.0,2375000000.0,-334000000.0,52000000.0,-149000000.0,149000000.0,-37000000.0,-200000000.0,-736000000.0,872000000.0,136000000.0,3445000000.0,5398000000.0,4000000.0,763000000.0,763000000.0,763000000.0,763000000.0,2216000000.0,2419000000.0,2026000000.0,393000000.0,393000000.0,80000000.0,8843000000.0,3610000000.0,12453000000.0,12453000000.0,2023-08-31
-19280000.0,0.08,5402000000.0,-241000000.0,-241000000.0,2503000000.0,1553000000.0,2942000000.0,5161000000.0,3608000000.0,-755000000.0,888000000.0,133000000.0,2724720000.0,2503000000.0,9189000000.0,3622000000.0,2817000000.0,2746000000.0,0.89,0.91,2503000000.0,2503000000.0,2503000000.0,2503000000.0,2503000000.0,217000000.0,2720000000.0,-277000000.0,5000000.0,-130000000.0,130000000.0,-41000000.0,-111000000.0,-755000000.0,888000000.0,133000000.0,3752000000.0,5449000000.0,,755000000.0,755000000.0,755000000.0,755000000.0,2226000000.0,2468000000.0,2093000000.0,375000000.0,375000000.0,,9201000000.0,3740000000.0,12941000000.0,12941000000.0,2023-11-30
-64476000.0,0.162,5696000000.0,-398000000.0,-398000000.0,2401000000.0,1557000000.0,3061000000.0,5298000000.0,3741000000.0,-765000000.0,876000000.0,111000000.0,2734524000.0,2401000000.0,9285000000.0,3750000000.0,2819000000.0,2748000000.0,0.85,0.87,2401000000.0,2401000000.0,2401000000.0,2401000000.0,2401000000.0,464000000.0,2865000000.0,-365000000.0,84000000.0,-245000000.0,245000000.0,-51000000.0,-153000000.0,-765000000.0,876000000.0,111000000.0,3995000000.0,5416000000.0,,749000000.0,749000000.0,749000000.0,749000000.0,2248000000.0,2419000000.0,2042000000.0,377000000.0,377000000.0,,9411000000.0,3869000000.0,13280000000.0,13280000000.0,2024-02-29
