free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
-1586000000.0,-514000000.0,-10809000000.0,10114000000.0,146000000.0,-2435000000.0,6813000000.0,10448000000.0,29000000.0,-3664000000.0,-1855000000.0,-1855000000.0,71000000.0,-863000000.0,-863000000.0,-368000000.0,-514000000.0,146000000.0,-695000000.0,,,-2575000000.0,-10809000000.0,8234000000.0,-2658000000.0,-2658000000.0,-222000000.0,324000000.0,-546000000.0,-1000000.0,-1000000.0,-2435000000.0,849000000.0,849000000.0,-2924000000.0,-1665000000.0,-1091000000.0,-1091000000.0,-619000000.0,-472000000.0,-472000000.0,77000000.0,-245000000.0,-245000000.0,133000000.0,909000000.0,-508000000.0,-508000000.0,1498000000.0,1498000000.0,907000000.0,907000000.0,591000000.0,1741000000.0,2022-11-30
1647000000.0,-295000000.0,-4358000000.0,5208000000.0,98000000.0,-2628000000.0,8219000000.0,6813000000.0,14000000.0,1392000000.0,-105000000.0,-105000000.0,105000000.0,-863000000.0,-863000000.0,-197000000.0,-295000000.0,98000000.0,850000000.0,-6000000.0,-6000000.0,856000000.0,-4358000000.0,5214000000.0,-2778000000.0,-2778000000.0,-228000000.0,90000000.0,-318000000.0,78000000.0,78000000.0,-2628000000.0,4275000000.0,4275000000.0,101000000.0,-113000000.0,-124000000.0,-124000000.0,2000000.0,-126000000.0,-126000000.0,394000000.0,-56000000.0,-56000000.0,198000000.0,924000000.0,-401000000.0,-401000000.0,1558000000.0,1558000000.0,886000000.0,886000000.0,672000000.0,1895000000.0,2023-02-28
3734000000.0,-313000000.0,0.0,-1374000000.0,433000000.0,-1913000000.0,9765000000.0,8219000000.0,-49000000.0,1595000000.0,-2440000000.0,-2440000000.0,-104000000.0,-1082000000.0,-1082000000.0,120000000.0,-313000000.0,433000000.0,-1374000000.0,-1374000000.0,-1374000000.0,0.0,0.0,0.0,-1612000000.0,-1612000000.0,301000000.0,561000000.0,-260000000.0,0.0,0.0,-1913000000.0,5647000000.0,5647000000.0,518000000.0,525000000.0,802000000.0,802000000.0,502000000.0,300000000.0,300000000.0,-198000000.0,-611000000.0,-611000000.0,174000000.0,964000000.0,-914000000.0,-914000000.0,1586000000.0,1586000000.0,870000000.0,870000000.0,716000000.0,3319000000.0,2023-05-31
5660000000.0,-1210000000.0,-1562000000.0,0.0,308000000.0,-1314000000.0,11613000000.0,9765000000.0,-36000000.0,1884000000.0,-3528000000.0,-3528000000.0,27000000.0,-1091000000.0,-1091000000.0,-902000000.0,-1210000000.0,308000000.0,-1562000000.0,,,-1562000000.0,-1562000000.0,0.0,-1562000000.0,-1562000000.0,-248000000.0,85000000.0,-333000000.0,0.0,0.0,-1314000000.0,6974000000.0,6974000000.0,2578000000.0,2317000000.0,-388000000.0,-388000000.0,-457000000.0,69000000.0,69000000.0,269000000.0,380000000.0,380000000.0,169000000.0,849000000.0,-517000000.0,-517000000.0,1475000000.0,1475000000.0,763000000.0,763000000.0,712000000.0,2420000000.0,2023-08-31
-937000000.0,-1123000000.0,-1938000000.0,1749000000.0,118000000.0,-1080000000.0,8244000000.0,11613000000.0,26000000.0,-3395000000.0,-2289000000.0,-2289000000.0,4000000.0,-1099000000.0,-1099000000.0,-1005000000.0,-1123000000.0,118000000.0,-189000000.0,,,-1938000000.0,-1938000000.0,0.0,-1249000000.0,-1249000000.0,-110000000.0,72000000.0,-182000000.0,-59000000.0,-59000000.0,-1080000000.0,143000000.0,143000000.0,-4572000000.0,-2168000000.0,-2201000000.0,-2201000000.0,-591000000.0,-1610000000.0,-1610000000.0,32000000.0,-235000000.0,-235000000.0,162000000.0,1029000000.0,-532000000.0,-532000000.0,1553000000.0,1553000000.0,755000000.0,755000000.0,798000000.0,2503000000.0,2023-11-30
3801000000.0,-582000000.0,0.0,-813000000.0,28000000.0,-1674000000.0,9481000000.0,8244000000.0,8000000.0,1229000000.0,-2463000000.0,-2463000000.0,3000000.0,-1099000000.0,-1099000000.0,-554000000.0,-582000000.0,28000000.0,-813000000.0,-813000000.0,-813000000.0,0.0,0.0,0.0,-1783000000.0,-1783000000.0,-109000000.0,50000000.0,-159000000.0,0.0,0.0,-1674000000.0,5475000000.0,5475000000.0,875000000.0,154000000.0,1119000000.0,1119000000.0,366000000.0,753000000.0,753000000.0,156000000.0,-554000000.0,-554000000.0,300000000.0,1049000000.0,-706000000.0,-706000000.0,1557000000.0,1557000000.0,749000000.0,749000000.0,808000000.0,2400000000.0,2024-02-29
