ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
2695000000.0,2695000000.0,84106000000.0,90919000000.0,-77352000000.0,86673000000.0,-9545000000.0,-77352000000.0,-4246000000.0,76927000000.0,-3776000000.0,470000000.0,-4246000000.0,-1777000000.0,-1777000000.0,-30617000000.0,28148000000.0,28148000000.0,0.0,132245000000.0,105139000000.0,5673000000.0,11128000000.0,7165000000.0,7165000000.0,81173000000.0,81173000000.0,27106000000.0,5228000000.0,8705000000.0,8705000000.0,9746000000.0,9746000000.0,9746000000.0,1780000000.0,1647000000.0,1647000000.0,1647000000.0,128469000000.0,110908000000.0,11360000000.0,12091000000.0,12091000000.0,73106000000.0,11593000000.0,61513000000.0,14351000000.0,,,,,,,,17561000000.0,4014000000.0,4014000000.0,6197000000.0,6197000000.0,-403000000.0,6600000000.0,7350000000.0,537000000.0,6813000000.0,2022-11-30
2700000000.0,2700000000.0,83592000000.0,91811000000.0,-74627000000.0,89390000000.0,-4184000000.0,-74627000000.0,-2421000000.0,83975000000.0,-1912000000.0,509000000.0,-2421000000.0,-1694000000.0,-1694000000.0,-29721000000.0,28994000000.0,28994000000.0,0.0,133532000000.0,110652000000.0,6107000000.0,11335000000.0,6814000000.0,6814000000.0,86396000000.0,86396000000.0,22880000000.0,5521000000.0,8598000000.0,8598000000.0,5415000000.0,5415000000.0,5415000000.0,1736000000.0,1610000000.0,1610000000.0,1610000000.0,131620000000.0,112924000000.0,12220000000.0,12153000000.0,12153000000.0,72206000000.0,10707000000.0,61499000000.0,16345000000.0,,,,,,,,18696000000.0,3714000000.0,,6213000000.0,6213000000.0,-400000000.0,6613000000.0,8769000000.0,550000000.0,8219000000.0,2023-02-28
2713000000.0,2713000000.0,80716000000.0,90481000000.0,-71025000000.0,91554000000.0,-2086000000.0,-71025000000.0,1073000000.0,87493000000.0,1556000000.0,483000000.0,1073000000.0,-1522000000.0,-1522000000.0,-27620000000.0,30215000000.0,30215000000.0,0.0,132828000000.0,109738000000.0,6469000000.0,11077000000.0,5772000000.0,5772000000.0,86420000000.0,86420000000.0,23090000000.0,6802000000.0,8970000000.0,8970000000.0,4061000000.0,4061000000.0,4061000000.0,2053000000.0,1204000000.0,1204000000.0,1204000000.0,134384000000.0,113380000000.0,11987000000.0,12226000000.0,12226000000.0,72098000000.0,9837000000.0,62261000000.0,17069000000.0,-11605000000.0,28674000000.0,3846000000.0,17705000000.0,5880000000.0,1243000000.0,0.0,21004000000.0,3902000000.0,,6915000000.0,6915000000.0,-428000000.0,7343000000.0,10187000000.0,422000000.0,9765000000.0,2023-05-31
2739000000.0,2739000000.0,77328000000.0,88941000000.0,-68910000000.0,91311000000.0,-3191000000.0,-68910000000.0,2370000000.0,86812000000.0,2841000000.0,471000000.0,2370000000.0,-1497000000.0,-1497000000.0,-26428000000.0,30295000000.0,30295000000.0,0.0,133821000000.0,108464000000.0,7540000000.0,11201000000.0,5281000000.0,5281000000.0,84442000000.0,84442000000.0,25357000000.0,6886000000.0,11120000000.0,11120000000.0,4499000000.0,4499000000.0,4499000000.0,1818000000.0,1034000000.0,1034000000.0,1034000000.0,136662000000.0,114496000000.0,13329000000.0,12243000000.0,12243000000.0,71280000000.0,9074000000.0,62206000000.0,17644000000.0,,,,,,,,22166000000.0,3564000000.0,,6519000000.0,6519000000.0,-445000000.0,6964000000.0,12083000000.0,470000000.0,11613000000.0,2023-08-31
2748922000.0,2748922000.0,80545000000.0,88789000000.0,-66743000000.0,92655000000.0,-5118000000.0,-66743000000.0,3866000000.0,86334000000.0,4378000000.0,512000000.0,3866000000.0,-1427000000.0,-1427000000.0,-25431000000.0,30724000000.0,30724000000.0,0.0,129946000000.0,105539000000.0,7781000000.0,10046000000.0,5244000000.0,5244000000.0,82468000000.0,82468000000.0,24407000000.0,6395000000.0,8878000000.0,8878000000.0,6321000000.0,6321000000.0,,1706000000.0,1107000000.0,1107000000.0,1107000000.0,134324000000.0,115035000000.0,13659000000.0,12758000000.0,12758000000.0,70609000000.0,8378000000.0,62231000000.0,18009000000.0,,,,,,,,19289000000.0,3795000000.0,,6804000000.0,6804000000.0,-470000000.0,7274000000.0,8690000000.0,446000000.0,8244000000.0,2023-11-30
2747000000.0,2747000000.0,78499000000.0,87980000000.0,-64228000000.0,93603000000.0,-3822000000.0,-64228000000.0,5623000000.0,88093000000.0,6182000000.0,559000000.0,5623000000.0,-1466000000.0,-1466000000.0,-24533000000.0,31622000000.0,31622000000.0,0.0,130900000000.0,106015000000.0,8611000000.0,10451000000.0,4483000000.0,4483000000.0,82470000000.0,82470000000.0,24885000000.0,6990000000.0,8931000000.0,8931000000.0,5510000000.0,5510000000.0,,1796000000.0,1658000000.0,1658000000.0,1658000000.0,137082000000.0,116019000000.0,14363000000.0,12688000000.0,12688000000.0,69851000000.0,7629000000.0,62222000000.0,19117000000.0,,,,,,,,21063000000.0,3862000000.0,,7297000000.0,7297000000.0,-469000000.0,7766000000.0,9904000000.0,423000000.0,9481000000.0,2024-02-29
