free_cash_flow,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
73845000.0,0.0,-4918000.0,0.0,1636000.0,2627335000.0,2452749000.0,8585000.0,166001000.0,14157000.0,14157000.0,176000.0,13981000.0,0.0,0.0,0.0,73081000.0,73081000.0,11218000.0,11218000.0,0.0,-4918000.0,-4918000.0,78763000.0,78763000.0,-72948000.0,-109976000.0,-7031000.0,-4457000.0,-8339000.0,6355000.0,-14694000.0,-14694000.0,-20217000.0,77072000.0,77072000.0,-29794000.0,129398000.0,11388000.0,-143000.0,-143000.0,7373000.0,7373000.0,33489000.0,2022-12-31
182621000.0,,-4755000.0,0.0,4992000.0,1288779000.0,2627335000.0,2676000.0,-1341232000.0,25983000.0,25983000.0,59000.0,25924000.0,,,,-1554591000.0,-1554591000.0,-1549836000.0,760531000.0,-2310367000.0,-4755000.0,-4755000.0,187376000.0,187376000.0,37189000.0,86561000.0,-10516000.0,-4551000.0,-35650000.0,4271000.0,-39921000.0,-39921000.0,1973000.0,-628000.0,-628000.0,-506000.0,114714000.0,8508000.0,,,8320000.0,8320000.0,19151000.0,2023-03-31
86258000.0,,-3934000.0,,,1074025000.0,1288779000.0,-4531000.0,-210223000.0,90684000.0,90684000.0,335000.0,90349000.0,,,,-391099000.0,-391099000.0,-387165000.0,239407000.0,-626572000.0,-3934000.0,-3934000.0,90192000.0,90192000.0,-48097000.0,69451000.0,-15070000.0,1066000.0,10373000.0,9509000.0,864000.0,864000.0,-882000.0,-113035000.0,-113035000.0,-14753000.0,114201000.0,2570000.0,,,8399000.0,8399000.0,27872000.0,2023-06-30
131878000.0,,-1565000.0,,,1061886000.0,1074025000.0,-258000.0,-11881000.0,50940000.0,50940000.0,384000.0,50556000.0,,,,-196264000.0,-196264000.0,-194699000.0,1660032000.0,-1854731000.0,-1565000.0,-1565000.0,133443000.0,133443000.0,-65660000.0,-7276000.0,-11997000.0,5426000.0,-4558000.0,-11228000.0,6670000.0,6670000.0,-1166000.0,-46089000.0,-46089000.0,1889000.0,114380000.0,732000.0,,,8663000.0,8663000.0,73439000.0,2023-09-30
296312000.0,,-4860000.0,,,850107000.0,1061886000.0,5043000.0,-216822000.0,51232000.0,51232000.0,-177000.0,51409000.0,,,,-569226000.0,-569226000.0,-564366000.0,280370000.0,-844736000.0,-4860000.0,-4860000.0,301172000.0,301172000.0,82804000.0,-4877000.0,-11989000.0,1301000.0,50898000.0,50343000.0,555000.0,555000.0,-6122000.0,53593000.0,53593000.0,-15669000.0,132608000.0,1350000.0,,,7972000.0,7972000.0,96913000.0,2023-12-31
