tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.115195,46934000.0,30878000.0,7373000.0,104311000.0,46934000.0,39561000.0,11038000.0,1712000.0,12750000.0,30878000.0,30878000.0,526450000.0,-17826000.0,2203733000.0,2090107000.0,0.01,0.01,30878000.0,30878000.0,30878000.0,,33489000.0,33489000.0,4360000.0,37849000.0,44637000.0,44637000.0,11038000.0,1712000.0,12750000.0,-17826000.0,422139000.0,82044000.0,340095000.0,190233000.0,149862000.0,149862000.0,,404313000.0,104311000.0,508624000.0,508624000.0,2022-12-31
0.0,0.080693,30427000.0,16802000.0,8320000.0,107645000.0,30427000.0,22107000.0,19578000.0,1275000.0,20853000.0,16802000.0,16802000.0,521071000.0,4115000.0,2217439000.0,2107780000.0,0.01,0.01,16802000.0,16802000.0,16802000.0,-2349000.0,19151000.0,19151000.0,1681000.0,20832000.0,-2861000.0,-2861000.0,19578000.0,1275000.0,20853000.0,4115000.0,413426000.0,90100000.0,323326000.0,187093000.0,136233000.0,136233000.0,,417541000.0,107645000.0,525186000.0,525186000.0,2023-03-31
0.0,0.072263,39759000.0,28127000.0,8399000.0,106899000.0,39759000.0,31360000.0,28993000.0,1317000.0,30310000.0,28127000.0,28127000.0,523243000.0,10074000.0,2278155000.0,2131224000.0,0.01,0.01,28127000.0,28127000.0,28127000.0,255000.0,27872000.0,27872000.0,2171000.0,30043000.0,-9024000.0,-9024000.0,28993000.0,1317000.0,30310000.0,10074000.0,416344000.0,99533000.0,316811000.0,184163000.0,132648000.0,132648000.0,83005000.0,426418000.0,106899000.0,533317000.0,533317000.0,2023-06-30
0.0,0.081657,89374000.0,71505000.0,8663000.0,107922000.0,89374000.0,80711000.0,36122000.0,742000.0,36864000.0,71505000.0,71505000.0,518176000.0,39983000.0,2325600000.0,2162530000.0,0.03,0.03,71505000.0,71505000.0,71505000.0,-1934000.0,73439000.0,73439000.0,6530000.0,79969000.0,3864000.0,3864000.0,36122000.0,742000.0,36864000.0,39983000.0,410254000.0,105708000.0,304546000.0,176373000.0,128173000.0,128173000.0,,450237000.0,107922000.0,558159000.0,558159000.0,2023-09-30
0.0,0.087852,114355000.0,93391000.0,7972000.0,108639000.0,114355000.0,106383000.0,44409000.0,136000.0,44545000.0,93391000.0,93391000.0,542556000.0,65794000.0,2357742000.0,2187214000.0,0.04,0.04,93391000.0,93391000.0,93391000.0,-3522000.0,96913000.0,96913000.0,9334000.0,106247000.0,-3956000.0,-3956000.0,44409000.0,136000.0,44545000.0,65794000.0,433917000.0,109283000.0,324634000.0,197363000.0,127271000.0,127271000.0,,499711000.0,108639000.0,608350000.0,608350000.0,2023-12-31
