ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
2099075000.0,2099075000.0,249404000.0,2565326000.0,2565326000.0,2453636000.0,2565326000.0,249404000.0,2565326000.0,2565326000.0,2642437000.0,77111000.0,2565326000.0,-5333000.0,-5333000.0,-5859438000.0,8427998000.0,2099000.0,2099000.0,818802000.0,230861000.0,12655000.0,13901000.0,13901000.0,204305000.0,204305000.0,587941000.0,325339000.0,325339000.0,45099000.0,45099000.0,217503000.0,131389000.0,86114000.0,41326000.0,44788000.0,3461239000.0,419662000.0,150252000.0,269410000.0,-82412000.0,351822000.0,80378000.0,5506000.0,200240000.0,65698000.0,0.0,3041577000.0,133312000.0,16244000.0,258346000.0,258346000.0,,,2633675000.0,35135000.0,2598540000.0,2022-12-31,
2117730000.0,2117730000.0,259488000.0,2723733000.0,2723733000.0,2654734000.0,2723733000.0,259488000.0,2723733000.0,2723733000.0,2803193000.0,79460000.0,2723733000.0,-4318000.0,-4318000.0,-5842636000.0,8568570000.0,2117000.0,2117000.0,879945000.0,278532000.0,13548000.0,58562000.0,58562000.0,206422000.0,206422000.0,601413000.0,369292000.0,369292000.0,53066000.0,53066000.0,179055000.0,124105000.0,54950000.0,50420000.0,4530000.0,3683138000.0,426991000.0,153857000.0,273134000.0,-85527000.0,358661000.0,81802000.0,1344000.0,210019000.0,65496000.0,0.0,3256147000.0,85625000.0,11946000.0,254041000.0,254041000.0,,,2904535000.0,1639797000.0,1264738000.0,2023-03-31,
2149980000.0,2149980000.0,245989000.0,2955474000.0,2955474000.0,2891530000.0,2955474000.0,245989000.0,2955474000.0,2955474000.0,3035138000.0,79664000.0,2955474000.0,-5209000.0,-5209000.0,-5814509000.0,8773043000.0,2149000.0,2149000.0,945126000.0,259742000.0,12101000.0,53507000.0,53507000.0,194134000.0,194134000.0,685384000.0,444299000.0,444299000.0,51855000.0,51855000.0,189230000.0,184617000.0,4613000.0,,4613000.0,3980264000.0,403350000.0,149592000.0,253758000.0,-90431000.0,344189000.0,83074000.0,918000.0,199661000.0,60536000.0,0.0,3576914000.0,97906000.0,,375756000.0,375756000.0,,,3103252000.0,2047329000.0,1055923000.0,2023-06-30,
2175240837.0,2175240837.0,236271000.0,3190015000.0,3190015000.0,3120472000.0,3190015000.0,236271000.0,3190015000.0,3190015000.0,3271897000.0,81882000.0,3190015000.0,-7205000.0,-7205000.0,-5743004000.0,8938050000.0,2174000.0,2174000.0,921520000.0,232595000.0,11414000.0,37114000.0,37114000.0,184067000.0,184067000.0,688925000.0,452493000.0,452493000.0,52204000.0,52204000.0,184228000.0,138274000.0,45954000.0,36479000.0,9475000.0,4193417000.0,384020000.0,143696000.0,240324000.0,-95548000.0,335872000.0,82214000.0,1389000.0,190191000.0,62078000.0,0.0,3809397000.0,95554000.0,,430269000.0,430269000.0,-10500000.0,440769000.0,3283574000.0,2243264000.0,1040310000.0,2023-09-30,
2200127714.0,2200127714.0,229392000.0,3475561000.0,3475561000.0,3392600000.0,3475561000.0,229392000.0,3475561000.0,3475561000.0,3560965000.0,85404000.0,3475561000.0,801000.0,801000.0,-5649613000.0,9122173000.0,2200000.0,2200000.0,961460000.0,215442000.0,10702000.0,29524000.0,29524000.0,175216000.0,175216000.0,746018000.0,456729000.0,456729000.0,54176000.0,54176000.0,235113000.0,175734000.0,59379000.0,47257000.0,12122000.0,4522425000.0,383807000.0,153186000.0,230621000.0,-102158000.0,332779000.0,83139000.0,2099000.0,182863000.0,64678000.0,0.0,4138618000.0,99285000.0,370000.0,364784000.0,364784000.0,,,3674179000.0,2843132000.0,831047000.0,2023-12-31,0.0
