free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
1550000000.0,0.0,-3000000.0,995000000.0,1000000.0,-35000000.0,324000000.0,132000000.0,887000000.0,717000000.0,170000000.0,-832000000.0,-832000000.0,0.0,-228000000.0,0.0,0.0,1000000.0,0.0,1000000.0,1655000000.0,663000000.0,992000000.0,-3000000.0,995000000.0,-583000000.0,-583000000.0,12000000.0,2611000000.0,3645000000.0,-1034000000.0,0.0,0.0,0.0,0.0,-32000000.0,3000000.0,-35000000.0,1585000000.0,1585000000.0,239000000.0,239000000.0,733000000.0,31000000.0,-65000000.0,-65000000.0,37000000.0,37000000.0,-54000000.0,-18000000.0,-1000000.0,394000000.0,2022-12-31
694000000.0,-38000000.0,-1201000000.0,4490000000.0,1000000.0,-24000000.0,426000000.0,46000000.0,784000000.0,887000000.0,-103000000.0,6515000000.0,6515000000.0,-34000000.0,-228000000.0,0.0,0.0,-37000000.0,-38000000.0,1000000.0,5261000000.0,1972000000.0,3289000000.0,-1201000000.0,4490000000.0,-7336000000.0,-7336000000.0,22000000.0,-6747000000.0,1103000000.0,-7850000000.0,,,,,-23000000.0,1000000.0,-24000000.0,718000000.0,718000000.0,-289000000.0,-289000000.0,410000000.0,34000000.0,75000000.0,75000000.0,36000000.0,36000000.0,-4000000.0,0.0,11000000.0,312000000.0,2023-03-31
532000000.0,0.0,-1251000000.0,750000000.0,0.0,-50000000.0,934000000.0,94000000.0,758000000.0,784000000.0,-26000000.0,-2529000000.0,-2529000000.0,0.0,-228000000.0,,,0.0,0.0,0.0,-3285000000.0,-2784000000.0,-501000000.0,-1251000000.0,750000000.0,1921000000.0,1921000000.0,21000000.0,969000000.0,1647000000.0,-678000000.0,,,,,-49000000.0,1000000.0,-50000000.0,582000000.0,582000000.0,-59000000.0,-59000000.0,179000000.0,29000000.0,-46000000.0,-46000000.0,35000000.0,35000000.0,-16000000.0,7000000.0,-1000000.0,287000000.0,2023-06-30
541000000.0,0.0,-592000000.0,0.0,0.0,-25000000.0,777000000.0,15000000.0,766000000.0,758000000.0,8000000.0,-6798000000.0,-6798000000.0,0.0,-227000000.0,,,0.0,0.0,0.0,-5730000000.0,-5138000000.0,-592000000.0,-592000000.0,0.0,6240000000.0,6240000000.0,25000000.0,2724000000.0,2565000000.0,159000000.0,0.0,0.0,0.0,0.0,-22000000.0,3000000.0,-25000000.0,566000000.0,566000000.0,-148000000.0,-148000000.0,396000000.0,27000000.0,-65000000.0,-65000000.0,35000000.0,35000000.0,-67000000.0,0.0,-5000000.0,303000000.0,2023-09-30
994000000.0,0.0,-2100000000.0,0.0,0.0,-43000000.0,972000000.0,1000000.0,941000000.0,766000000.0,175000000.0,-1454000000.0,-1454000000.0,0.0,-228000000.0,0.0,0.0,0.0,0.0,0.0,-2522000000.0,-422000000.0,-2100000000.0,-2100000000.0,0.0,592000000.0,592000000.0,28000000.0,-2307000000.0,1662000000.0,-3969000000.0,0.0,0.0,0.0,0.0,-43000000.0,0.0,-43000000.0,1037000000.0,1037000000.0,183000000.0,183000000.0,723000000.0,31000000.0,-72000000.0,-72000000.0,28000000.0,28000000.0,-28000000.0,4000000.0,4000000.0,65000000.0,2023-12-31
