tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-17850000.0,0.21,2907000000.0,-85000000.0,-85000000.0,2232000000.0,565000000.0,3430000000.0,2822000000.0,2257000000.0,-35000000.0,64000000.0,29000000.0,2299150000.0,2232000000.0,6073000000.0,2296000000.0,745700000.0,728900000.0,2.99,3.03,2190000000.0,,2210000000.0,22000000.0,2232000000.0,2232000000.0,0.0,2232000000.0,-39000000.0,2193000000.0,-68000000.0,17000000.0,0.0,0.0,-85000000.0,-35000000.0,64000000.0,29000000.0,2296000000.0,2643000000.0,453000000.0,2190000000.0,4939000000.0,3430000000.0,8369000000.0,8369000000.0,2022-12-31
4268000.0,0.194,2401000000.0,22000000.0,22000000.0,1450000000.0,557000000.0,2797000000.0,2423000000.0,1866000000.0,-20000000.0,68000000.0,48000000.0,1432268000.0,1450000000.0,5373000000.0,1794000000.0,737200000.0,729400000.0,1.94,1.96,1429000000.0,0.0,1429000000.0,21000000.0,1450000000.0,1450000000.0,,1450000000.0,348000000.0,1798000000.0,24000000.0,2000000.0,,,22000000.0,-20000000.0,68000000.0,48000000.0,1794000000.0,2576000000.0,429000000.0,2147000000.0,4370000000.0,2797000000.0,7167000000.0,7167000000.0,2023-03-31
-6560000.0,0.205,2053000000.0,-32000000.0,-32000000.0,1106000000.0,562000000.0,3116000000.0,2021000000.0,1459000000.0,-8000000.0,67000000.0,59000000.0,1131440000.0,1106000000.0,5728000000.0,1429000000.0,744700000.0,737300000.0,1.49,1.5,1106000000.0,,1106000000.0,,1106000000.0,1106000000.0,,1106000000.0,286000000.0,1392000000.0,-29000000.0,3000000.0,,,-32000000.0,-8000000.0,67000000.0,59000000.0,1429000000.0,2612000000.0,418000000.0,2194000000.0,4041000000.0,3116000000.0,7157000000.0,7157000000.0,2023-06-30
-9216000.0,0.192,2072000000.0,-48000000.0,-48000000.0,1129000000.0,554000000.0,2873000000.0,2024000000.0,1470000000.0,6000000.0,73000000.0,79000000.0,1167784000.0,1129000000.0,5435000000.0,1438000000.0,745900000.0,739400000.0,1.51,1.53,1129000000.0,0.0,1129000000.0,,1129000000.0,1129000000.0,,1129000000.0,268000000.0,1397000000.0,-47000000.0,1000000.0,,,-48000000.0,6000000.0,73000000.0,79000000.0,1438000000.0,2562000000.0,417000000.0,2145000000.0,4000000000.0,2873000000.0,6873000000.0,6873000000.0,2023-09-30
-42210000.0,0.21,1229000000.0,-201000000.0,-201000000.0,536000000.0,493000000.0,1070000000.0,1028000000.0,535000000.0,39000000.0,78000000.0,117000000.0,694790000.0,1079000000.0,2075000000.0,541000000.0,746100000.0,739800000.0,1.45,1.46,1079000000.0,,1079000000.0,0.0,1079000000.0,1079000000.0,,536000000.0,-79000000.0,457000000.0,-200000000.0,1000000.0,,,-93000000.0,39000000.0,78000000.0,117000000.0,618000000.0,1005000000.0,239000000.0,766000000.0,1623000000.0,1070000000.0,2693000000.0,2693000000.0,2023-12-31
-5328000.0,0.144,1959000000.0,-37000000.0,-37000000.0,1088000000.0,586000000.0,2309000000.0,1922000000.0,1336000000.0,-5000000.0,65000000.0,60000000.0,1119672000.0,1088000000.0,4484000000.0,1312000000.0,748600000.0,740600000.0,1.45,1.47,1088000000.0,,1088000000.0,,1088000000.0,1088000000.0,0.0,1088000000.0,183000000.0,1271000000.0,-36000000.0,1000000.0,,,-37000000.0,-5000000.0,65000000.0,60000000.0,1312000000.0,2175000000.0,368000000.0,1807000000.0,3487000000.0,2309000000.0,5796000000.0,5796000000.0,2024-03-31
