free_cash_flow,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,issuance_of_debt,long_term_debt_issuance,cash_from_discontinued_investing_activities,cash_from_discontinued_operating_activities,other_non_cash_items
2212000000.0,-700000000.0,-329000000.0,,,5995000000.0,5150000000.0,26000000.0,819000000.0,-906000000.0,-906000000.0,-15000000.0,,-203000000.0,-704000000.0,-4000000.0,-700000000.0,-700000000.0,-816000000.0,-816000000.0,15000000.0,-169000000.0,0.0,-169000000.0,-333000000.0,0.0,-333000000.0,-329000000.0,0.0,-329000000.0,2541000000.0,2541000000.0,-407000000.0,226000000.0,41000000.0,185000000.0,185000000.0,26000000.0,243000000.0,-343000000.0,-343000000.0,66000000.0,565000000.0,565000000.0,364000000.0,364000000.0,201000000.0,85000000.0,,85000000.0,2232000000.0,2022-12-31,,,,,
1672000000.0,,-275000000.0,82000000.0,228000000.0,7379000000.0,5995000000.0,3000000.0,1381000000.0,-262000000.0,-262000000.0,-20000000.0,-34000000.0,-204000000.0,-4000000.0,-4000000.0,,,-304000000.0,-304000000.0,13000000.0,-42000000.0,1000000.0,-43000000.0,0.0,,0.0,-275000000.0,0.0,-275000000.0,1947000000.0,1947000000.0,-117000000.0,-521000000.0,-293000000.0,-228000000.0,-228000000.0,30000000.0,-257000000.0,631000000.0,631000000.0,79000000.0,557000000.0,557000000.0,384000000.0,384000000.0,173000000.0,-22000000.0,-22000000.0,,1450000000.0,2023-03-31,,,,,
1585000000.0,,-341000000.0,103000000.0,466000000.0,8575000000.0,7379000000.0,-91000000.0,1287000000.0,-208000000.0,-208000000.0,-17000000.0,30000000.0,-218000000.0,-3000000.0,-3000000.0,,,-431000000.0,-431000000.0,4000000.0,-98000000.0,3000000.0,-101000000.0,0.0,,0.0,-337000000.0,4000000.0,-341000000.0,1926000000.0,1926000000.0,117000000.0,-512000000.0,-377000000.0,-135000000.0,-135000000.0,366000000.0,129000000.0,134000000.0,134000000.0,109000000.0,562000000.0,562000000.0,384000000.0,384000000.0,178000000.0,32000000.0,32000000.0,,1106000000.0,2023-06-30,,,,,
1307000000.0,0.0,-365000000.0,104000000.0,476000000.0,12277000000.0,8575000000.0,-84000000.0,3786000000.0,2443000000.0,2443000000.0,-16000000.0,55000000.0,-199000000.0,2603000000.0,-2000000.0,2605000000.0,0.0,-329000000.0,-329000000.0,11000000.0,21000000.0,29000000.0,-8000000.0,0.0,,0.0,-361000000.0,4000000.0,-365000000.0,1672000000.0,1672000000.0,-151000000.0,-133000000.0,-97000000.0,-36000000.0,-36000000.0,-65000000.0,103000000.0,-56000000.0,-56000000.0,92000000.0,554000000.0,554000000.0,379000000.0,379000000.0,175000000.0,48000000.0,48000000.0,,1129000000.0,2023-09-30,,,,,
1217000000.0,-620000000.0,-402000000.0,,,5864000000.0,12277000000.0,231000000.0,-6644000000.0,-2246000000.0,-2246000000.0,2586000000.0,,-627000000.0,-4222000000.0,-997000000.0,-3225000000.0,-620000000.0,-6017000000.0,-5984000000.0,16000000.0,8000000.0,28000000.0,-20000000.0,-5610000000.0,,-5610000000.0,-398000000.0,4000000.0,-402000000.0,1619000000.0,945000000.0,-242000000.0,1051000000.0,801000000.0,250000000.0,250000000.0,88000000.0,210000000.0,-387000000.0,-387000000.0,26000000.0,493000000.0,493000000.0,344000000.0,344000000.0,149000000.0,124000000.0,,,536000000.0,2023-12-31,-2605000000.0,-2605000000.0,,,
1448000000.0,,-291000000.0,42000000.0,222000000.0,7031000000.0,5864000000.0,-118000000.0,1285000000.0,-133000000.0,-133000000.0,-23000000.0,-1000000.0,-177000000.0,68000000.0,68000000.0,,,-321000000.0,-321000000.0,14000000.0,-44000000.0,9000000.0,-53000000.0,,,,-291000000.0,,-291000000.0,1739000000.0,1739000000.0,-57000000.0,-434000000.0,-360000000.0,-74000000.0,-74000000.0,-21000000.0,-118000000.0,516000000.0,516000000.0,60000000.0,586000000.0,586000000.0,407000000.0,407000000.0,179000000.0,37000000.0,37000000.0,,1088000000.0,2024-03-31,,,0.0,0.0,25000000.0
