tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,general_and_administrative_expense,insurance_and_claims,salaries_and_wages,total_revenue,operating_revenue,date
-2031287.693362,0.275541,-7372000.0,-7372000.0,177591000.0,31064000.0,465819000.0,180731000.0,646550000.0,182931712.306638,177591000.0,173961000.0,173961000.0,3630000.0,177591000.0,177591000.0,177591000.0,67545000.0,245136000.0,-7372000.0,,7372000.0,1203000.0,10900000.0,10900000.0,10900000.0,10900000.0,136461000.0,136461000.0,6827000.0,129634000.0,518665000.0,518665000.0,2022-12-31
-1161373.0,0.281,-4133000.0,-4133000.0,146551000.0,22034000.0,436020000.0,284210000.0,720230000.0,149522627.0,146551000.0,142677000.0,142677000.0,3874000.0,146551000.0,146551000.0,146551000.0,57165000.0,203716000.0,-4133000.0,,4133000.0,-4609000.0,10519000.0,10519000.0,10519000.0,10519000.0,154141000.0,154141000.0,9155000.0,144986000.0,485332000.0,485332000.0,2023-03-31
-3030322.0,0.271,-11182000.0,-11182000.0,139060000.0,19722000.0,419765000.0,367694000.0,787459000.0,147211678.0,139060000.0,135030000.0,135030000.0,4030000.0,139060000.0,139060000.0,139060000.0,51759000.0,190819000.0,-11182000.0,,11182000.0,499000.0,9812000.0,9812000.0,9812000.0,9812000.0,148838000.0,148838000.0,10426000.0,138412000.0,480122000.0,480122000.0,2023-06-30
2015200.0,0.275,7328000.0,7328000.0,141346000.0,20450000.0,412418000.0,400600000.0,813018000.0,136033200.0,141346000.0,137219000.0,137219000.0,4127000.0,141346000.0,141346000.0,141346000.0,53486000.0,194832000.0,7396000.0,-6721000.0,-675000.0,-368000.0,9741000.0,9741000.0,9741000.0,9741000.0,145913000.0,145913000.0,7946000.0,137967000.0,464391000.0,464391000.0,2023-09-30
-12413251.368516,0.195706,-63428000.0,-63428000.0,71554000.0,20999000.0,397275000.0,420909000.0,818184000.0,122568748.631484,71554000.0,67450000.0,67450000.0,4104000.0,71554000.0,71554000.0,71554000.0,17411000.0,88965000.0,-63299000.0,53837000.0,9462000.0,321000.0,9696000.0,9696000.0,9696000.0,9696000.0,146720000.0,146720000.0,10330000.0,136390000.0,450082000.0,450082000.0,2023-12-31
