free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
197881000.0,-110000.0,0.0,0.0,14000.0,151633000.0,49932000.0,947947000.0,1118348000.0,-170401000.0,1485945000.0,1485945000.0,-192000.0,-61284000.0,-3630000.0,-57654000.0,-96000.0,-110000.0,14000.0,-780554000.0,-780554000.0,0.0,0.0,0.0,-1854227000.0,-1854227000.0,0.0,-85408000.0,99034000.0,-184442000.0,-14992000.0,3432000.0,-18424000.0,0.0,0.0,197881000.0,197881000.0,-20086000.0,-9860000.0,142701000.0,-115727000.0,-115727000.0,-37200000.0,-37200000.0,-11267000.0,7810000.0,31064000.0,31064000.0,10900000.0,10900000.0,20164000.0,-2005000.0,172000.0,177591000.0,2022-12-31
-269682000.0,-8599000.0,-350000000.0,1000000000.0,3750000.0,244246000.0,8782000.0,5705688000.0,947947000.0,4757741000.0,6811981000.0,6811981000.0,-13000.0,-61486000.0,-3874000.0,-57612000.0,-4849000.0,-8599000.0,3750000.0,6924327000.0,6274327000.0,650000000.0,-350000000.0,1000000000.0,-1784558000.0,-1784558000.0,5273000.0,2331000.0,83886000.0,-81555000.0,-18138000.0,125000.0,-18263000.0,0.0,,-269682000.0,-269682000.0,-460965000.0,8218000.0,-294476000.0,-147705000.0,-147705000.0,-27002000.0,-27002000.0,1155000.0,8093000.0,22034000.0,22034000.0,10519000.0,10519000.0,11515000.0,-590000.0,24000.0,146551000.0,2023-03-31
552364000.0,-2534000.0,0.0,250000000.0,0.0,327495000.0,113348000.0,1954409000.0,5705688000.0,-3751279000.0,-3107823000.0,-3107823000.0,-2000.0,-60029000.0,-4030000.0,-55999000.0,-2534000.0,-2534000.0,0.0,-5074157000.0,-5324157000.0,250000000.0,0.0,250000000.0,-1195820000.0,-1195820000.0,-55000.0,70700000.0,154821000.0,-84121000.0,-30840000.0,365000.0,-31205000.0,0.0,,552364000.0,552364000.0,385659000.0,-4202000.0,11047000.0,381124000.0,381124000.0,-2310000.0,-2310000.0,-5173000.0,8680000.0,19722000.0,19722000.0,9812000.0,9812000.0,9910000.0,-1392000.0,9000.0,139060000.0,2023-06-30
374095000.0,-141000.0,-125000000.0,0.0,49000.0,370496000.0,50705000.0,1143823000.0,1954409000.0,-810586000.0,-918695000.0,-918695000.0,-1000.0,-60004000.0,-4127000.0,-55877000.0,-92000.0,-141000.0,49000.0,-1124097000.0,-999097000.0,-125000000.0,-125000000.0,0.0,-265986000.0,-265986000.0,0.0,-36006000.0,106110000.0,-142116000.0,-4190000.0,17913000.0,-22103000.0,0.0,0.0,374095000.0,374095000.0,202039000.0,-2671000.0,-71217000.0,287795000.0,287795000.0,-11868000.0,-11868000.0,172000.0,8592000.0,20450000.0,20450000.0,9741000.0,9741000.0,10709000.0,-8232000.0,443000.0,141346000.0,2023-09-30
-278585000.0,-201000.0,0.0,1804000.0,207000.0,417297000.0,63668000.0,891225000.0,1143823000.0,-252598000.0,129125000.0,129125000.0,-2000.0,-58230000.0,-2307000.0,-55923000.0,6000.0,-201000.0,207000.0,829836000.0,828032000.0,1804000.0,0.0,1804000.0,-103138000.0,-103138000.0,0.0,12626000.0,133936000.0,-121310000.0,-4570000.0,-95000.0,-4475000.0,0.0,0.0,-278585000.0,-278585000.0,-389664000.0,1087000.0,144009000.0,-527048000.0,-527048000.0,-7712000.0,-7712000.0,4735000.0,7737000.0,20999000.0,20999000.0,9696000.0,9696000.0,11303000.0,-3050000.0,-877000.0,71554000.0,2023-12-31
