ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number,other_current_liabilities
234267710.0,234267710.0,231000000.0,1867000000.0,1954000000.0,6179000000.0,3333000000.0,1954000000.0,170000000.0,4482000000.0,6142000000.0,4482000000.0,4482000000.0,-15000000.0,-15000000.0,-1612000000.0,6109000000.0,0.0,0.0,0.0,2081000000.0,1811000000.0,12000000.0,1799000000.0,139000000.0,1660000000.0,270000000.0,44000000.0,44000000.0,68000000.0,31000000.0,37000000.0,,37000000.0,48000000.0,110000000.0,90000000.0,20000000.0,20000000.0,6563000000.0,2960000000.0,12000000.0,23000000.0,2528000000.0,154000000.0,2374000000.0,397000000.0,-159000000.0,556000000.0,90000000.0,298000000.0,126000000.0,42000000.0,0.0,3603000000.0,126000000.0,41000000.0,2000000.0,72000000.0,72000000.0,3362000000.0,1896000000.0,1466000000.0,1338000000.0,128000000.0,2022-12-31,,
233994158.0,233994158.0,309000000.0,1865000000.0,1992000000.0,6223000000.0,3359000000.0,1992000000.0,162000000.0,4520000000.0,6181000000.0,4520000000.0,4520000000.0,-3000000.0,-3000000.0,-1634000000.0,6157000000.0,0.0,0.0,0.0,2094000000.0,1807000000.0,13000000.0,1794000000.0,133000000.0,1661000000.0,287000000.0,49000000.0,49000000.0,71000000.0,29000000.0,42000000.0,,42000000.0,45000000.0,122000000.0,101000000.0,21000000.0,21000000.0,6614000000.0,2968000000.0,13000000.0,23000000.0,2528000000.0,154000000.0,2374000000.0,404000000.0,-178000000.0,582000000.0,90000000.0,337000000.0,114000000.0,41000000.0,0.0,3646000000.0,152000000.0,48000000.0,2000000.0,75000000.0,75000000.0,3369000000.0,1975000000.0,1394000000.0,1309000000.0,85000000.0,2023-03-31,,
232722618.0,232722618.0,163000000.0,1884000000.0,1959000000.0,6215000000.0,3298000000.0,1959000000.0,155000000.0,4486000000.0,6149000000.0,4486000000.0,4486000000.0,-19000000.0,-19000000.0,-1669000000.0,6174000000.0,0.0,0.0,0.0,2132000000.0,1799000000.0,10000000.0,1789000000.0,126000000.0,1663000000.0,333000000.0,49000000.0,49000000.0,95000000.0,29000000.0,66000000.0,,66000000.0,50000000.0,139000000.0,118000000.0,21000000.0,21000000.0,6618000000.0,2987000000.0,20000000.0,23000000.0,2527000000.0,153000000.0,2374000000.0,417000000.0,-201000000.0,618000000.0,90000000.0,379000000.0,108000000.0,41000000.0,0.0,3631000000.0,155000000.0,73000000.0,2000000.0,90000000.0,90000000.0,3311000000.0,1745000000.0,1566000000.0,1509000000.0,57000000.0,2023-06-30,,
233591252.0,233591252.0,,1902000000.0,1951000000.0,6284000000.0,2671000000.0,1951000000.0,147000000.0,4529000000.0,5586000000.0,4529000000.0,4529000000.0,-21000000.0,-21000000.0,-1697000000.0,6247000000.0,0.0,0.0,0.0,2127000000.0,1186000000.0,10000000.0,1176000000.0,119000000.0,1057000000.0,941000000.0,48000000.0,48000000.0,726000000.0,28000000.0,698000000.0,607000000.0,91000000.0,52000000.0,115000000.0,87000000.0,28000000.0,28000000.0,6656000000.0,3044000000.0,16000000.0,23000000.0,2578000000.0,162000000.0,2416000000.0,427000000.0,-221000000.0,648000000.0,89000000.0,415000000.0,103000000.0,41000000.0,0.0,3612000000.0,149000000.0,96000000.0,3000000.0,97000000.0,97000000.0,3267000000.0,1421000000.0,1846000000.0,1736000000.0,110000000.0,2023-09-30,,
233353715.0,233353715.0,208000000.0,1832000000.0,1468000000.0,6226000000.0,2178000000.0,1468000000.0,132000000.0,4526000000.0,5526000000.0,4526000000.0,4526000000.0,-5000000.0,-5000000.0,-1770000000.0,6301000000.0,0.0,0.0,0.0,2126000000.0,1155000000.0,60000000.0,1095000000.0,95000000.0,1000000000.0,971000000.0,52000000.0,52000000.0,737000000.0,37000000.0,700000000.0,607000000.0,93000000.0,47000000.0,105000000.0,77000000.0,28000000.0,28000000.0,6652000000.0,3503000000.0,21000000.0,23000000.0,3058000000.0,241000000.0,2817000000.0,401000000.0,-211000000.0,612000000.0,48000000.0,452000000.0,73000000.0,39000000.0,0.0,3149000000.0,140000000.0,100000000.0,3000000.0,96000000.0,96000000.0,2810000000.0,1318000000.0,1492000000.0,1442000000.0,50000000.0,2023-12-31,0.0,30000000.0
