free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
48000000.0,-174000000.0,-9000000.0,0.0,0.0,-36000000.0,8000000.0,1000000.0,1468000000.0,1975000000.0,-507000000.0,-181000000.0,-181000000.0,2000000.0,-174000000.0,-174000000.0,0.0,-9000000.0,-9000000.0,-9000000.0,0.0,0.0,0.0,0.0,-410000000.0,-410000000.0,-370000000.0,347000000.0,-717000000.0,-4000000.0,-4000000.0,-8000000.0,-8000000.0,-28000000.0,-28000000.0,84000000.0,84000000.0,-11000000.0,-19000000.0,-5000000.0,8000000.0,-20000000.0,-22000000.0,2000000.0,2000000.0,19000000.0,0.0,6000000.0,6000000.0,15000000.0,110000000.0,,42000000.0,42000000.0,42000000.0,0.0,-72000000.0,2022-12-31
53000000.0,-86000000.0,0.0,5000000.0,,-40000000.0,,,1396000000.0,1468000000.0,-72000000.0,-68000000.0,-68000000.0,13000000.0,-86000000.0,-86000000.0,,5000000.0,5000000.0,0.0,5000000.0,0.0,0.0,,-97000000.0,-97000000.0,-57000000.0,433000000.0,-490000000.0,,,-9000000.0,-9000000.0,-31000000.0,-31000000.0,93000000.0,93000000.0,-39000000.0,-4000000.0,-8000000.0,-7000000.0,10000000.0,10000000.0,,0.0,-27000000.0,0.0,-3000000.0,-3000000.0,5000000.0,103000000.0,,46000000.0,46000000.0,46000000.0,,-22000000.0,2023-03-31
56000000.0,-150000000.0,0.0,24000000.0,,-44000000.0,,,1568000000.0,1396000000.0,172000000.0,-109000000.0,-109000000.0,17000000.0,-150000000.0,-150000000.0,,24000000.0,24000000.0,0.0,24000000.0,0.0,0.0,,181000000.0,181000000.0,225000000.0,373000000.0,-148000000.0,,,-9000000.0,-9000000.0,-35000000.0,-35000000.0,100000000.0,100000000.0,-36000000.0,0.0,-41000000.0,,17000000.0,17000000.0,,0.0,-3000000.0,0.0,-16000000.0,-16000000.0,10000000.0,130000000.0,,51000000.0,51000000.0,51000000.0,,-35000000.0,2023-06-30
34000000.0,-100000000.0,0.0,25000000.0,,-41000000.0,,,1849000000.0,1568000000.0,281000000.0,-49000000.0,-49000000.0,26000000.0,-100000000.0,-100000000.0,,25000000.0,25000000.0,0.0,25000000.0,0.0,0.0,,255000000.0,255000000.0,330000000.0,330000000.0,0.0,,,-6000000.0,-6000000.0,-35000000.0,-35000000.0,75000000.0,75000000.0,-60000000.0,-4000000.0,21000000.0,,-23000000.0,-30000000.0,,7000000.0,8000000.0,0.0,-7000000.0,-7000000.0,8000000.0,109000000.0,-9000000.0,55000000.0,55000000.0,55000000.0,,-28000000.0,2023-09-30
46000000.0,-88000000.0,-56000000.0,2000000.0,,-40000000.0,,,1495000000.0,1849000000.0,-354000000.0,-126000000.0,-126000000.0,16000000.0,-88000000.0,-88000000.0,,-54000000.0,2000000.0,0.0,2000000.0,-56000000.0,-56000000.0,,-314000000.0,-314000000.0,125000000.0,151000000.0,-26000000.0,-399000000.0,-399000000.0,-6000000.0,-6000000.0,-34000000.0,-34000000.0,86000000.0,86000000.0,-30000000.0,-12000000.0,-4000000.0,-4000000.0,-17000000.0,-16000000.0,-1000000.0,-1000000.0,5000000.0,0.0,2000000.0,2000000.0,1000000.0,109000000.0,-6000000.0,70000000.0,70000000.0,70000000.0,,-73000000.0,2023-12-31
