free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,interest_paid_supplemental_data,net_investment_purchase_and_sale,purchase_of_investment,change_in_account_payable,stock_based_compensation,pension_and_employee_benefit_expense
-15106970000000.0,-17198916000000.0,34415809000000.0,-5007308000000.0,4271442000000.0,1854601000000.0,-39469000000.0,2456310000000.0,17492373000000.0,17492373000000.0,275480000000.0,17216893000000.0,17216893000000.0,-17198916000000.0,34415809000000.0,-4936401000000.0,-4936401000000.0,16583000000.0,0.0,0.0,-4952984000000.0,54324000000.0,-5007308000000.0,-10099662000000.0,-10099662000000.0,1382002000000.0,-42781000000.0,7994080000000.0,7994080000000.0,-53074000000.0,-10724979000000.0,4208756000000.0,,57174000000.0,549409000000.0,1701203000000.0,1052956000000.0,-66515000000.0,-66515000000.0,1195217000000.0,1195217000000.0,200779000000.0,200779000000.0,994438000000.0,-657655000000.0,0.0,51284000000.0,-708939000000.0,0.0,-15313453000000.0,2022-12-31,,,,,,
-26758895000000.0,-3253120000000.0,22802511000000.0,-7599814000000.0,4390368000000.0,4271442000000.0,-14645000000.0,133571000000.0,25424391000000.0,25424391000000.0,5875000000000.0,19549391000000.0,19549391000000.0,-3253120000000.0,22802511000000.0,-6131739000000.0,-6131739000000.0,545400000000.0,,,-6677139000000.0,922675000000.0,-7599814000000.0,-19159081000000.0,-19159081000000.0,-11529917000000.0,-243344000000.0,-6633433000000.0,-6633433000000.0,-41217000000.0,-6479648000000.0,1867725000000.0,,207744000000.0,760239000000.0,3299399000000.0,480643000000.0,-560000000.0,-560000000.0,1160318000000.0,1160318000000.0,56086000000.0,56086000000.0,1104232000000.0,583878000000.0,,671463000000.0,-87585000000.0,,-14120825000000.0,2023-03-31,,,,,,
-10154417000000.0,-12119306000000.0,20111955000000.0,-8127194000000.0,2267667000000.0,4390368000000.0,39067000000.0,-2161768000000.0,7992649000000.0,7992649000000.0,0.0,7992649000000.0,7992649000000.0,-12119306000000.0,20111955000000.0,-8127194000000.0,-8127194000000.0,0.0,,,-8127194000000.0,0.0,-8127194000000.0,-2027223000000.0,-2027223000000.0,5304864000000.0,-322068000000.0,2993044000000.0,2993044000000.0,386830000000.0,61185000000.0,2185873000000.0,,362359000000.0,518834000000.0,1337061000000.0,381918000000.0,-26466000000.0,-26466000000.0,1464207000000.0,1464207000000.0,57175000000.0,57175000000.0,1407032000000.0,1165202000000.0,,910553000000.0,254649000000.0,,-12535202000000.0,2023-06-30,,,,,,
-28748521000000.0,-15512502000000.0,32040809000000.0,-4295847000000.0,3822398000000.0,2267667000000.0,-3766000000.0,1558497000000.0,30307018000000.0,30307018000000.0,13778711000000.0,16528307000000.0,16528307000000.0,-15512502000000.0,32040809000000.0,-4295847000000.0,-4295847000000.0,0.0,0.0,0.0,-4295847000000.0,0.0,-4295847000000.0,-24452674000000.0,-24452674000000.0,-16094201000000.0,-24871000000.0,-9849929000000.0,-9849929000000.0,-408280000000.0,-23028000000.0,-5788093000000.0,-5788093000000.0,252941000000.0,1531610000000.0,-4636460000000.0,249615000000.0,18444000000.0,18444000000.0,1858264000000.0,1858264000000.0,99370000000.0,99370000000.0,1758894000000.0,7370958000000.0,,2258489000000.0,512804000000.0,,-15003845000000.0,2023-09-30,,,,,,
-13250010000000.0,-19916776000000.0,26438572000000.0,-5078077000000.0,4715999000000.0,3822398000000.0,-20860000000.0,914461000000.0,13696606000000.0,13696606000000.0,7174810000000.0,6521796000000.0,6521796000000.0,-19916776000000.0,26438572000000.0,-4610212000000.0,-4610212000000.0,393934000000.0,-6900000000.0,-6900000000.0,-4997246000000.0,80831000000.0,-5078077000000.0,-8171933000000.0,-8171933000000.0,-68304000000.0,-117558000000.0,3729015000000.0,3729015000000.0,-57536000000.0,-5887988000000.0,2265763000000.0,2265763000000.0,284850000000.0,-11992000000.0,0.0,-87961000000.0,83300000000.0,83300000000.0,1811176000000.0,1811176000000.0,253823000000.0,253823000000.0,1557353000000.0,5189255000000.0,,1039328000000.0,94269000000.0,,-15516340000000.0,2023-12-31,,,,3729015000000.0,,3970829000000.0
-17216817000000.0,-9190698000000.0,24627697000000.0,-4807718000000.0,3720147000000.0,4858766000000.0,66726000000.0,-1205345000000.0,15501651000000.0,15501651000000.0,64652000000.0,15436999000000.0,15436999000000.0,-9190698000000.0,24627697000000.0,-4297897000000.0,-4297897000000.0,509821000000.0,0.0,0.0,-4807718000000.0,,-4807718000000.0,-12409099000000.0,-12409099000000.0,-4427001000000.0,-245989000000.0,-4171500000000.0,-4171500000000.0,7913000000.0,1093508000000.0,-1110933000000.0,-1110933000000.0,294866000000.0,806554000000.0,,36436000000.0,-26839000000.0,-26839000000.0,2099570000000.0,2099570000000.0,90080000000.0,90080000000.0,2009490000000.0,3601312000000.0,1434000000.0,609830000000.0,379399000000.0,,-14841877000000.0,2024-03-31,2096344000000.0,0.0,0.0,-4171500000000.0,47880000000.0,2610649000000.0
