treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,payables_and_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,investment_properties,current_assets,restricted_cash,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,line_of_credit
9090000.0,106500000.0,115590000.0,3670226000.0,3680913000.0,4986620000.0,8667533000.0,-379747000.0,4986620000.0,4986620000.0,8667533000.0,5056921000.0,70301000.0,4986620000.0,-1774000.0,-1774000.0,328684000.0,-581532000.0,5897454000.0,1156000.0,1156000.0,4271014000.0,3860465000.0,179552000.0,3680913000.0,3680913000.0,410549000.0,410549000.0,410549000.0,103628000.0,95551000.0,211370000.0,9327935000.0,9297133000.0,229371000.0,0.0,0.0,0.0,9067762000.0,30802000.0,6751000.0,13364000.0,13364000.0,10687000.0,10687000.0,2022-12-31,
8889000.0,106800000.0,115689000.0,3727397000.0,3747816000.0,4933290000.0,8681106000.0,-310593000.0,4933290000.0,4933290000.0,8681106000.0,5003553000.0,70263000.0,4933290000.0,-1415000.0,-1415000.0,321431000.0,-648457000.0,5903437000.0,1156000.0,1156000.0,4291616000.0,3941620000.0,193804000.0,3747816000.0,3747816000.0,349996000.0,349996000.0,349996000.0,110444000.0,48084000.0,191468000.0,9295169000.0,9255766000.0,226394000.0,,,,9029372000.0,39403000.0,6863000.0,12121000.0,12121000.0,20419000.0,20419000.0,2023-03-31,
8868000.0,106800000.0,115668000.0,3662104000.0,3682430000.0,4921034000.0,8603464000.0,-355742000.0,4921034000.0,4921034000.0,8603464000.0,4991542000.0,70508000.0,4921034000.0,-1057000.0,-1057000.0,320675000.0,-666218000.0,5907828000.0,1156000.0,1156000.0,4268861000.0,3872141000.0,189711000.0,3682430000.0,3682430000.0,396720000.0,396720000.0,396720000.0,110465000.0,93642000.0,192613000.0,9260403000.0,9219425000.0,239958000.0,,,,8979467000.0,40978000.0,8531000.0,12121000.0,12121000.0,20326000.0,20326000.0,2023-06-30,
8868908.0,106800000.0,115668908.0,3638528000.0,3653128000.0,4864265000.0,8517393000.0,-415990000.0,4864265000.0,4864265000.0,8517393000.0,4934979000.0,70714000.0,4864265000.0,-699000.0,-699000.0,320702000.0,-727117000.0,5911627000.0,1156000.0,1156000.0,4279485000.0,3828469000.0,175341000.0,3653128000.0,3653128000.0,451016000.0,451016000.0,451016000.0,110463000.0,128794000.0,211759000.0,9214464000.0,9179438000.0,237594000.0,,,,8941844000.0,35026000.0,8369000.0,12057000.0,12057000.0,14600000.0,14600000.0,2023-09-30,
8859556.0,106800000.0,115659556.0,3455714000.0,3715400000.0,4980757000.0,8696157000.0,-149591000.0,4980757000.0,4980757000.0,8696157000.0,5051771000.0,71014000.0,4980757000.0,-1252000.0,-1252000.0,320364000.0,-613651000.0,5914868000.0,1156000.0,1156000.0,4331966000.0,3902423000.0,187023000.0,3715400000.0,3715400000.0,429543000.0,429543000.0,429543000.0,110427000.0,96517000.0,222599000.0,9383737000.0,9103785000.0,244182000.0,,,,8859603000.0,279952000.0,8361000.0,11905000.0,11905000.0,259686000.0,259686000.0,2023-12-31,0.0
