tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.015615,226163000.0,0.0,0.0,45709000.0,147271000.0,134928000.0,226163000.0,78892000.0,-30530000.0,30668000.0,138000.0,45709000.0,45709000.0,297155000.0,108512000.0,108467000.0,0.42,0.42,46048000.0,396000.0,45652000.0,57000.0,45709000.0,-1762000.0,47471000.0,47471000.0,753000.0,48224000.0,0.0,0.0,,0.0,0.0,0.0,-30530000.0,30668000.0,138000.0,78754000.0,162227000.0,-931000.0,147271000.0,147271000.0,15887000.0,15887000.0,15887000.0,240981000.0,134928000.0,375909000.0,375909000.0,2022-12-31
0.0,0.025687,220056000.0,,,41917000.0,142444000.0,143391000.0,220056000.0,77612000.0,-32781000.0,32843000.0,62000.0,41917000.0,41917000.0,300613000.0,108604000.0,108568000.0,0.39,0.39,41836000.0,0.0,41836000.0,81000.0,41917000.0,-1702000.0,43619000.0,43619000.0,1150000.0,44769000.0,,,,,0.0,,-32781000.0,32843000.0,62000.0,77550000.0,157222000.0,-578000.0,142444000.0,142444000.0,15356000.0,15356000.0,15356000.0,234772000.0,143391000.0,378163000.0,378163000.0,2023-03-31
421058.587711,0.009073,224017000.0,46406000.0,46406000.0,91099000.0,143054000.0,146768000.0,270423000.0,127369000.0,-33147000.0,33578000.0,431000.0,45114058.587711,91099000.0,304967000.0,109392000.0,108663000.0,0.84,0.84,91515000.0,567000.0,90948000.0,151000.0,91099000.0,-1841000.0,92940000.0,92940000.0,851000.0,93791000.0,46406000.0,-2513000.0,2513000.0,0.0,0.0,48919000.0,-33147000.0,33578000.0,431000.0,80532000.0,158199000.0,-718000.0,143054000.0,143054000.0,15863000.0,15863000.0,15863000.0,238731000.0,146768000.0,385499000.0,385499000.0,2023-06-30
0.0,0.01487,227936000.0,0.0,0.0,47963000.0,144359000.0,148440000.0,227936000.0,83577000.0,-32942000.0,33006000.0,64000.0,47963000.0,47963000.0,307265000.0,108706000.0,108683000.0,0.44,0.44,47902000.0,0.0,47902000.0,61000.0,47963000.0,-1856000.0,49819000.0,49819000.0,752000.0,50571000.0,,0.0,,0.0,0.0,,-32942000.0,33006000.0,64000.0,83513000.0,158825000.0,-1077000.0,144359000.0,144359000.0,15543000.0,15543000.0,15543000.0,242338000.0,148440000.0,390778000.0,390778000.0,2023-09-30
703409.61559,0.003985,227499000.0,176497000.0,176497000.0,222330000.0,144956000.0,145744000.0,403996000.0,259040000.0,-33646000.0,33968000.0,322000.0,46536409.61559,222330000.0,305366000.0,110312000.0,108698000.0,2.03,2.04,224088000.0,2086000.0,222002000.0,328000.0,222330000.0,-1845000.0,224175000.0,224175000.0,897000.0,225072000.0,176497000.0,0.0,0.0,0.0,0.0,176497000.0,-33646000.0,33968000.0,322000.0,82221000.0,159622000.0,-1078000.0,144956000.0,144956000.0,15744000.0,15744000.0,15744000.0,241843000.0,145744000.0,387587000.0,387587000.0,2023-12-31
