free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
61283000.0,-426000000.0,418000000.0,0.0,-106899000.0,37911000.0,126000.0,17438000.0,68417000.0,-50979000.0,-111055000.0,-111055000.0,536000.0,-103591000.0,-103591000.0,0.0,0.0,-8000000.0,,,,,,-108106000.0,-108106000.0,-1207000.0,0.0,0.0,0.0,,,-106899000.0,168182000.0,168182000.0,0.0,-29706000.0,1039000.0,-5322000.0,3019000.0,-28442000.0,-28442000.0,1217000.0,-29659000.0,-29659000.0,0.0,3146000.0,147271000.0,147271000.0,0.0,0.0,0.0,47471000.0,2022-12-31
47803000.0,-199000000.0,265000000.0,0.0,-91908000.0,26378000.0,,27282000.0,17438000.0,9844000.0,-36332000.0,-36332000.0,1267000.0,-103599000.0,-103599000.0,0.0,0.0,66000000.0,66000000.0,-199000000.0,265000000.0,,,-93535000.0,-93535000.0,-1627000.0,0.0,0.0,,,,-91908000.0,139711000.0,139711000.0,0.0,-49981000.0,903000.0,12539000.0,4044000.0,-67467000.0,-67467000.0,-20000000.0,-47467000.0,-47467000.0,,3629000.0,142444000.0,142444000.0,,0.0,,43619000.0,2023-03-31
122568000.0,-737749000.0,669000000.0,0.0,-104363000.0,38725000.0,,28857000.0,27282000.0,1575000.0,-179195000.0,-179195000.0,-34000.0,-110412000.0,-110412000.0,0.0,0.0,-68749000.0,369000000.0,-300000000.0,669000000.0,,,-46161000.0,-46161000.0,-2157000.0,60359000.0,60359000.0,,,,-104363000.0,226931000.0,226931000.0,0.0,33874000.0,850000.0,-6350000.0,-11293000.0,50667000.0,50667000.0,5107000.0,45560000.0,45560000.0,,3469000.0,143054000.0,143054000.0,,0.0,,92940000.0,2023-06-30
138279000.0,-288000000.0,258000000.0,0.0,-98049000.0,30377000.0,261000.0,22969000.0,28857000.0,-5888000.0,-141230000.0,-141230000.0,-795000.0,-110435000.0,-110435000.0,0.0,0.0,-30000000.0,-30000000.0,-288000000.0,258000000.0,0.0,0.0,-100986000.0,-100986000.0,-2937000.0,0.0,0.0,,0.0,0.0,-98049000.0,236328000.0,236328000.0,0.0,38384000.0,698000.0,-8341000.0,-5100000.0,51127000.0,51127000.0,15975000.0,35152000.0,35152000.0,,3766000.0,144359000.0,144359000.0,0.0,0.0,0.0,49819000.0,2023-09-30
75366000.0,-590000000.0,641235000.0,0.0,-116614000.0,33390000.0,309000.0,268047000.0,22969000.0,245078000.0,-60457000.0,-60457000.0,-1263000.0,-110429000.0,-110429000.0,0.0,0.0,51235000.0,,,,456235000.0,-1377000000.0,113555000.0,113555000.0,-135000.0,230304000.0,230304000.0,,,,-116614000.0,191980000.0,191980000.0,0.0,-4302000.0,850000.0,4170000.0,10398000.0,-19720000.0,-19720000.0,12557000.0,-32277000.0,-32277000.0,,3648000.0,144956000.0,144956000.0,-176497000.0,0.0,-176497000.0,224175000.0,2023-12-31
