treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investment_properties,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,assets_held_for_sale_current,restricted_cash,inventory,finished_goods,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
17336397.0,3218933.0,20555330.0,1007674000.0,3506849000.0,4421737000.0,3867545000.0,3506849000.0,92786000.0,3506849000.0,4421737000.0,3506849000.0,3506849000.0,10866785000.0,11773414000.0,2600014000.0,206000.0,206000.0,2154124000.0,1321478000.0,313804000.0,313804000.0,1007674000.0,92786000.0,914888000.0,832646000.0,832646000.0,437234000.0,395412000.0,395412000.0,5660973000.0,960782000.0,172516000.0,143585000.0,143585000.0,57950000.0,586731000.0,-12405000.0,599136000.0,496080000.0,87092000.0,15964000.0,4700191000.0,316806000.0,51429000.0,1788275000.0,1788275000.0,20842000.0,20842000.0,2522839000.0,2522839000.0,2022-12-31
17313580.0,3241750.0,20555330.0,1013884000.0,3845346000.0,4759773000.0,4185245000.0,3845346000.0,99457000.0,3845346000.0,4759773000.0,3845346000.0,3845346000.0,10949267000.0,12117766000.0,2676641000.0,206000.0,206000.0,2230559000.0,1349114000.0,335230000.0,335230000.0,1013884000.0,99457000.0,914427000.0,881445000.0,881445000.0,459335000.0,422110000.0,422110000.0,6075905000.0,1009215000.0,354361000.0,,,56533000.0,598321000.0,,598321000.0,501667000.0,96654000.0,,5066690000.0,319248000.0,57831000.0,1865542000.0,1865542000.0,23307000.0,23307000.0,2800762000.0,2800762000.0,2023-03-31
17294792.0,3260538.0,20555330.0,1016961000.0,4153263000.0,5067226000.0,4515871000.0,4153263000.0,102998000.0,4153263000.0,5067226000.0,4153263000.0,4153263000.0,11116423000.0,12521793000.0,2747687000.0,206000.0,206000.0,2113512000.0,1385724000.0,368763000.0,368763000.0,1016961000.0,102998000.0,913963000.0,727788000.0,727788000.0,291563000.0,436225000.0,436225000.0,6266775000.0,1023116000.0,347709000.0,,,57711000.0,617696000.0,,617696000.0,516709000.0,100987000.0,,5243659000.0,438756000.0,65475000.0,2020089000.0,2020089000.0,26757000.0,26757000.0,2692582000.0,2692582000.0,2023-06-30
17345353.0,3209977.0,20555330.0,1017434000.0,4172583000.0,5086079000.0,4506502000.0,4172583000.0,103938000.0,4172583000.0,5086079000.0,4172583000.0,4172583000.0,11583600000.0,12954950000.0,2801027000.0,206000.0,206000.0,2199680000.0,1372745000.0,355311000.0,355311000.0,1017434000.0,103938000.0,913496000.0,826935000.0,826935000.0,386299000.0,440636000.0,440636000.0,6372263000.0,1038826000.0,346778000.0,,,58743000.0,633305000.0,,633305000.0,530170000.0,103135000.0,,5333437000.0,325792000.0,61078000.0,2003773000.0,2003773000.0,33878000.0,33878000.0,2908916000.0,2908916000.0,2023-09-30
17360454.0,3194876.0,20555330.0,1014299000.0,4364725000.0,5277752000.0,4528862000.0,4364725000.0,101272000.0,4364725000.0,5277752000.0,4364725000.0,4364725000.0,11849034000.0,13365025000.0,2848528000.0,206000.0,206000.0,2237032000.0,1348740000.0,334441000.0,334441000.0,1014299000.0,101272000.0,913027000.0,888292000.0,888292000.0,413043000.0,475249000.0,475249000.0,6601757000.0,1184603000.0,296058000.0,148005000.0,148005000.0,63716000.0,676824000.0,-11224000.0,688048000.0,576551000.0,93925000.0,17572000.0,5417154000.0,222560000.0,52550000.0,1950150000.0,1950150000.0,29000000.0,29000000.0,3162894000.0,3162894000.0,2023-12-31
