free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,dividends_received_cfi,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,change_in_other_current_assets
810739000.0,-116165000.0,-388000.0,-6456000.0,14027000.0,125945000.0,2574518000.0,1821355000.0,753163000.0,-57242000.0,-57242000.0,59311000.0,-116165000.0,-116165000.0,-388000.0,-388000.0,-388000.0,-6790000.0,-6790000.0,,-513000.0,-513000.0,-6277000.0,179000.0,-6456000.0,817195000.0,817195000.0,1500000.0,306210000.0,-62356000.0,-55864000.0,508000.0,382174000.0,41748000.0,11579000.0,24096000.0,,25984000.0,4159000.0,4159000.0,454768000.0,2022-12-31,
312808000.0,-110048000.0,-400000.0,-2714000.0,859000.0,5423000.0,2858593000.0,2574518000.0,284075000.0,-28532000.0,-28532000.0,81916000.0,-110048000.0,-110048000.0,-400000.0,-400000.0,-400000.0,-2915000.0,-2915000.0,180000.0,-565000.0,-565000.0,-2530000.0,184000.0,-2714000.0,315522000.0,315522000.0,1000000.0,2052000.0,21426000.0,50607000.0,-2515000.0,-77267000.0,9801000.0,-55275000.0,22277000.0,-3072000.0,,4188000.0,4188000.0,344352000.0,2023-03-31,
19948000.0,-201077000.0,-411000.0,-8734000.0,13922000.0,257185000.0,2758057000.0,2858593000.0,-100536000.0,-121680000.0,-121680000.0,79808000.0,-201077000.0,-201077000.0,-411000.0,-411000.0,-411000.0,-7538000.0,-7538000.0,0.0,-659000.0,-659000.0,-6879000.0,1855000.0,-8734000.0,28682000.0,28682000.0,1000000.0,-275169000.0,33533000.0,-140422000.0,-8115000.0,-154547000.0,-5618000.0,-123625000.0,25159000.0,,,4217000.0,4217000.0,404027000.0,2023-06-30,
651000000.0,-484262000.0,-422000.0,-7083000.0,504000.0,50023000.0,2969994000.0,2758057000.0,211937000.0,-439245000.0,-439245000.0,45439000.0,-484262000.0,-484262000.0,-422000.0,-422000.0,-422000.0,-6901000.0,-6901000.0,0.0,0.0,0.0,-6901000.0,182000.0,-7083000.0,658083000.0,658083000.0,0.0,47956000.0,-13452000.0,84146000.0,-17243000.0,16316000.0,-21811000.0,142956000.0,26052000.0,,3782000.0,4180000.0,4180000.0,433157000.0,2023-09-30,
489360000.0,-286428000.0,-428000.0,-6346000.0,13917000.0,94554000.0,3215444000.0,2969994000.0,245450000.0,-243510000.0,-243510000.0,43346000.0,-286428000.0,-286428000.0,-428000.0,-428000.0,-428000.0,-6746000.0,-6746000.0,0.0,-552000.0,-552000.0,-6194000.0,152000.0,-6346000.0,495706000.0,495706000.0,0.0,-4188000.0,-20870000.0,54774000.0,,53623000.0,-42025000.0,59903000.0,26019000.0,,3309000.0,4331000.0,4331000.0,410075000.0,2023-12-31,-49690000.0
