tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.208717,585780000.0,454768000.0,4159000.0,1993722000.0,585780000.0,581621000.0,-6899000.0,6899000.0,454768000.0,454768000.0,2135425000.0,554911000.0,3408000.0,3207000.0,133.44,141.82,454768000.0,454768000.0,454768000.0,454768000.0,454768000.0,119954000.0,574722000.0,1294000.0,1294000.0,-6899000.0,6899000.0,580327000.0,141703000.0,-21592000.0,163295000.0,163295000.0,163295000.0,722030000.0,1993722000.0,2715752000.0,2715752000.0,2022-12-31
0.0,0.206,445256000.0,344352000.0,4188000.0,1607910000.0,445256000.0,441068000.0,-7258000.0,7258000.0,344352000.0,344352000.0,1741216000.0,412751000.0,3447474.0,3239263.0,99.89,106.31,344352000.0,344352000.0,344352000.0,344352000.0,344352000.0,89458000.0,433810000.0,989000.0,989000.0,-7258000.0,7258000.0,440079000.0,133306000.0,-32946000.0,166252000.0,166252000.0,166252000.0,573385000.0,1607910000.0,2181295000.0,2181295000.0,2023-03-31
0.0,0.143,482188000.0,404027000.0,4217000.0,1728146000.0,482188000.0,477971000.0,-6795000.0,6795000.0,404027000.0,404027000.0,1865284000.0,441339000.0,3467000.0,3263000.0,116.54,123.84,404027000.0,404027000.0,404027000.0,404027000.0,404027000.0,67149000.0,471176000.0,1102000.0,1102000.0,-6795000.0,6795000.0,476869000.0,137138000.0,-34259000.0,171397000.0,171397000.0,171397000.0,614007000.0,1728146000.0,2342153000.0,2342153000.0,2023-06-30
0.0,0.197,550416000.0,433157000.0,4180000.0,1902174000.0,550416000.0,546236000.0,-6896000.0,6896000.0,433157000.0,433157000.0,2029025000.0,507434000.0,3458000.0,3259000.0,125.26,132.92,433157000.0,433157000.0,433157000.0,433157000.0,433157000.0,106183000.0,539340000.0,1169000.0,1169000.0,-6896000.0,6896000.0,545067000.0,126851000.0,-39914000.0,166765000.0,166765000.0,166765000.0,671918000.0,1902174000.0,2574092000.0,2574092000.0,2023-09-30
0.0,0.15282,495169000.0,410075000.0,4331000.0,1812968000.0,495169000.0,490838000.0,-6791000.0,6791000.0,410075000.0,410075000.0,1947700000.0,460931000.0,3373000.0,3192000.0,121.56,128.46,410075000.0,410075000.0,410075000.0,410075000.0,410075000.0,73972000.0,484047000.0,1189000.0,1189000.0,-6791000.0,6791000.0,489649000.0,134732000.0,-40891000.0,175623000.0,175623000.0,175623000.0,624381000.0,1812968000.0,2437349000.0,2437349000.0,2023-12-31
