ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
490468000.0,490468000.0,260957000.0,2096795000.0,2115339000.0,1816294000.0,2096795000.0,260957000.0,2115339000.0,2115339000.0,2115339000.0,2115339000.0,665514000.0,1449825000.0,0.0,0.0,0.0,2265340000.0,236017000.0,27490000.0,208527000.0,208527000.0,2029323000.0,52430000.0,52430000.0,1976893000.0,105474000.0,1871419000.0,1871419000.0,4380679000.0,535062000.0,28335000.0,94028000.0,94028000.0,18544000.0,18544000.0,394155000.0,-105894000.0,500049000.0,121700000.0,10904000.0,220396000.0,147049000.0,0.0,3845617000.0,51836000.0,2347195000.0,2347195000.0,-10477000.0,2357672000.0,1446586000.0,416080000.0,1030506000.0,690789000.0,339717000.0,2022-12-31
488194000.0,488194000.0,253782000.0,1940807000.0,1940807000.0,1645511000.0,1940807000.0,253782000.0,1940807000.0,1940807000.0,1940807000.0,1940807000.0,381977000.0,1558830000.0,0.0,0.0,0.0,2058831000.0,228477000.0,27749000.0,200728000.0,200728000.0,1830354000.0,53054000.0,53054000.0,1777300000.0,100146000.0,1677154000.0,1677154000.0,3999638000.0,523773000.0,47249000.0,94028000.0,94028000.0,,,382496000.0,,382496000.0,,,382496000.0,,,3475865000.0,59101000.0,2086332000.0,2086332000.0,-10792000.0,2097124000.0,1330432000.0,437730000.0,892702000.0,633056000.0,259646000.0,2023-03-31
490049000.0,490049000.0,252868000.0,2071410000.0,2071410000.0,1780779000.0,2071410000.0,252868000.0,2071410000.0,2071410000.0,2071410000.0,2071410000.0,370912000.0,1700498000.0,0.0,0.0,0.0,2275558000.0,224574000.0,26499000.0,198075000.0,198075000.0,2050984000.0,54793000.0,54793000.0,1996191000.0,103285000.0,1892906000.0,1892906000.0,4346968000.0,515205000.0,49284000.0,94028000.0,94028000.0,,,371893000.0,,371893000.0,,,371893000.0,,,3831763000.0,54749000.0,2346070000.0,2346070000.0,-10648000.0,2356718000.0,1430944000.0,465113000.0,965831000.0,772724000.0,193107000.0,2023-06-30
490244000.0,490244000.0,248097000.0,2155526000.0,2155526000.0,1866651000.0,2155526000.0,248097000.0,2155526000.0,2155526000.0,2155526000.0,2155526000.0,320419000.0,1835107000.0,0.0,0.0,0.0,2364906000.0,217751000.0,27544000.0,190207000.0,190207000.0,2147155000.0,57890000.0,57890000.0,2089265000.0,121616000.0,1967649000.0,1967649000.0,4520432000.0,506626000.0,51152000.0,94028000.0,94028000.0,,,361446000.0,,361446000.0,,,361446000.0,,,4013806000.0,57878000.0,2434047000.0,2434047000.0,-11722000.0,2445769000.0,1521881000.0,450117000.0,1071764000.0,806868000.0,264896000.0,2023-09-30
488916000.0,488916000.0,235893000.0,2164219000.0,2164219000.0,1803116000.0,2164219000.0,235893000.0,2164219000.0,2164219000.0,2164219000.0,2164219000.0,196954000.0,1967265000.0,0.0,0.0,0.0,2724468000.0,213630000.0,33261000.0,180369000.0,180369000.0,2510838000.0,55524000.0,55524000.0,2455314000.0,137996000.0,2317318000.0,2317318000.0,4888687000.0,574733000.0,60730000.0,154849000.0,154849000.0,,,359154000.0,-158537000.0,517691000.0,129992000.0,8487000.0,197732000.0,181480000.0,0.0,4313954000.0,63353000.0,2870313000.0,2870313000.0,12826000.0,2857487000.0,1380288000.0,485159000.0,895129000.0,605617000.0,289512000.0,2023-12-31
