tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2576280.0,0.105,235681000.0,-24536000.0,-24536000.0,129667000.0,61071000.0,711091000.0,211145000.0,150074000.0,-4963000.0,4963000.0,151626720.0,129667000.0,1011110000.0,150074000.0,119626000.0,118778000.0,1.07,1.07,127662000.0,9000.0,127653000.0,2014000.0,129667000.0,-205000.0,129872000.0,129872000.0,15239000.0,145111000.0,-24536000.0,-24536000.0,0.0,24536000.0,-4963000.0,,4963000.0,174610000.0,254261000.0,15313000.0,15313000.0,15313000.0,15313000.0,95726000.0,143222000.0,428871000.0,756849000.0,1185720000.0,699826000.0,2022-12-31
0.0,0.162,224292000.0,0.0,0.0,149603000.0,42015000.0,766410000.0,224292000.0,182277000.0,-2938000.0,2938000.0,149603000.0,149603000.0,1041027000.0,182277000.0,119286000.0,118443000.0,1.23,1.24,147041000.0,12000.0,147029000.0,2574000.0,149603000.0,-706000.0,150309000.0,150309000.0,29030000.0,179339000.0,,0.0,0.0,0.0,-2938000.0,,2938000.0,182277000.0,245542000.0,12940000.0,12940000.0,12940000.0,12940000.0,89274000.0,143328000.0,427819000.0,795485000.0,1223304000.0,1223304000.0,2023-03-31
0.0,0.102,228040000.0,0.0,0.0,159428000.0,45326000.0,771983000.0,228040000.0,182714000.0,-4421000.0,,159428000.0,159428000.0,1053248000.0,182714000.0,119520000.0,119520000.0,1.32,1.33,156640000.0,13000.0,156627000.0,2801000.0,159428000.0,-687000.0,160115000.0,160115000.0,18178000.0,178293000.0,,0.0,0.0,0.0,-4421000.0,4421000.0,,182714000.0,249241000.0,13302000.0,13302000.0,13302000.0,13302000.0,92162000.0,143777000.0,431955000.0,804007000.0,1235962000.0,719836000.0,2023-06-30
-13533189.719948,0.231645,225564000.0,-58422000.0,-58422000.0,102011000.0,47289000.0,771912000.0,167142000.0,119853000.0,10477000.0,,146899810.280052,102011000.0,1057274000.0,138925000.0,118884000.0,118076000.0,0.86,0.86,100201000.0,7000.0,100194000.0,1817000.0,102011000.0,-655000.0,102666000.0,102666000.0,30952000.0,133618000.0,-62149000.0,-46365000.0,0.0,46365000.0,10477000.0,,,185290000.0,253674000.0,15601000.0,15601000.0,15601000.0,15601000.0,97693000.0,140380000.0,438964000.0,803600000.0,1242564000.0,718055000.0,2023-09-30
0.0,0.148,230195000.0,0.0,0.0,147965000.0,45861000.0,783293000.0,230195000.0,184334000.0,-9778000.0,9778000.0,147965000.0,147965000.0,1060865000.0,184334000.0,115421000.0,114726000.0,1.26,1.27,145297000.0,11000.0,145286000.0,2679000.0,147965000.0,-757000.0,148722000.0,148722000.0,25834000.0,174556000.0,,0.0,,0.0,-9778000.0,,9778000.0,184334000.0,248121000.0,16410000.0,16410000.0,16410000.0,16410000.0,89207000.0,142504000.0,432455000.0,812744000.0,1245199000.0,722459000.0,2023-12-31
