treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,pensionand_other_post_retirement_benefit_plans_current
164741000.0,120588000.0,285329000.0,153083000.0,807474000.0,737132000.0,4192473000.0,755536000.0,737132000.0,162212000.0,3547211000.0,4192473000.0,3589925000.0,42714000.0,3547211000.0,-59136000.0,-59136000.0,6831810000.0,6293618000.0,4139980000.0,4559000.0,4559000.0,0.0,2868929000.0,1540079000.0,476278000.0,296051000.0,296051000.0,767750000.0,122488000.0,645262000.0,1328850000.0,223956000.0,255642000.0,255642000.0,39724000.0,39724000.0,62373000.0,747155000.0,433978000.0,313177000.0,47635000.0,37026000.0,228516000.0,6458854000.0,4374468000.0,606849000.0,2810079000.0,147254000.0,2662825000.0,957540000.0,,957540000.0,,957540000.0,,,,2084386000.0,213630000.0,1136200000.0,181895000.0,954305000.0,-24297000.0,978602000.0,734556000.0,242377000.0,492179000.0,2022-12-31,
165888000.0,120244000.0,286132000.0,22000000.0,803893000.0,787846000.0,4231545000.0,780039000.0,787846000.0,158489000.0,3586141000.0,4231545000.0,3629561000.0,43420000.0,3586141000.0,-53734000.0,-53734000.0,6937426000.0,6390912000.0,4181820000.0,4569000.0,4569000.0,0.0,2834609000.0,1509712000.0,483856000.0,260282000.0,260282000.0,765574000.0,120170000.0,645404000.0,1324897000.0,225318000.0,351671000.0,351671000.0,38319000.0,38319000.0,62300000.0,647289000.0,321893000.0,325396000.0,52309000.0,60723000.0,212364000.0,6464170000.0,4359234000.0,606329000.0,2798295000.0,135470000.0,2662825000.0,954610000.0,,954610000.0,,954610000.0,,,,2104936000.0,251883000.0,991486000.0,166866000.0,824620000.0,-21229000.0,845849000.0,861567000.0,238163000.0,623404000.0,2023-03-31,
167280000.0,119026000.0,286306000.0,127892000.0,797027000.0,711038000.0,4253927000.0,694489000.0,711038000.0,151478000.0,3608378000.0,4253927000.0,3652276000.0,43898000.0,3608378000.0,-45512000.0,-45512000.0,7066288000.0,6498559000.0,4217048000.0,4571000.0,4571000.0,0.0,2887066000.0,1485720000.0,478354000.0,249948000.0,249948000.0,757418000.0,111869000.0,645549000.0,1401346000.0,240135000.0,307708000.0,307708000.0,39609000.0,39609000.0,60405000.0,753489000.0,375046000.0,378443000.0,51781000.0,33598000.0,293064000.0,6539342000.0,4443507000.0,613324000.0,2897340000.0,175370000.0,2721970000.0,932843000.0,,932843000.0,,932843000.0,,,,2095835000.0,270197000.0,1076123000.0,195028000.0,881095000.0,-15867000.0,896962000.0,749515000.0,231858000.0,517657000.0,2023-06-30,
168981982.0,117347819.0,286329801.0,125616000.0,807310000.0,593179000.0,4169455000.0,558255000.0,593179000.0,161614000.0,3523759000.0,4169455000.0,3566932000.0,43173000.0,3523759000.0,-53272000.0,-53272000.0,7221313000.0,6549517000.0,4244256000.0,4571000.0,4571000.0,0.0,2858721000.0,1505346000.0,485387000.0,252609000.0,252609000.0,767350000.0,121654000.0,645696000.0,1353375000.0,241575000.0,170634000.0,170634000.0,39960000.0,39960000.0,55569000.0,845637000.0,453770000.0,391867000.0,51053000.0,47470000.0,293344000.0,6425653000.0,4514023000.0,631582000.0,2930580000.0,181539000.0,2749041000.0,951861000.0,-1182495000.0,2134356000.0,204054000.0,160938000.0,1358720000.0,410644000.0,0.0,1911630000.0,224622000.0,944477000.0,211498000.0,732979000.0,-19801000.0,752780000.0,742531000.0,222451000.0,520080000.0,2023-09-30,
170877000.0,116502000.0,287379000.0,262959000.0,804360000.0,519153000.0,4205589000.0,410403000.0,519153000.0,158516000.0,3559745000.0,4205589000.0,3602353000.0,42608000.0,3559745000.0,-6452000.0,-6452000.0,7379838000.0,6646799000.0,4294652000.0,4584000.0,4584000.0,0.0,2869313000.0,1433580000.0,472004000.0,198577000.0,198577000.0,762999000.0,117155000.0,645844000.0,1435733000.0,206774000.0,149826000.0,149826000.0,41361000.0,41361000.0,52686000.0,769049000.0,361315000.0,407734000.0,50683000.0,78424000.0,278627000.0,6471666000.0,4625530000.0,645128000.0,3040592000.0,204562000.0,2836030000.0,939810000.0,,939810000.0,,939810000.0,,,,1846136000.0,215914000.0,1029294000.0,281873000.0,747421000.0,-21752000.0,769173000.0,600928000.0,218043000.0,382885000.0,2023-12-31,216037000.0
