tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-39480000.0,0.21,924000000.0,-188000000.0,-188000000.0,-148000000.0,295000000.0,1301000000.0,736000000.0,441000000.0,-585000000.0,597000000.0,,520000.0,-148000000.0,2197000000.0,488000000.0,215000000.0,215000000.0,-0.7,-0.7,-148000000.0,-148000000.0,-148000000.0,14000000.0,-162000000.0,0.0,-162000000.0,6000000.0,-156000000.0,-195000000.0,-7000000.0,-188000000.0,52000000.0,28000000.0,-585000000.0,597000000.0,,624000000.0,896000000.0,78000000.0,295000000.0,295000000.0,523000000.0,523000000.0,523000000.0,1520000000.0,1301000000.0,2821000000.0,2486000000.0,2022-12-31
-56445000.0,0.265,926000000.0,-213000000.0,-213000000.0,-136000000.0,300000000.0,1323000000.0,713000000.0,413000000.0,-594000000.0,598000000.0,4000000.0,20555000.0,-136000000.0,2211000000.0,603000000.0,215000000.0,215000000.0,-0.63,-0.63,-136000000.0,-136000000.0,-136000000.0,0.0,-136000000.0,0.0,-136000000.0,-49000000.0,-185000000.0,-210000000.0,3000000.0,-213000000.0,197000000.0,16000000.0,-594000000.0,598000000.0,4000000.0,619000000.0,888000000.0,79000000.0,300000000.0,300000000.0,509000000.0,509000000.0,509000000.0,1507000000.0,1323000000.0,2830000000.0,2515000000.0,2023-03-31
-6930000.0,0.21,971000000.0,-33000000.0,-33000000.0,920000000.0,323000000.0,1329000000.0,938000000.0,615000000.0,-586000000.0,589000000.0,3000000.0,946070000.0,920000000.0,2237000000.0,609000000.0,216000000.0,215000000.0,4.26,4.27,920000000.0,920000000.0,920000000.0,-8000000.0,928000000.0,0.0,928000000.0,-902000000.0,26000000.0,-30000000.0,3000000.0,-33000000.0,,33000000.0,-586000000.0,589000000.0,3000000.0,642000000.0,908000000.0,86000000.0,323000000.0,323000000.0,499000000.0,499000000.0,499000000.0,1550000000.0,1329000000.0,2879000000.0,2544000000.0,2023-06-30
3380000.0,0.338,1033000000.0,10000000.0,10000000.0,74000000.0,320000000.0,1361000000.0,1043000000.0,723000000.0,-581000000.0,584000000.0,3000000.0,67380000.0,74000000.0,2283000000.0,724000000.0,216000000.0,215000000.0,0.34,0.34,74000000.0,74000000.0,74000000.0,-18000000.0,92000000.0,0.0,92000000.0,47000000.0,139000000.0,9000000.0,-1000000.0,10000000.0,3000000.0,-13000000.0,-581000000.0,584000000.0,3000000.0,711000000.0,922000000.0,74000000.0,320000000.0,320000000.0,528000000.0,528000000.0,528000000.0,1633000000.0,1361000000.0,2994000000.0,2616000000.0,2023-09-30
-9660000.0,0.21,907000000.0,-46000000.0,-46000000.0,-72000000.0,318000000.0,1382000000.0,861000000.0,543000000.0,-581000000.0,583000000.0,2000000.0,-35660000.0,-72000000.0,2243000000.0,536000000.0,,,,,-72000000.0,-72000000.0,-72000000.0,-16000000.0,-56000000.0,0.0,-56000000.0,16000000.0,-40000000.0,-41000000.0,5000000.0,-46000000.0,0.0,-49000000.0,-581000000.0,583000000.0,2000000.0,582000000.0,861000000.0,67000000.0,318000000.0,318000000.0,476000000.0,476000000.0,476000000.0,1443000000.0,1382000000.0,2825000000.0,2510000000.0,2023-12-31
