treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
363016.0,214671754.0,215034770.0,11729000000.0,25427000000.0,-12005000000.0,16480000000.0,-566000000.0,-12005000000.0,12660000000.0,3713000000.0,16372000000.0,3751000000.0,38000000.0,3713000000.0,92000000.0,,23000000.0,-3309000000.0,6953000000.0,0.0,0.0,0.0,29776000000.0,27108000000.0,852000000.0,987000000.0,987000000.0,25269000000.0,12610000000.0,12659000000.0,2668000000.0,158000000.0,50000000.0,108000000.0,108000000.0,203000000.0,2307000000.0,1798000000.0,318000000.0,509000000.0,195000000.0,314000000.0,33527000000.0,31425000000.0,376000000.0,,,94000000.0,94000000.0,15718000000.0,4714000000.0,11004000000.0,15237000000.0,-2993000000.0,18230000000.0,351000000.0,639000000.0,2054000000.0,13094000000.0,2092000000.0,0.0,2102000000.0,263000000.0,0.0,131000000.0,,59000000.0,611000000.0,611000000.0,-118000000.0,729000000.0,1038000000.0,1038000000.0,2022-12-31
,215000000.0,215000000.0,12007000000.0,12972000000.0,-12085000000.0,16569000000.0,-366000000.0,-12085000000.0,,3597000000.0,16501000000.0,3635000000.0,38000000.0,3597000000.0,98000000.0,,23000000.0,-3445000000.0,6967000000.0,0.0,0.0,,29714000000.0,27337000000.0,13502000000.0,931000000.0,931000000.0,12904000000.0,,12904000000.0,2377000000.0,68000000.0,,68000000.0,,,2309000000.0,2024000000.0,252000000.0,285000000.0,,285000000.0,33349000000.0,31338000000.0,957000000.0,,,91000000.0,91000000.0,15682000000.0,4678000000.0,11004000000.0,14608000000.0,-3252000000.0,17860000000.0,461000000.0,,2145000000.0,13162000000.0,2092000000.0,0.0,2011000000.0,,,155000000.0,291000000.0,57000000.0,543000000.0,543000000.0,,,965000000.0,965000000.0,2023-03-31
,215000000.0,215000000.0,11426000000.0,12548000000.0,-11120000000.0,17093000000.0,-590000000.0,-11120000000.0,,4545000000.0,17025000000.0,4667000000.0,122000000.0,4545000000.0,98000000.0,98000000.0,23000000.0,-2525000000.0,6995000000.0,0.0,0.0,0.0,28811000000.0,26094000000.0,13546000000.0,68000000.0,68000000.0,12480000000.0,,12480000000.0,2717000000.0,68000000.0,,68000000.0,,,2649000000.0,2350000000.0,369000000.0,299000000.0,,299000000.0,33478000000.0,31351000000.0,916000000.0,46000000.0,46000000.0,91000000.0,91000000.0,15665000000.0,4661000000.0,11004000000.0,14633000000.0,-3534000000.0,18167000000.0,474000000.0,,2241000000.0,13364000000.0,2088000000.0,0.0,2127000000.0,300000000.0,,126000000.0,,53000000.0,526000000.0,526000000.0,,,1122000000.0,1122000000.0,2023-06-30
,216000000.0,216000000.0,11454000000.0,12295000000.0,-11040000000.0,16899000000.0,-701000000.0,-11040000000.0,,4604000000.0,16834000000.0,4742000000.0,138000000.0,4604000000.0,97000000.0,,23000000.0,-2451000000.0,6981000000.0,0.0,0.0,0.0,28487000000.0,25926000000.0,13597000000.0,99000000.0,99000000.0,12230000000.0,,12230000000.0,2561000000.0,65000000.0,,65000000.0,,,2496000000.0,2125000000.0,246000000.0,371000000.0,,371000000.0,33229000000.0,31369000000.0,884000000.0,50000000.0,50000000.0,91000000.0,91000000.0,15644000000.0,4640000000.0,11004000000.0,14700000000.0,-3787000000.0,18487000000.0,682000000.0,,2352000000.0,13365000000.0,2088000000.0,0.0,1860000000.0,289000000.0,,130000000.0,,45000000.0,555000000.0,555000000.0,,,841000000.0,841000000.0,2023-09-30
363016.0,215800650.0,216163666.0,11284000000.0,25071000000.0,-10961000000.0,16841000000.0,-645000000.0,-10961000000.0,12782000000.0,4552000000.0,16776000000.0,4720000000.0,168000000.0,4552000000.0,97000000.0,97000000.0,23000000.0,-2523000000.0,7001000000.0,0.0,0.0,0.0,28646000000.0,25956000000.0,871000000.0,102000000.0,102000000.0,24983000000.0,12759000000.0,12224000000.0,2690000000.0,88000000.0,23000000.0,65000000.0,65000000.0,200000000.0,2402000000.0,1792000000.0,369000000.0,610000000.0,202000000.0,408000000.0,33366000000.0,31321000000.0,848000000.0,47000000.0,47000000.0,157000000.0,157000000.0,15513000000.0,4523000000.0,10990000000.0,14756000000.0,-4046000000.0,18802000000.0,762000000.0,,2409000000.0,13543000000.0,2088000000.0,0.0,2045000000.0,264000000.0,,122000000.0,,46000000.0,608000000.0,608000000.0,-93000000.0,701000000.0,1005000000.0,1005000000.0,2023-12-31
