tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,gain_on_sale_of_security,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.237075,1033000000.0,137000000.0,3067000000.0,789000000.0,3856000000.0,1033000000.0,1033000000.0,273000000.0,272000000.0,3.77,3.77,1027000000.0,1027000000.0,6000000.0,0.0,1033000000.0,1033000000.0,1033000000.0,321000000.0,1354000000.0,-6000000.0,886000000.0,313000000.0,573000000.0,573000000.0,3732000000.0,3732000000.0,2022-12-31
0.0,0.23,976000000.0,129000000.0,3132000000.0,945000000.0,4077000000.0,976000000.0,976000000.0,262000000.0,262000000.0,3.58,3.58,939000000.0,939000000.0,6000000.0,31000000.0,976000000.0,976000000.0,976000000.0,292000000.0,1268000000.0,-18000000.0,866000000.0,241000000.0,625000000.0,625000000.0,3753000000.0,3753000000.0,2023-03-31
0.0,0.23,901000000.0,119000000.0,3177000000.0,1113000000.0,4290000000.0,901000000.0,901000000.0,253000000.0,253000000.0,3.54,3.54,895000000.0,895000000.0,6000000.0,,901000000.0,901000000.0,901000000.0,268000000.0,1169000000.0,1000000.0,856000000.0,268000000.0,588000000.0,588000000.0,3878000000.0,3878000000.0,2023-06-30
0.0,0.231,683000000.0,106000000.0,3322000000.0,1288000000.0,4610000000.0,683000000.0,683000000.0,250000000.0,250000000.0,2.59,2.59,647000000.0,647000000.0,5000000.0,31000000.0,683000000.0,683000000.0,683000000.0,205000000.0,888000000.0,6000000.0,858000000.0,283000000.0,575000000.0,575000000.0,4044000000.0,4044000000.0,2023-09-30
0.0,0.242188,388000000.0,104000000.0,3468000000.0,1400000000.0,4868000000.0,388000000.0,388000000.0,250000000.0,250000000.0,1.54,1.54,386000000.0,386000000.0,2000000.0,0.0,388000000.0,388000000.0,388000000.0,124000000.0,512000000.0,2000000.0,1018000000.0,372000000.0,646000000.0,646000000.0,4196000000.0,4196000000.0,2023-12-31
