free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
90982000.0,-199918000.0,,-270366000.0,186312000.0,216727000.0,-30415000.0,-233126000.0,-233126000.0,-164000.0,-33044000.0,-33044000.0,-199918000.0,-199918000.0,,,,-158637000.0,-158637000.0,109677000.0,109677000.0,0.0,-268314000.0,2052000.0,-270366000.0,361348000.0,361348000.0,-82879000.0,-8114000.0,41303000.0,41303000.0,72057000.0,72057000.0,-841000.0,-841000.0,323929000.0,2022-12-31
180631000.0,-141666000.0,,-234736000.0,207624000.0,186312000.0,21312000.0,-194180000.0,-194180000.0,-8462000.0,-44052000.0,-44052000.0,-141666000.0,-141666000.0,,,,-199875000.0,-199875000.0,24578000.0,24578000.0,0.0,-224453000.0,10283000.0,-234736000.0,415367000.0,415367000.0,50333000.0,8390000.0,,,75951000.0,75951000.0,-4345000.0,-4345000.0,285038000.0,2023-03-31
43180000.0,-160529000.0,,-244660000.0,55141000.0,207624000.0,-152483000.0,-227264000.0,-227264000.0,-2960000.0,-43775000.0,-43775000.0,-160529000.0,-160529000.0,,,,-213059000.0,-213059000.0,24274000.0,24274000.0,0.0,-237333000.0,7327000.0,-244660000.0,287840000.0,287840000.0,-88704000.0,6481000.0,,,79787000.0,79787000.0,-2086000.0,-2086000.0,292362000.0,2023-06-30
257268000.0,-65900000.0,0.0,-171967000.0,206601000.0,55141000.0,151460000.0,-110424000.0,-110424000.0,-859000.0,-43665000.0,-43665000.0,-65900000.0,-65900000.0,0.0,0.0,0.0,-167351000.0,-167351000.0,0.0,0.0,0.0,-167351000.0,4616000.0,-171967000.0,429235000.0,429235000.0,-38030000.0,7530000.0,,,84059000.0,84059000.0,-1015000.0,-1015000.0,339287000.0,2023-09-30
330747000.0,-85518000.0,0.0,-105946000.0,433799000.0,206601000.0,227198000.0,-129960000.0,-129960000.0,-845000.0,-43597000.0,-43597000.0,-85518000.0,-85518000.0,0.0,0.0,0.0,-79535000.0,-79535000.0,0.0,0.0,0.0,-79535000.0,26411000.0,-105946000.0,436693000.0,436693000.0,21054000.0,-3736000.0,15937000.0,15937000.0,84652000.0,84652000.0,-15109000.0,-15109000.0,322815000.0,2023-12-31
