tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,other_gand_a,insurance_and_claims,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
,,,,,,,,,,,,,,,112295000.0,111569000.0,3.36,3.38,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-31
0.0,0.250168,504339000.0,323929000.0,72057000.0,964008000.0,504339000.0,432282000.0,2671000.0,280000.0,2951000.0,323929000.0,323929000.0,1061430000.0,430229000.0,111092000.0,110350000.0,2.92,2.94,323929000.0,323929000.0,323929000.0,323929000.0,323929000.0,108073000.0,432002000.0,-898000.0,-898000.0,2671000.0,280000.0,2951000.0,430229000.0,97422000.0,4285000.0,35458000.0,57679000.0,57679000.0,49940000.0,7739000.0,527651000.0,964008000.0,1491659000.0,1491659000.0,2022-12-31
0.0,0.258,460300000.0,285038000.0,75951000.0,951021000.0,460300000.0,384349000.0,2611000.0,200000.0,2811000.0,285038000.0,285038000.0,1059087000.0,383049000.0,110679000.0,109956000.0,2.58,2.59,285038000.0,285038000.0,285038000.0,285038000.0,285038000.0,99111000.0,384149000.0,-1511000.0,-1511000.0,2611000.0,200000.0,2811000.0,383049000.0,108066000.0,4775000.0,36701000.0,66590000.0,66590000.0,50562000.0,16028000.0,491115000.0,951021000.0,1442136000.0,1442136000.0,2023-03-31
0.0,0.254,471802000.0,292362000.0,79787000.0,916594000.0,471802000.0,392015000.0,2279000.0,89000.0,2368000.0,292362000.0,292362000.0,1021595000.0,391594000.0,110199000.0,109521000.0,2.65,2.67,292362000.0,292362000.0,292362000.0,292362000.0,292362000.0,99564000.0,391926000.0,-1947000.0,-1947000.0,2279000.0,89000.0,2368000.0,391594000.0,105001000.0,2609000.0,36890000.0,65502000.0,65502000.0,50121000.0,15381000.0,496595000.0,916594000.0,1413189000.0,1413189000.0,2023-06-30
0.0,0.24,530525000.0,339287000.0,84059000.0,959353000.0,530525000.0,446466000.0,2218000.0,90000.0,2308000.0,339287000.0,339287000.0,1070258000.0,445019000.0,109835000.0,109193000.0,3.09,3.11,339287000.0,339287000.0,339287000.0,339287000.0,339287000.0,107089000.0,446376000.0,-861000.0,-861000.0,2218000.0,90000.0,2308000.0,445019000.0,110905000.0,5905000.0,36527000.0,68473000.0,68473000.0,52469000.0,16004000.0,555924000.0,959353000.0,1515277000.0,1515277000.0,2023-09-30
0.0,0.241016,510062000.0,322815000.0,84652000.0,966985000.0,510062000.0,425410000.0,5227000.0,85000.0,5312000.0,322815000.0,322815000.0,1074539000.0,421011000.0,109662000.0,109027000.0,2.94,2.96,322815000.0,322815000.0,322815000.0,322815000.0,322815000.0,102510000.0,425325000.0,-913000.0,-913000.0,5227000.0,85000.0,5312000.0,421011000.0,107554000.0,-8458000.0,35524000.0,80488000.0,80488000.0,52533000.0,27955000.0,528565000.0,966985000.0,1495550000.0,1495550000.0,2023-12-31
