ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,land_and_improvements,current_assets,other_current_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
110222819.0,110222819.0,,99963000.0,3652917000.0,3752880000.0,403947000.0,3652917000.0,3652917000.0,3732880000.0,3652917000.0,3652917000.0,3397305000.0,244590000.0,11022000.0,11022000.0,1185693000.0,655900000.0,265422000.0,310515000.0,310515000.0,79963000.0,79963000.0,529793000.0,20000000.0,20000000.0,20000000.0,288278000.0,221515000.0,115240000.0,106275000.0,,,106275000.0,4838610000.0,3904870000.0,217802000.0,3687068000.0,-2128985000.0,5816053000.0,13516000.0,3052437000.0,2750100000.0,933740000.0,92944000.0,605129000.0,13743000.0,12738000.0,578648000.0,-10689000.0,589337000.0,235667000.0,49355000.0,186312000.0,2022-12-31
109830927.0,109830927.0,,99967000.0,3746499000.0,3846466000.0,327430000.0,3746499000.0,3746499000.0,3826466000.0,3746499000.0,3746499000.0,3495492000.0,240024000.0,10983000.0,10983000.0,1210589000.0,641069000.0,250587000.0,310515000.0,310515000.0,79967000.0,79967000.0,569520000.0,20000000.0,20000000.0,20000000.0,220539000.0,328981000.0,126340000.0,202641000.0,82868000.0,82868000.0,119773000.0,4957088000.0,4060138000.0,218674000.0,3841464000.0,-2168472000.0,6009936000.0,13598000.0,3162133000.0,2834205000.0,896950000.0,84640000.0,579879000.0,15389000.0,0.0,564490000.0,-11069000.0,575559000.0,232431000.0,24807000.0,207624000.0,2023-03-31
109337474.0,109337474.0,24829000.0,79970000.0,3832035000.0,3912005000.0,227591000.0,3832035000.0,3832035000.0,3892005000.0,3832035000.0,3832035000.0,3582062000.0,239039000.0,10934000.0,10934000.0,1146897000.0,643879000.0,273394000.0,310515000.0,310515000.0,59970000.0,59970000.0,503018000.0,20000000.0,20000000.0,20000000.0,249922000.0,233096000.0,136435000.0,96661000.0,,,96661000.0,4978932000.0,4248323000.0,247224000.0,4001099000.0,-2146066000.0,6147165000.0,14427000.0,3234263000.0,2898475000.0,730609000.0,106722000.0,568746000.0,15620000.0,9359000.0,543767000.0,-10016000.0,553783000.0,55141000.0,0.0,55141000.0,2023-06-30
109178942.0,109178942.0,,79974000.0,4063123000.0,4143097000.0,401866000.0,4063123000.0,4063123000.0,4123097000.0,4063123000.0,4063123000.0,3811183000.0,241022000.0,10918000.0,10918000.0,1235751000.0,683401000.0,276184000.0,347243000.0,347243000.0,59974000.0,59974000.0,552350000.0,20000000.0,20000000.0,20000000.0,278064000.0,254286000.0,138574000.0,115712000.0,,,115712000.0,5298874000.0,4344658000.0,259248000.0,4085410000.0,-2159944000.0,6245354000.0,14497000.0,3274046000.0,2956811000.0,954216000.0,83888000.0,663727000.0,14846000.0,16007000.0,632874000.0,-11432000.0,644306000.0,206601000.0,0.0,206601000.0,2023-09-30
108965466.0,108965466.0,,79977000.0,4257811000.0,4337788000.0,598675000.0,4257811000.0,4257811000.0,4317788000.0,4257811000.0,4257811000.0,4003956000.0,242958000.0,10897000.0,10897000.0,1254582000.0,709924000.0,286815000.0,363132000.0,363132000.0,59977000.0,59977000.0,544658000.0,20000000.0,20000000.0,20000000.0,278953000.0,245705000.0,132931000.0,112774000.0,,,112774000.0,5512393000.0,4369060000.0,273655000.0,4095405000.0,-2154412000.0,6249817000.0,14436000.0,3213934000.0,3021447000.0,1143333000.0,94211000.0,615323000.0,17884000.0,18554000.0,578885000.0,-10405000.0,589290000.0,433799000.0,0.0,433799000.0,2023-12-31
