tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
280815.594118,0.227013,557723000.0,1237000.0,1237000.0,194352000.0,242830000.0,1137973000.0,558960000.0,316130000.0,-61390000.0,64766000.0,3376000.0,193395815.594118,194352000.0,1558565000.0,311973000.0,257974749.0,257219843.0,0.75,0.76,194352000.0,194352000.0,194352000.0,51000.0,194301000.0,194301000.0,57063000.0,251364000.0,2018000.0,781000.0,1237000.0,-1237000.0,-61390000.0,64766000.0,3376000.0,310736000.0,420592000.0,242830000.0,242830000.0,41719000.0,41719000.0,201111000.0,177762000.0,731328000.0,1137973000.0,1869301000.0,1869301000.0,2022-12-31
-402840.0,0.216,565784000.0,-1865000.0,-1865000.0,197813000.0,243341000.0,1146941000.0,563919000.0,320578000.0,-65638000.0,68353000.0,2715000.0,199275160.0,197813000.0,1583949000.0,314689000.0,257988971.0,257372942.0,0.77,0.77,197813000.0,197813000.0,197813000.0,-23000.0,197836000.0,197836000.0,54389000.0,252225000.0,1309000.0,3174000.0,-1865000.0,1865000.0,-65638000.0,68353000.0,2715000.0,316554000.0,437008000.0,243341000.0,243341000.0,39282000.0,39282000.0,204059000.0,193667000.0,753562000.0,1146941000.0,1900503000.0,1900503000.0,2023-03-31
-2682173.0,0.247,608499000.0,-10859000.0,-10859000.0,209208000.0,252374000.0,1197349000.0,597640000.0,345266000.0,-66207000.0,67545000.0,1338000.0,217384827.0,209208000.0,1666108000.0,344128000.0,258110491.0,257596993.0,0.81,0.81,209208000.0,209208000.0,209208000.0,38000.0,209170000.0,209170000.0,68551000.0,277721000.0,-11059000.0,-200000.0,-10859000.0,10859000.0,-66207000.0,67545000.0,1338000.0,354987000.0,468759000.0,252374000.0,252374000.0,39052000.0,39052000.0,213322000.0,216385000.0,823746000.0,1197349000.0,2021095000.0,2021095000.0,2023-06-30
-12199032.0,0.216,672031000.0,-56477000.0,-56477000.0,229026000.0,254372000.0,1204602000.0,615554000.0,361182000.0,-66183000.0,69016000.0,2833000.0,273303968.0,229026000.0,1655290000.0,352977000.0,258229404.0,257633703.0,0.89,0.89,229026000.0,229026000.0,229026000.0,-165000.0,229191000.0,229191000.0,62975000.0,292166000.0,-51105000.0,5372000.0,-56477000.0,56477000.0,-66183000.0,69016000.0,2833000.0,409454000.0,450687000.0,254371000.0,254371000.0,39405000.0,39405000.0,214966000.0,196316000.0,860141000.0,1204603000.0,2064744000.0,2064744000.0,2023-09-30
-36527410.170458,0.21538,653836000.0,-169595000.0,-169595000.0,126753000.0,253124000.0,1195620000.0,484241000.0,231117000.0,-67264000.0,69728000.0,2464000.0,259820589.829542,126753000.0,1641496000.0,224518000.0,258303370.0,257636137.0,0.49,0.49,126753000.0,126753000.0,126753000.0,124000.0,126629000.0,126629000.0,34760000.0,161389000.0,-165460000.0,4135000.0,-169595000.0,169595000.0,-67264000.0,69728000.0,2464000.0,394113000.0,445876000.0,253124000.0,253124000.0,39833000.0,39833000.0,213291000.0,192752000.0,839989000.0,1195620000.0,2035609000.0,2035609000.0,2023-12-31
-76464.0,0.216,630363000.0,-354000.0,-354000.0,230054000.0,262981000.0,1221783000.0,630009000.0,367028000.0,-76437000.0,78488000.0,2051000.0,230331536.0,230054000.0,1705499000.0,366800000.0,258482473.0,257801116.0,0.89,0.89,230054000.0,230054000.0,230054000.0,927000.0,229127000.0,229127000.0,59413000.0,288540000.0,-2177000.0,-1823000.0,-354000.0,354000.0,-76437000.0,78488000.0,2051000.0,367154000.0,483716000.0,262981000.0,262981000.0,40290000.0,40290000.0,222691000.0,220735000.0,850870000.0,1221783000.0,2072653000.0,2072653000.0,2024-03-31
