tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-7337000.0,-22204000.0,4320000.0,34828000.0,-7337000.0,-11657000.0,7599000.0,,-22204000.0,-22204000.0,199220000.0,-30069000.0,40923682.0,40923682.0,-0.54,-0.54,-22204000.0,-22204000.0,-22204000.0,-22204000.0,-22204000.0,1298000.0,-20906000.0,7599000.0,6538000.0,,-30069000.0,164392000.0,51477000.0,112915000.0,90737000.0,22178000.0,22178000.0,134323000.0,34828000.0,169151000.0,169151000.0,2022-12-31
0.0,0.040854,-41680000.0,-35028000.0,4446000.0,35972000.0,-41680000.0,-46126000.0,9606000.0,,-35028000.0,-35028000.0,207831000.0,-46126000.0,41168043.0,41168043.0,-0.85,-0.85,-35028000.0,-35028000.0,-35028000.0,-35028000.0,-35028000.0,-1492000.0,-36520000.0,9606000.0,-9606000.0,,-46126000.0,171859000.0,52256000.0,119603000.0,99428000.0,20175000.0,20175000.0,125733000.0,35972000.0,161705000.0,161705000.0,2023-03-31
0.0,0.079883,-35557000.0,-25778000.0,4341000.0,38767000.0,-35557000.0,-39898000.0,11882000.0,11882000.0,-25778000.0,-25778000.0,215741000.0,-39898000.0,41599364.0,41599364.0,-0.62,-0.62,-25778000.0,-25778000.0,-25778000.0,-25778000.0,-25778000.0,-2238000.0,-28016000.0,11882000.0,,11882000.0,-39898000.0,176974000.0,53664000.0,123310000.0,101089000.0,22221000.0,22221000.0,137076000.0,38767000.0,175843000.0,175843000.0,2023-06-30
0.0,0.21,-19427000.0,-14609000.0,6310000.0,41739000.0,-19427000.0,-25737000.0,12424000.0,12424000.0,-14609000.0,-14609000.0,216973000.0,-25737000.0,41899371.0,41899371.0,-0.35,-0.35,-14609000.0,-14609000.0,-14609000.0,-14609000.0,-14609000.0,1296000.0,-13313000.0,12424000.0,,12424000.0,-25737000.0,175234000.0,51733000.0,123501000.0,98859000.0,24642000.0,24642000.0,149497000.0,41739000.0,191236000.0,191236000.0,2023-09-30
0.0,0.389281,55652000.0,8911000.0,4153000.0,39653000.0,55652000.0,51499000.0,17735000.0,21090000.0,8911000.0,8911000.0,227815000.0,-4711000.0,47107294.0,42069678.0,0.2,0.21,8911000.0,8911000.0,8911000.0,8911000.0,8911000.0,5680000.0,14591000.0,17735000.0,,21090000.0,-4711000.0,188162000.0,53792000.0,134370000.0,106607000.0,27763000.0,27763000.0,183451000.0,39653000.0,223104000.0,223104000.0,2023-12-31
