ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accrued_interest_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
360466548.0,360466548.0,874800000.0,1171400000.0,4013300000.0,1444300000.0,1171400000.0,66800000.0,3205300000.0,4003200000.0,3205300000.0,3205300000.0,-198300000.0,-198300000.0,1811400000.0,1588600000.0,3600000.0,3600000.0,6009000000.0,1255100000.0,195000000.0,65600000.0,129800000.0,129800000.0,864700000.0,66800000.0,797900000.0,4753900000.0,3696500000.0,44800000.0,44800000.0,10100000.0,10100000.0,10100000.0,915800000.0,86700000.0,86700000.0,,,86700000.0,9214300000.0,3016100000.0,71000000.0,443600000.0,3900000.0,2033900000.0,203900000.0,1830000000.0,463700000.0,,463700000.0,,,463700000.0,,,,,6198200000.0,286700000.0,3190500000.0,67300000.0,1391600000.0,494800000.0,23200000.0,873600000.0,-20400000.0,894000000.0,1262100000.0,165600000.0,1096500000.0,2022-11-30
360508880.0,360508880.0,871200000.0,1371300000.0,4209400000.0,1637100000.0,1371300000.0,62900000.0,3401100000.0,4199200000.0,3401100000.0,3401100000.0,-204200000.0,-204200000.0,1993700000.0,1608000000.0,3600000.0,3600000.0,7202500000.0,1244400000.0,196700000.0,70200000.0,116500000.0,116500000.0,861000000.0,62900000.0,798100000.0,5958100000.0,4838700000.0,43800000.0,43800000.0,10200000.0,10200000.0,10200000.0,942900000.0,122500000.0,122500000.0,,,122500000.0,10603600000.0,3008400000.0,65300000.0,456900000.0,3800000.0,2029800000.0,196200000.0,1833600000.0,452600000.0,,452600000.0,,,452600000.0,,,,,7595200000.0,292100000.0,4294000000.0,37100000.0,1415000000.0,588200000.0,27400000.0,799400000.0,,,1557000000.0,240100000.0,1316900000.0,2023-02-28
360500000.0,360500000.0,865700000.0,1471800000.0,4301600000.0,1722700000.0,1471800000.0,57300000.0,3493200000.0,4291400000.0,3493200000.0,3493200000.0,-159900000.0,-159900000.0,2023100000.0,1626400000.0,3600000.0,3600000.0,7053200000.0,1247800000.0,197200000.0,83000000.0,112100000.0,112100000.0,855500000.0,57300000.0,798200000.0,5805400000.0,4689400000.0,47300000.0,47300000.0,10200000.0,10200000.0,10200000.0,973800000.0,84700000.0,84700000.0,,,84700000.0,10546400000.0,3018300000.0,65200000.0,470100000.0,3800000.0,2021400000.0,187400000.0,1834000000.0,457800000.0,-1081200000.0,1539000000.0,67300000.0,51700000.0,276000000.0,1004500000.0,130500000.0,9000000.0,0.0,7528100000.0,289800000.0,4168600000.0,48100000.0,1426200000.0,528500000.0,24400000.0,873300000.0,-20500000.0,893800000.0,1595400000.0,373400000.0,1222000000.0,2023-05-31
361232387.0,361232387.0,867100000.0,1508900000.0,4399800000.0,1745000000.0,1508900000.0,55100000.0,3587800000.0,4386100000.0,3587800000.0,3587800000.0,-183100000.0,-183100000.0,2100900000.0,1666400000.0,3600000.0,3600000.0,8612200000.0,1268700000.0,225900000.0,88100000.0,101300000.0,101300000.0,853400000.0,55100000.0,798300000.0,7343500000.0,6235600000.0,51000000.0,51000000.0,13700000.0,13700000.0,13700000.0,886900000.0,156300000.0,156300000.0,61000000.0,61000000.0,95300000.0,12200000000.0,3111500000.0,91700000.0,473200000.0,1600000.0,2078900000.0,197500000.0,1881400000.0,466100000.0,,466100000.0,,,466100000.0,,,,,9088500000.0,301800000.0,5520500000.0,0.0,1574600000.0,535400000.0,23400000.0,1015800000.0,-20800000.0,1036600000.0,1691600000.0,45700000.0,1645900000.0,2023-08-31
359821826.0,359821826.0,865500000.0,1441100000.0,4336400000.0,1669300000.0,1441100000.0,53500000.0,3524400000.0,4322800000.0,3524400000.0,3524400000.0,-167200000.0,-167200000.0,2009400000.0,1678600000.0,3600000.0,3600000.0,8527700000.0,1273300000.0,225200000.0,93200000.0,103000000.0,103000000.0,851900000.0,53500000.0,798400000.0,7254400000.0,6123100000.0,55100000.0,55100000.0,13600000.0,13600000.0,13600000.0,970300000.0,92300000.0,92300000.0,,,92300000.0,12052100000.0,3128400000.0,91900000.0,474600000.0,1600000.0,2083300000.0,201000000.0,1882300000.0,477000000.0,,477000000.0,,,477000000.0,,,,,8923700000.0,304300000.0,5487600000.0,83500000.0,1650800000.0,544400000.0,23700000.0,1082700000.0,-21800000.0,1104500000.0,1397500000.0,34400000.0,1363100000.0,2023-11-30
359963341.0,359963341.0,868800000.0,1659900000.0,4564400000.0,1885600000.0,1659900000.0,51500000.0,3747100000.0,4545600000.0,3747100000.0,3747100000.0,-145200000.0,-145200000.0,2186200000.0,1702500000.0,3600000.0,3600000.0,9276800000.0,1276000000.0,231900000.0,99300000.0,94800000.0,94800000.0,850000000.0,51500000.0,798500000.0,8000800000.0,6759400000.0,51700000.0,51700000.0,18800000.0,18800000.0,18800000.0,1076900000.0,94000000.0,94000000.0,,,94000000.0,13023900000.0,3137500000.0,94600000.0,476100000.0,1600000.0,2087200000.0,204900000.0,1882300000.0,478000000.0,,478000000.0,,,478000000.0,,,,,9886400000.0,312600000.0,6120500000.0,21000000.0,1702100000.0,590700000.0,22800000.0,1088600000.0,-22500000.0,1111100000.0,1730200000.0,36600000.0,1693600000.0,2024-02-29
