tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.242,528700000.0,360300000.0,44300000.0,359300000.0,528700000.0,484400000.0,900000.0,9200000.0,10100000.0,360300000.0,360300000.0,718000000.0,472300000.0,362300000.0,360500000.0,0.99,1.0,360300000.0,360300000.0,360300000.0,360300000.0,360300000.0,114900000.0,475200000.0,2000000.0,2000000.0,900000.0,9200000.0,10100000.0,472300000.0,358700000.0,358700000.0,831000000.0,359300000.0,1190300000.0,1168600000.0,2022-11-30
0.0,0.243,670600000.0,467400000.0,44200000.0,372900000.0,670600000.0,626400000.0,5800000.0,9000000.0,14800000.0,467400000.0,467400000.0,769100000.0,611900000.0,362300000.0,360500000.0,1.29,1.3,467400000.0,467400000.0,467400000.0,467400000.0,467400000.0,150000000.0,617400000.0,-300000.0,-300000.0,5800000.0,9000000.0,14800000.0,611900000.0,396200000.0,396200000.0,1008100000.0,372900000.0,1381000000.0,1345700000.0,2023-02-28
0.0,0.244176,517100000.0,350400000.0,44100000.0,369800000.0,517100000.0,473000000.0,9400000.0,9400000.0,18800000.0,350400000.0,350400000.0,776300000.0,453300000.0,362300000.0,360500000.0,0.97,0.97,350400000.0,350400000.0,350400000.0,350400000.0,350400000.0,113200000.0,463600000.0,900000.0,900000.0,9400000.0,9400000.0,18800000.0,453300000.0,406500000.0,406500000.0,859800000.0,369800000.0,1229600000.0,1204700000.0,2023-05-31
0.0,0.237,599700000.0,419200000.0,41200000.0,360200000.0,599700000.0,558500000.0,12100000.0,9400000.0,21500000.0,419200000.0,419200000.0,749700000.0,536300000.0,362800000.0,360800000.0,1.16,1.16,419200000.0,419200000.0,419200000.0,419200000.0,419200000.0,129900000.0,549100000.0,700000.0,700000.0,12100000.0,9400000.0,21500000.0,536300000.0,389500000.0,389500000.0,925800000.0,360200000.0,1286000000.0,1253300000.0,2023-08-31
0.0,0.242,571300000.0,392700000.0,44900000.0,364100000.0,571300000.0,526400000.0,11800000.0,8500000.0,20300000.0,392700000.0,392700000.0,751700000.0,506200000.0,362100000.0,360500000.0,1.08,1.09,392700000.0,392700000.0,392700000.0,392700000.0,392700000.0,125200000.0,517900000.0,-100000.0,-100000.0,11800000.0,8500000.0,20300000.0,506200000.0,387600000.0,387600000.0,893800000.0,364100000.0,1257900000.0,1226400000.0,2023-11-30
0.0,0.244,713900000.0,498600000.0,44800000.0,379800000.0,713900000.0,669100000.0,9400000.0,9900000.0,19300000.0,498600000.0,498600000.0,789500000.0,649800000.0,361700000.0,359900000.0,1.38,1.39,498600000.0,498600000.0,498600000.0,498600000.0,498600000.0,160600000.0,659200000.0,,,9400000.0,9900000.0,19300000.0,649800000.0,409700000.0,409700000.0,1059500000.0,379800000.0,1439300000.0,1395400000.0,2024-02-29
