free_cash_flow,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,repurchase_of_capital_stock,net_common_stock_issuance,common_stock_payments
320100000.0,-35300000.0,1624800000.0,1706100000.0,-81300000.0,-241400000.0,-241400000.0,39200000.0,4100000.0,-284700000.0,-284700000.0,0.0,0.0,-195300000.0,-195300000.0,-3000000.0,-166700000.0,2564400000.0,-2731100000.0,0.0,0.0,-25600000.0,,-35300000.0,355400000.0,355400000.0,-110000000.0,-68900000.0,49900000.0,49900000.0,49900000.0,-67100000.0,-23900000.0,-21300000.0,54500000.0,15300000.0,3600000.0,5200000.0,-17800000.0,-17800000.0,44300000.0,44300000.0,,,,0.0,0.0,360300000.0,2022-11-30,,,
539300000.0,-31100000.0,2362400000.0,1624800000.0,737600000.0,832600000.0,832600000.0,1114500000.0,2900000.0,-284800000.0,-284800000.0,0.0,0.0,-665400000.0,-665400000.0,-3000000.0,-634000000.0,5419700000.0,-6053700000.0,-4300000.0,-4300000.0,-24100000.0,7000000.0,-31100000.0,570400000.0,570400000.0,-12400000.0,-71600000.0,54300000.0,54300000.0,54300000.0,31300000.0,-26400000.0,-22200000.0,55500000.0,16300000.0,5000000.0,4700000.0,-10300000.0,-10300000.0,44200000.0,44200000.0,11500000.0,11500000.0,32700000.0,0.0,0.0,467400000.0,2023-02-28,,,
363300000.0,-46000000.0,2134900000.0,2362400000.0,-227500000.0,-492900000.0,-492900000.0,-173800000.0,1800000.0,-320900000.0,-320900000.0,0.0,0.0,-143900000.0,-143900000.0,1200000.0,-100700000.0,1892200000.0,-1992900000.0,1600000.0,1600000.0,-46000000.0,0.0,-46000000.0,409300000.0,409300000.0,-56300000.0,-59000000.0,24300000.0,24300000.0,24300000.0,-5700000.0,-15900000.0,-18900000.0,56100000.0,16600000.0,4600000.0,2300000.0,-18400000.0,-18400000.0,44100000.0,44100000.0,11500000.0,11500000.0,32600000.0,9900000.0,9900000.0,350400000.0,2023-05-31,,,
617100000.0,-38700000.0,3884100000.0,2134900000.0,1749200000.0,1069400000.0,1069400000.0,1383500000.0,4000000.0,-321900000.0,-321900000.0,3800000.0,3800000.0,24000000.0,24000000.0,-6500000.0,277200000.0,2200700000.0,-1923500000.0,-208000000.0,-208000000.0,-38700000.0,,-38700000.0,655800000.0,655800000.0,122500000.0,-56200000.0,90500000.0,90500000.0,90500000.0,38100000.0,50100000.0,49100000.0,57200000.0,16000000.0,4300000.0,-1400000.0,-3200000.0,-3200000.0,41200000.0,41200000.0,,,,,,419200000.0,2023-08-31,,,
307800000.0,-40700000.0,3561800000.0,3884100000.0,-322300000.0,-537100000.0,-537100000.0,-50700000.0,3000000.0,-320200000.0,-320200000.0,0.0,0.0,-133700000.0,-133700000.0,-14000000.0,-78700000.0,1406300000.0,-1485000000.0,-300000.0,-300000.0,-40700000.0,,-40700000.0,348500000.0,348500000.0,-162700000.0,-57900000.0,-23900000.0,-23900000.0,-23900000.0,-84400000.0,3500000.0,3800000.0,57900000.0,14700000.0,5700000.0,-1500000.0,-3200000.0,-3200000.0,44900000.0,44900000.0,,,,,,392700000.0,2023-11-30,,,
631000000.0,-40700000.0,4532900000.0,3561800000.0,971100000.0,307500000.0,307500000.0,614600000.0,8100000.0,-320400000.0,-320400000.0,5200000.0,5200000.0,-8100000.0,-8100000.0,-107100000.0,139700000.0,2738600000.0,-2598900000.0,0.0,0.0,-40700000.0,0.0,-40700000.0,671700000.0,671700000.0,67000000.0,-50600000.0,117600000.0,117600000.0,117600000.0,55500000.0,-55500000.0,-56400000.0,58300000.0,14400000.0,4900000.0,-1800000.0,-14500000.0,-14500000.0,44800000.0,44800000.0,,,,,,498600000.0,2024-02-29,0.0,0.0,0.0
