free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
1416000000.0,-536000000.0,0.0,0.0,-506000000.0,,3655000000.0,3404000000.0,32000000.0,219000000.0,-1315000000.0,-1315000000.0,-31000000.0,71000000.0,-819000000.0,-819000000.0,-536000000.0,-536000000.0,0.0,0.0,0.0,0.0,0.0,-388000000.0,-388000000.0,0.0,-17000000.0,393000000.0,-410000000.0,0.0,0.0,-371000000.0,135000000.0,-506000000.0,1922000000.0,1922000000.0,651000000.0,-100000000.0,-100000000.0,-64000000.0,-36000000.0,-36000000.0,389000000.0,362000000.0,362000000.0,-544000000.0,37000000.0,-168000000.0,-168000000.0,460000000.0,460000000.0,54000000.0,54000000.0,0.0,543000000.0,2022-12-31
800000000.0,-29000000.0,-1150000000.0,1107000000.0,-475000000.0,123000000.0,3824000000.0,3655000000.0,-4000000.0,173000000.0,-716000000.0,-716000000.0,-4000000.0,187000000.0,-827000000.0,-827000000.0,-29000000.0,-29000000.0,-43000000.0,0.0,-43000000.0,-1150000000.0,1107000000.0,-386000000.0,-386000000.0,,86000000.0,450000000.0,-364000000.0,0.0,0.0,-472000000.0,3000000.0,-475000000.0,1275000000.0,1275000000.0,17000000.0,-1000000.0,-1000000.0,36000000.0,-37000000.0,-37000000.0,91000000.0,-73000000.0,-73000000.0,-268000000.0,135000000.0,-93000000.0,-93000000.0,466000000.0,466000000.0,37000000.0,37000000.0,,981000000.0,2023-03-31
1132000000.0,0.0,-652000000.0,0.0,-377000000.0,144000000.0,4258000000.0,3824000000.0,-39000000.0,473000000.0,-803000000.0,-803000000.0,-5000000.0,31000000.0,-828000000.0,-828000000.0,0.0,0.0,-1000000.0,651000000.0,-652000000.0,-652000000.0,0.0,-233000000.0,-233000000.0,,84000000.0,495000000.0,-411000000.0,3000000.0,3000000.0,-357000000.0,20000000.0,-377000000.0,1509000000.0,1509000000.0,-583000000.0,-273000000.0,-273000000.0,99000000.0,-372000000.0,-372000000.0,10000000.0,-320000000.0,-320000000.0,10854000000.0,41000000.0,-2454000000.0,-2454000000.0,449000000.0,449000000.0,38000000.0,38000000.0,,-6836000000.0,2023-06-30
1505000000.0,-2000000.0,-632000000.0,904000000.0,-405000000.0,,5140000000.0,4258000000.0,-37000000.0,919000000.0,-704000000.0,-704000000.0,-7000000.0,27000000.0,-828000000.0,-828000000.0,-2000000.0,-2000000.0,106000000.0,-166000000.0,272000000.0,-632000000.0,904000000.0,-287000000.0,-287000000.0,-9000000.0,-21000000.0,347000000.0,-368000000.0,57000000.0,57000000.0,-314000000.0,91000000.0,-405000000.0,1910000000.0,1910000000.0,180000000.0,23000000.0,23000000.0,-17000000.0,40000000.0,40000000.0,135000000.0,22000000.0,22000000.0,4139000000.0,46000000.0,-921000000.0,-921000000.0,535000000.0,535000000.0,2000000.0,38000000.0,,-2071000000.0,2023-09-30
1628000000.0,-2000000.0,-652000000.0,824000000.0,-358000000.0,,5933000000.0,5140000000.0,32000000.0,761000000.0,-924000000.0,-924000000.0,-5000000.0,19000000.0,-828000000.0,-828000000.0,-2000000.0,-2000000.0,-108000000.0,-280000000.0,172000000.0,-652000000.0,824000000.0,-301000000.0,-301000000.0,7000000.0,45000000.0,368000000.0,-323000000.0,0.0,0.0,-353000000.0,5000000.0,-358000000.0,1986000000.0,1986000000.0,703000000.0,171000000.0,171000000.0,20000000.0,151000000.0,151000000.0,331000000.0,201000000.0,201000000.0,102000000.0,52000000.0,-387000000.0,-387000000.0,537000000.0,537000000.0,32000000.0,32000000.0,0.0,947000000.0,2023-12-31
