treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,commercial_paper
394787951.0,549245105.0,944033056.0,12284000000.0,16855000000.0,-2767000000.0,30661000000.0,5165000000.0,-2767000000.0,916000000.0,14722000000.0,28723000000.0,14770000000.0,48000000.0,14722000000.0,-6673000000.0,-6673000000.0,33255000000.0,47950000000.0,6691000000.0,9000000.0,9000000.0,31685000000.0,22162000000.0,3544000000.0,2352000000.0,1966000000.0,1051000000.0,559000000.0,559000000.0,14656000000.0,655000000.0,14001000000.0,9523000000.0,1353000000.0,538000000.0,538000000.0,2199000000.0,261000000.0,1938000000.0,1938000000.0,324000000.0,5109000000.0,1443000000.0,3666000000.0,483000000.0,259000000.0,3183000000.0,46455000000.0,31767000000.0,1047000000.0,1225000000.0,959000000.0,959000000.0,73000000.0,967000000.0,886000000.0,967000000.0,17489000000.0,4699000000.0,12790000000.0,10007000000.0,-16820000000.0,26827000000.0,1728000000.0,829000000.0,16455000000.0,7560000000.0,255000000.0,0.0,14688000000.0,191000000.0,162000000.0,435000000.0,5372000000.0,2497000000.0,1606000000.0,1269000000.0,4635000000.0,103000000.0,4532000000.0,-174000000.0,4706000000.0,3893000000.0,238000000.0,3655000000.0,2022-12-31,
392360839.0,551672217.0,944033056.0,12136000000.0,16850000000.0,-2142000000.0,31258000000.0,4407000000.0,-2142000000.0,890000000.0,15298000000.0,28246000000.0,15351000000.0,53000000.0,15298000000.0,-6530000000.0,-6530000000.0,32963000000.0,47966000000.0,6816000000.0,9000000.0,9000000.0,31535000000.0,20979000000.0,5448000000.0,1956000000.0,1956000000.0,,,,13575000000.0,627000000.0,12948000000.0,10556000000.0,3279000000.0,,,3275000000.0,263000000.0,3012000000.0,3012000000.0,,4002000000.0,604000000.0,3398000000.0,268000000.0,268000000.0,3130000000.0,46886000000.0,31923000000.0,4353000000.0,,,,,,,,17440000000.0,4585000000.0,12855000000.0,10130000000.0,-17049000000.0,27179000000.0,,27179000000.0,,,,,14963000000.0,492000000.0,,558000000.0,5306000000.0,2523000000.0,1546000000.0,1237000000.0,4638000000.0,,4638000000.0,-162000000.0,4800000000.0,3969000000.0,145000000.0,3824000000.0,2023-03-31,
392040626.0,551992430.0,944033056.0,11729000000.0,16801000000.0,-9541000000.0,23785000000.0,4818000000.0,-9541000000.0,814000000.0,7798000000.0,20752000000.0,7857000000.0,59000000.0,7798000000.0,-6433000000.0,-6433000000.0,32926000000.0,40290000000.0,6858000000.0,9000000.0,9000000.0,41023000000.0,30087000000.0,14651000000.0,1912000000.0,1912000000.0,,,,13524000000.0,570000000.0,12954000000.0,10936000000.0,3471000000.0,,,3277000000.0,244000000.0,3033000000.0,3033000000.0,,4188000000.0,785000000.0,3403000000.0,172000000.0,172000000.0,3231000000.0,48880000000.0,33126000000.0,5764000000.0,,,,,,,,17339000000.0,4470000000.0,12869000000.0,10023000000.0,-17248000000.0,27271000000.0,,27271000000.0,,,,,15754000000.0,539000000.0,,674000000.0,5280000000.0,2526000000.0,1527000000.0,1227000000.0,4947000000.0,,4947000000.0,-160000000.0,5107000000.0,4314000000.0,56000000.0,4258000000.0,2023-06-30,
391716018.0,552317038.0,944033056.0,10873000000.0,16797000000.0,-12373000000.0,20685000000.0,732000000.0,-12373000000.0,784000000.0,4672000000.0,17548000000.0,4731000000.0,59000000.0,4672000000.0,-6726000000.0,-6726000000.0,32889000000.0,37375000000.0,6903000000.0,9000000.0,9000000.0,44890000000.0,29424000000.0,14152000000.0,1846000000.0,1846000000.0,,,,13426000000.0,550000000.0,12876000000.0,15466000000.0,7866000000.0,,,3371000000.0,234000000.0,3137000000.0,3137000000.0,,4229000000.0,905000000.0,3324000000.0,220000000.0,220000000.0,3104000000.0,49621000000.0,33423000000.0,6592000000.0,,,,,,,,17045000000.0,4324000000.0,12721000000.0,9786000000.0,-17185000000.0,26971000000.0,,26971000000.0,,,,,16198000000.0,490000000.0,,578000000.0,5065000000.0,2405000000.0,1491000000.0,1169000000.0,4852000000.0,,4852000000.0,-155000000.0,5007000000.0,5213000000.0,73000000.0,5140000000.0,2023-09-30,
391451920.0,552581136.0,944033056.0,10102000000.0,16854000000.0,-12346000000.0,20842000000.0,1082000000.0,-12346000000.0,819000000.0,4807000000.0,17895000000.0,4868000000.0,61000000.0,4807000000.0,-6778000000.0,-6778000000.0,32859000000.0,37479000000.0,6956000000.0,9000000.0,9000000.0,45712000000.0,30415000000.0,12530000000.0,2803000000.0,2471000000.0,872000000.0,528000000.0,528000000.0,13682000000.0,594000000.0,13088000000.0,15297000000.0,5682000000.0,572000000.0,572000000.0,3172000000.0,225000000.0,2947000000.0,1152000000.0,336000000.0,5535000000.0,1708000000.0,3827000000.0,582000000.0,365000000.0,3245000000.0,50580000000.0,34201000000.0,682000000.0,1253000000.0,4918000000.0,4918000000.0,33000000.0,244000000.0,,244000000.0,17153000000.0,4226000000.0,12927000000.0,9918000000.0,-17711000000.0,27629000000.0,1852000000.0,759000000.0,16855000000.0,7908000000.0,255000000.0,0.0,16379000000.0,149000000.0,73000000.0,485000000.0,4822000000.0,2293000000.0,1424000000.0,1105000000.0,4864000000.0,114000000.0,4750000000.0,-141000000.0,4891000000.0,5986000000.0,53000000.0,5933000000.0,2023-12-31,1795000000.0
