free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,deferred_tax,deferred_income_tax,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
1754000000.0,-1733000000.0,-500000000.0,0.0,72000000.0,-345000000.0,306000000.0,504000000.0,5976000000.0,7117000000.0,12000000.0,-1153000000.0,-2636000000.0,-2636000000.0,-133000000.0,-334000000.0,-334000000.0,-1661000000.0,-1733000000.0,72000000.0,-508000000.0,-8000000.0,,-500000000.0,0.0,-616000000.0,-616000000.0,-137000000.0,-79000000.0,674000000.0,-753000000.0,-3000000.0,-3000000.0,0.0,-345000000.0,-345000000.0,2099000000.0,2099000000.0,273000000.0,244000000.0,-759000000.0,1741000000.0,1741000000.0,1741000000.0,-390000000.0,-390000000.0,-180000000.0,-180000000.0,735000000.0,73000000.0,0.0,73000000.0,1198000000.0,2022-12-31
4620000000.0,-962000000.0,-80000000.0,1491000000.0,30000000.0,-408000000.0,322000000.0,77000000.0,7989000000.0,5976000000.0,5000000.0,2008000000.0,-37000000.0,-37000000.0,-139000000.0,-368000000.0,-368000000.0,-932000000.0,-962000000.0,30000000.0,1402000000.0,-9000000.0,1411000000.0,-80000000.0,1491000000.0,-2983000000.0,-2983000000.0,-43000000.0,-2558000000.0,613000000.0,-3171000000.0,22000000.0,22000000.0,,-408000000.0,-408000000.0,5028000000.0,5028000000.0,3025000000.0,104000000.0,566000000.0,1229000000.0,1229000000.0,1229000000.0,-407000000.0,-407000000.0,-108000000.0,-108000000.0,749000000.0,56000000.0,56000000.0,,1306000000.0,2023-03-31
2095000000.0,-154000000.0,0.0,0.0,29000000.0,-397000000.0,310000000.0,849000000.0,9636000000.0,7989000000.0,4000000.0,1643000000.0,-435000000.0,-435000000.0,-140000000.0,-362000000.0,-362000000.0,-125000000.0,-154000000.0,29000000.0,192000000.0,192000000.0,0.0,0.0,0.0,-414000000.0,-414000000.0,-36000000.0,-5000000.0,848000000.0,-853000000.0,5000000.0,5000000.0,,-397000000.0,-397000000.0,2492000000.0,2492000000.0,352000000.0,133000000.0,-303000000.0,956000000.0,956000000.0,956000000.0,-628000000.0,-628000000.0,-99000000.0,-99000000.0,755000000.0,-26000000.0,-26000000.0,,1510000000.0,2023-06-30
2423000000.0,-624000000.0,-2887000000.0,0.0,54000000.0,-403000000.0,387000000.0,454000000.0,8546000000.0,9636000000.0,-7000000.0,-1083000000.0,-2572000000.0,-2572000000.0,-54000000.0,-362000000.0,-362000000.0,-570000000.0,-624000000.0,54000000.0,-1586000000.0,1301000000.0,-2887000000.0,-2887000000.0,0.0,-1337000000.0,-1337000000.0,-38000000.0,-408000000.0,464000000.0,-872000000.0,-457000000.0,-14000000.0,,-403000000.0,-403000000.0,2826000000.0,2826000000.0,672000000.0,18000000.0,97000000.0,1402000000.0,1402000000.0,1402000000.0,-600000000.0,-600000000.0,-96000000.0,-96000000.0,766000000.0,35000000.0,14000000.0,,1449000000.0,2023-09-30
1102000000.0,-544000000.0,0.0,0.0,74000000.0,-365000000.0,311000000.0,91000000.0,8337000000.0,8546000000.0,14000000.0,-223000000.0,-1250000000.0,-1250000000.0,-136000000.0,-358000000.0,-358000000.0,-470000000.0,-544000000.0,74000000.0,-286000000.0,-286000000.0,0.0,0.0,0.0,-440000000.0,-440000000.0,-215000000.0,68000000.0,711000000.0,-643000000.0,-4000000.0,0.0,-4000000.0,-365000000.0,-365000000.0,1467000000.0,1467000000.0,-561000000.0,208000000.0,-1228000000.0,1924000000.0,1924000000.0,1924000000.0,-567000000.0,-567000000.0,-1356000000.0,-1356000000.0,765000000.0,1512000000.0,34000000.0,1478000000.0,1107000000.0,2023-12-31
