treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
99143000.0,298676000.0,397819000.0,25169000000.0,31093000000.0,-33431000000.0,75965000000.0,-33431000000.0,44872000000.0,72972000000.0,44951000000.0,79000000.0,44872000000.0,-1395000000.0,-1395000000.0,21844000000.0,37874000000.0,30233000000.0,4000000.0,4000000.0,98981000000.0,7751000000.0,7751000000.0,28100000000.0,28100000000.0,2993000000.0,2993000000.0,33000000.0,0.0,2960000000.0,32851000000.0,8006000000.0,24845000000.0,17070000000.0,7775000000.0,143932000000.0,905000000.0,78303000000.0,32492000000.0,45811000000.0,3774000000.0,21961000000.0,248000000.0,21713000000.0,6829000000.0,905000000.0,5924000000.0,2022-12-31
102700000.0,296300000.0,399000000.0,24607000000.0,32542000000.0,-33411000000.0,77044000000.0,-33411000000.0,44502000000.0,73626000000.0,44596000000.0,94000000.0,44502000000.0,-1769000000.0,-1769000000.0,22906000000.0,38841000000.0,30332000000.0,4000000.0,4000000.0,103380000000.0,7707000000.0,7707000000.0,29124000000.0,29124000000.0,3418000000.0,3418000000.0,36000000.0,,3382000000.0,34143000000.0,9174000000.0,24969000000.0,17609000000.0,7360000000.0,147976000000.0,914000000.0,77913000000.0,32102000000.0,45811000000.0,3837000000.0,22990000000.0,264000000.0,22726000000.0,8849000000.0,914000000.0,7935000000.0,2023-03-31
103300000.0,295700000.0,399000000.0,23148000000.0,32733000000.0,-32079000000.0,78178000000.0,-32079000000.0,45445000000.0,73560000000.0,45526000000.0,81000000.0,45445000000.0,-1878000000.0,-1878000000.0,23053000000.0,39936000000.0,30436000000.0,4000000.0,4000000.0,104528000000.0,7594000000.0,7594000000.0,28115000000.0,28115000000.0,4618000000.0,4618000000.0,39000000.0,200000000.0,4379000000.0,35188000000.0,8499000000.0,26689000000.0,18617000000.0,8072000000.0,150054000000.0,872000000.0,77524000000.0,31713000000.0,45811000000.0,3884000000.0,23476000000.0,,23476000000.0,10457000000.0,872000000.0,9585000000.0,2023-06-30
105700000.0,293300000.0,399000000.0,22643000000.0,31140000000.0,-31443000000.0,76831000000.0,-31443000000.0,45691000000.0,73785000000.0,45766000000.0,75000000.0,45691000000.0,-2119000000.0,-2119000000.0,23739000000.0,40982000000.0,30563000000.0,4000000.0,4000000.0,103879000000.0,7480000000.0,7480000000.0,28094000000.0,28094000000.0,3046000000.0,3046000000.0,39000000.0,1513000000.0,1494000000.0,36661000000.0,9668000000.0,26993000000.0,19320000000.0,7673000000.0,149645000000.0,1046000000.0,77134000000.0,31324000000.0,45810000000.0,3924000000.0,24003000000.0,,24003000000.0,9543000000.0,1046000000.0,8497000000.0,2023-09-30
,292504000.0,292504000.0,23108000000.0,30930000000.0,-28899000000.0,77153000000.0,-28899000000.0,46223000000.0,74378000000.0,46351000000.0,128000000.0,46223000000.0,-1864000000.0,-1864000000.0,24238000000.0,41652000000.0,30669000000.0,4000000.0,4000000.0,106410000000.0,7173000000.0,7173000000.0,28155000000.0,28155000000.0,2775000000.0,2775000000.0,42000000.0,1237000000.0,1496000000.0,38323000000.0,9955000000.0,28368000000.0,19815000000.0,8553000000.0,152761000000.0,925000000.0,75122000000.0,30863000000.0,44259000000.0,3871000000.0,23679000000.0,272000000.0,23407000000.0,8747000000.0,925000000.0,7822000000.0,2023-12-31
