tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,gain_on_sale_of_security,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.21,561000000.0,25000000.0,322000000.0,347000000.0,561000000.0,561000000.0,532000000.0,532000000.0,29000000.0,561000000.0,561000000.0,561000000.0,561000000.0,550000000.0,5000000.0,5000000.0,5000000.0,575000000.0,575000000.0,2022-12-31
0.0,0.0,-151000000.0,-98000000.0,449000000.0,351000000.0,-151000000.0,-151000000.0,-181000000.0,-181000000.0,30000000.0,-151000000.0,-151000000.0,-151000000.0,-151000000.0,-31000000.0,14000000.0,14000000.0,14000000.0,-129000000.0,-129000000.0,2023-03-31
0.0,0.21,286000000.0,-69000000.0,526000000.0,457000000.0,286000000.0,286000000.0,255000000.0,255000000.0,31000000.0,286000000.0,286000000.0,286000000.0,286000000.0,378000000.0,14000000.0,14000000.0,14000000.0,309000000.0,309000000.0,2023-06-30
0.0,0.0,-392000000.0,-53000000.0,646000000.0,593000000.0,-392000000.0,-392000000.0,-423000000.0,-423000000.0,31000000.0,-392000000.0,-392000000.0,-392000000.0,-392000000.0,-316000000.0,14000000.0,14000000.0,14000000.0,-369000000.0,-369000000.0,2023-09-30
0.0,0.21,412000000.0,-26000000.0,666000000.0,640000000.0,412000000.0,412000000.0,381000000.0,381000000.0,31000000.0,412000000.0,412000000.0,412000000.0,412000000.0,466000000.0,20000000.0,20000000.0,20000000.0,440000000.0,440000000.0,2023-12-31
