free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
114636000.0,0.0,-1304000.0,0.0,-95257000.0,16388000.0,17696000.0,414798000.0,312364000.0,102434000.0,-15608000.0,-15608000.0,-140000.0,0.0,-14164000.0,-14164000.0,0.0,0.0,-1304000.0,-1304000.0,-1304000.0,0.0,-91851000.0,-91851000.0,5033000.0,-1627000.0,-1627000.0,-95257000.0,-95257000.0,209893000.0,209893000.0,-37860000.0,23160000.0,-35040000.0,14089000.0,-49129000.0,-49129000.0,-3371000.0,-11005000.0,-11604000.0,17273000.0,9690000.0,557000.0,557000.0,78117000.0,78117000.0,4561000.0,137555000.0,2022-10-31
26523000.0,,-6261000.0,0.0,-123971000.0,12688000.0,38593000.0,413199000.0,414798000.0,-1599000.0,-21111000.0,-21111000.0,-686000.0,0.0,-14164000.0,-14164000.0,,,-6261000.0,-6261000.0,-6261000.0,0.0,-130982000.0,-130982000.0,3499000.0,-10510000.0,-10510000.0,-123971000.0,-123971000.0,150494000.0,150494000.0,-20408000.0,-5936000.0,-71739000.0,14645000.0,-86384000.0,-86384000.0,3304000.0,23800000.0,30163000.0,-16582000.0,8866000.0,-768000.0,-768000.0,78088000.0,78088000.0,1186000.0,100112000.0,2023-01-31
70088000.0,,-17407000.0,0.0,-175270000.0,19034000.0,34109000.0,378869000.0,413199000.0,-34330000.0,-35603000.0,-35603000.0,-4035000.0,0.0,-14161000.0,-14161000.0,,,-17407000.0,-17407000.0,-17407000.0,0.0,-244085000.0,-244085000.0,,-72367000.0,-72367000.0,-158167000.0,-175270000.0,245358000.0,245358000.0,96095000.0,-17857000.0,90654000.0,-577000.0,91231000.0,91231000.0,2323000.0,14194000.0,6781000.0,753000.0,12283000.0,-1390000.0,-1390000.0,80631000.0,80631000.0,894000.0,56092000.0,2023-04-30
160228000.0,-29893000.0,-29665000.0,,-68903000.0,10701000.0,0.0,439112000.0,378869000.0,60243000.0,-92472000.0,-92472000.0,-17969000.0,,-14945000.0,-14945000.0,-29893000.0,-29893000.0,-29665000.0,-29665000.0,-29665000.0,,-76416000.0,-76416000.0,5784000.0,-13297000.0,-13297000.0,-68903000.0,-68903000.0,229131000.0,229131000.0,-48204000.0,40243000.0,-24494000.0,-20150000.0,-4344000.0,-4344000.0,-2518000.0,-48256000.0,-13179000.0,278000.0,10468000.0,15895000.0,15895000.0,82905000.0,82905000.0,-1448000.0,169237000.0,2023-07-31
145597000.0,-29598000.0,-5470000.0,,-107052000.0,20728000.0,36037000.0,409891000.0,439112000.0,-29221000.0,-51263000.0,-51263000.0,-152000.0,,-16043000.0,-16043000.0,-29598000.0,-29598000.0,-5470000.0,-5470000.0,-5470000.0,,-230607000.0,-230607000.0,2507000.0,-126062000.0,-126062000.0,-107052000.0,-107052000.0,252649000.0,252649000.0,-33645000.0,-13463000.0,-6831000.0,-775000.0,-6056000.0,-6056000.0,-8175000.0,3542000.0,-8718000.0,8223000.0,9017000.0,23458000.0,23458000.0,85598000.0,85598000.0,1216000.0,158782000.0,2023-10-31
-26951000.0,-30277000.0,-13229000.0,,-149771000.0,11887000.0,36000000.0,177881000.0,409891000.0,-232010000.0,-59669000.0,-59669000.0,-176000.0,,-15987000.0,-15987000.0,-30277000.0,-30277000.0,-13229000.0,-13229000.0,-13229000.0,,-295161000.0,-295161000.0,12060000.0,-157450000.0,-157450000.0,-149771000.0,-149771000.0,122820000.0,122820000.0,-73029000.0,-20526000.0,-73060000.0,10020000.0,-83080000.0,-83080000.0,2854000.0,10952000.0,6751000.0,118000.0,9864000.0,8860000.0,8860000.0,88950000.0,88950000.0,1124000.0,86933000.0,2024-01-31
