ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,prepaid_assets,inventory,finished_goods,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
37258622.0,37258622.0,1258778000.0,1673576000.0,1899882000.0,4186392000.0,72045000.0,1899882000.0,2512816000.0,4152396000.0,2512816000.0,2512816000.0,2423147000.0,89669000.0,89669000.0,0.0,3277648000.0,2356350000.0,129530000.0,29816000.0,557424000.0,545756000.0,1639580000.0,1639580000.0,921298000.0,33996000.0,33996000.0,887302000.0,298962000.0,588340000.0,1310000.0,1310000.0,587030000.0,5790464000.0,4797121000.0,177593000.0,612934000.0,612934000.0,4006594000.0,-2530393000.0,6536987000.0,,,,,,,993343000.0,27734000.0,393320000.0,,157491000.0,0.0,157491000.0,414798000.0,414798000.0,2022-10-31
37111466.0,37111466.0,1259028000.0,1672227000.0,1992570000.0,4279009000.0,88395000.0,1992570000.0,2606782000.0,4241282000.0,2606782000.0,2606782000.0,2508933000.0,97849000.0,97849000.0,0.0,3233835000.0,2364026000.0,141397000.0,31298000.0,556831000.0,544988000.0,1634500000.0,1634500000.0,869809000.0,37727000.0,37727000.0,832082000.0,313832000.0,518250000.0,,,518250000.0,5840617000.0,4882413000.0,188803000.0,614212000.0,614212000.0,4079398000.0,-2597268000.0,6676666000.0,,,,,,,958204000.0,24430000.0,387136000.0,,133439000.0,6111000.0,127328000.0,413199000.0,413199000.0,2023-01-31
37263248.0,37263248.0,1294505000.0,1673374000.0,2045324000.0,4334040000.0,-6170000.0,2045324000.0,2660666000.0,4281179000.0,2660666000.0,2660666000.0,2550629000.0,110037000.0,110037000.0,0.0,3282604000.0,2355479000.0,159056000.0,32312000.0,543598000.0,543598000.0,1620513000.0,1620513000.0,927125000.0,52861000.0,52861000.0,874264000.0,262609000.0,611655000.0,51109000.0,,560546000.0,5943270000.0,5022315000.0,192153000.0,615342000.0,615342000.0,4214820000.0,-2620149000.0,6834969000.0,169796000.0,99764000.0,2783802000.0,2629795000.0,1151812000.0,0.0,920955000.0,22107000.0,376085000.0,376085000.0,143894000.0,23347000.0,120547000.0,378869000.0,378869000.0,2023-04-30
37266453.0,37266453.0,1213052000.0,1652164000.0,2157818000.0,4428459000.0,88192000.0,2157818000.0,2776295000.0,4374819000.0,2776295000.0,2776295000.0,2703652000.0,72643000.0,72643000.0,0.0,3286057000.0,2352058000.0,161971000.0,32070000.0,559493000.0,559493000.0,1598524000.0,1598524000.0,933999000.0,53640000.0,53640000.0,880359000.0,294873000.0,585486000.0,15001000.0,15001000.0,570485000.0,6062352000.0,5040161000.0,191900000.0,618477000.0,618477000.0,4229784000.0,-2694571000.0,6924355000.0,,,,,,,1022191000.0,24625000.0,424728000.0,,133726000.0,0.0,133726000.0,439112000.0,439112000.0,2023-07-31
37164195.0,37164195.0,1240061000.0,1649952000.0,2277724000.0,4547343000.0,60884000.0,2277724000.0,2897391000.0,4494177000.0,2897391000.0,2897391000.0,2846274000.0,51117000.0,51117000.0,0.0,3330070000.0,2380244000.0,166569000.0,34064000.0,582825000.0,582825000.0,1596786000.0,1596786000.0,949826000.0,53166000.0,53166000.0,896660000.0,295350000.0,601310000.0,,,601310000.0,6227461000.0,5216751000.0,204458000.0,619667000.0,619667000.0,4392626000.0,-2762677000.0,7155303000.0,,,,,,,1010710000.0,32800000.0,418901000.0,,149118000.0,2142000.0,146976000.0,409891000.0,409891000.0,2023-10-31
37057224.0,37057224.0,1458982000.0,1636863000.0,2300336000.0,4584324000.0,-99902000.0,2300336000.0,2947461000.0,4531074000.0,2947461000.0,2947461000.0,2917075000.0,30386000.0,30386000.0,0.0,3259553000.0,2378647000.0,170109000.0,33114000.0,591811000.0,591811000.0,1583613000.0,1583613000.0,880906000.0,53250000.0,53250000.0,827656000.0,305708000.0,521948000.0,,,521948000.0,6207014000.0,5426010000.0,197780000.0,647125000.0,647125000.0,4581105000.0,-2836219000.0,7417324000.0,,,,,,,781004000.0,29946000.0,414721000.0,,158456000.0,21765000.0,136691000.0,177881000.0,177881000.0,2024-01-31
