tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.236298,271735000.0,137555000.0,78117000.0,3167633000.0,271735000.0,193618000.0,-13502000.0,137555000.0,137555000.0,3784957000.0,37523759.0,37277080.0,3.67,3.69,137555000.0,137555000.0,137555000.0,137555000.0,137555000.0,42561000.0,180116000.0,-13502000.0,13502000.0,193618000.0,617324000.0,539207000.0,78117000.0,78117000.0,810942000.0,3167633000.0,3978575000.0,3978575000.0,2022-10-31
0.0,0.241,221727000.0,100112000.0,78088000.0,2595093000.0,221727000.0,143639000.0,-11697000.0,100112000.0,100112000.0,3188916000.0,37564551.0,37281103.0,2.67,2.69,100112000.0,100112000.0,100112000.0,100112000.0,100112000.0,31830000.0,131942000.0,-11697000.0,11697000.0,143639000.0,593823000.0,515735000.0,78088000.0,78088000.0,737462000.0,2595093000.0,3332555000.0,3332555000.0,2023-01-31
0.0,0.227298,166023000.0,56092000.0,80631000.0,2640949000.0,166023000.0,85392000.0,-12800000.0,56092000.0,56092000.0,3243309000.0,37573677.0,37283677.0,1.49,1.5,56092000.0,56092000.0,56092000.0,56092000.0,56092000.0,16500000.0,72592000.0,-12800000.0,12800000.0,85392000.0,602360000.0,521729000.0,80631000.0,80631000.0,687752000.0,2640949000.0,3328701000.0,3029873000.0,2023-04-30
0.0,0.236,316899000.0,169237000.0,82905000.0,2991497000.0,316899000.0,233994000.0,-12495000.0,169237000.0,169237000.0,3635257000.0,37456139.0,37300952.0,4.52,4.54,169237000.0,169237000.0,169237000.0,169237000.0,169237000.0,52262000.0,221499000.0,-12495000.0,12495000.0,233994000.0,643760000.0,560855000.0,82905000.0,82905000.0,877754000.0,2991497000.0,3869251000.0,3869251000.0,2023-07-31
0.0,0.236,305858000.0,158782000.0,85598000.0,3178839000.0,305858000.0,220260000.0,-12306000.0,158782000.0,158782000.0,3844140000.0,37431075.0,37227932.0,4.24,4.27,158782000.0,158782000.0,158782000.0,158782000.0,158782000.0,49172000.0,207954000.0,-12306000.0,12306000.0,220260000.0,665301000.0,579703000.0,85598000.0,85598000.0,885561000.0,3178839000.0,4064400000.0,4064400000.0,2023-10-31
0.0,0.241,217615000.0,86933000.0,88950000.0,2542724000.0,217615000.0,128665000.0,-14146000.0,86933000.0,86933000.0,3200582000.0,37336083.0,37100143.0,2.33,2.34,86933000.0,86933000.0,86933000.0,86933000.0,86933000.0,27586000.0,114519000.0,-14146000.0,14146000.0,128665000.0,657858000.0,568908000.0,88950000.0,88950000.0,786523000.0,2542724000.0,3329247000.0,3329247000.0,2024-01-31
