free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties
715135000.0,-448694000.0,-1660209000.0,1563361000.0,-99144000.0,20345000.0,96809000.0,1404849000.0,1223051000.0,149597000.0,32201000.0,-553372000.0,-553372000.0,-7830000.0,-448694000.0,-448694000.0,-96848000.0,-105000000.0,,1550000000.0,8152000.0,-5209000.0,13361000.0,-228706000.0,-228706000.0,6764000.0,40450000.0,-288000.0,-288000.0,-176488000.0,-176488000.0,-99144000.0,814279000.0,814279000.0,19765000.0,-255216000.0,369455000.0,-728674000.0,196526000.0,196526000.0,196526000.0,35483000.0,-128006000.0,571632000.0,36513000.0,5525000.0,21957000.0,159561000.0,159561000.0,168449000.0,167013000.0,1436000.0,86093000.0,2022-12-31,,,
-805041000.0,-175969000.0,-629000000.0,1660048000.0,-60284000.0,39379000.0,82059000.0,1319789000.0,1404849000.0,13727000.0,-98787000.0,761037000.0,761037000.0,-94042000.0,-175969000.0,-175969000.0,1031048000.0,1031000000.0,-629000000.0,1660000000.0,48000.0,0.0,48000.0,-115067000.0,-115067000.0,4074000.0,14794000.0,,,-73651000.0,-73651000.0,-60284000.0,-744757000.0,-744757000.0,177710000.0,-718765000.0,-900222000.0,334797000.0,-73960000.0,,,-5943000.0,-73437000.0,-370984000.0,18113000.0,3969000.0,0.0,161491000.0,161491000.0,-141363000.0,-141682000.0,319000.0,125072000.0,2023-03-31,,,
-85596000.0,-4056000.0,-2172000000.0,2521424000.0,-74728000.0,51922000.0,221335000.0,1357326000.0,1319789000.0,-11084000.0,48621000.0,313740000.0,313740000.0,-31628000.0,-4056000.0,-4056000.0,349424000.0,-626000000.0,-2172000000.0,1546000000.0,975424000.0,0.0,975424000.0,-254251000.0,-254251000.0,-33828000.0,5993000.0,,,-151688000.0,-151688000.0,-74728000.0,-10868000.0,-10868000.0,5358000.0,-150877000.0,-67956000.0,214598000.0,-239283000.0,,,-30599000.0,-27637000.0,-253263000.0,20683000.0,2443000.0,0.0,154387000.0,154387000.0,4247000.0,7501000.0,-3254000.0,206154000.0,2023-06-30,,,
305990000.0,-519701000.0,-1016145000.0,1438644000.0,-76255000.0,36528000.0,80014000.0,1353064000.0,1357326000.0,-50242000.0,45980000.0,-168454000.0,-168454000.0,-71252000.0,-519701000.0,-519701000.0,422499000.0,90000000.0,-540000000.0,630000000.0,332499000.0,-476145000.0,808644000.0,-167811000.0,-167811000.0,-711000.0,7086000.0,,,-50279000.0,-50279000.0,-76255000.0,382245000.0,382245000.0,5818000.0,61362000.0,134871000.0,-3116000.0,19879000.0,,,36273000.0,-126545000.0,-70353000.0,34220000.0,6289000.0,0.0,149160000.0,149160000.0,-5196000.0,13364000.0,-822000.0,200945000.0,2023-09-30,,,
759647000.0,-37274000.0,-846855000.0,184884000.0,-93733000.0,63171000.0,83592000.0,1371000000.0,1353064000.0,60599000.0,-42814000.0,-752323000.0,-752323000.0,-53078000.0,-37274000.0,-37274000.0,-661971000.0,-673000000.0,-843000000.0,170000000.0,11029000.0,-3855000.0,14884000.0,-143871000.0,-143871000.0,24465000.0,26127000.0,0.0,0.0,-54382000.0,-54382000.0,-93733000.0,853380000.0,853380000.0,67114000.0,-720000.0,563307000.0,-328279000.0,315364000.0,,,81269000.0,-632381000.0,281600000.0,22984000.0,3299000.0,0.0,156962000.0,156962000.0,-172688000.0,-161183000.0,-2243000.0,494829000.0,2023-12-31,-46348000.0,21401000.0,-67749000.0
