ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,investmentsin_subsidiariesat_cost,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
311014160.0,311014160.0,863968000.0,3492234000.0,792185000.0,10035531000.0,286687000.0,792185000.0,1309976000.0,7853273000.0,8938985000.0,8605732000.0,752459000.0,7853273000.0,-982780000.0,,-863862000.0,-118918000.0,8832943000.0,0.0,3110000.0,3110000.0,11907657000.0,3665663000.0,1013926000.0,203567000.0,282073000.0,282073000.0,2166097000.0,1080385000.0,1085712000.0,8241994000.0,226170000.0,276334000.0,276334000.0,1326137000.0,229591000.0,1096546000.0,470706000.0,625840000.0,1691118000.0,4722235000.0,4722235000.0,1459001000.0,184453000.0,184453000.0,3078781000.0,20513389000.0,11984708000.0,1109666000.0,265554000.0,265554000.0,189390000.0,1317705000.0,1317705000.0,1317705000.0,172253000.0,7061088000.0,2192706000.0,4868382000.0,1869052000.0,-1386261000.0,3255313000.0,611082000.0,185332000.0,1033011000.0,1425888000.0,0.0,8528681000.0,557009000.0,86559000.0,311508000.0,6255315000.0,391626000.0,81528000.0,455354000.0,5326807000.0,-92354000.0,5419161000.0,1318290000.0,1318290000.0,2022-12-31
310786159.0,310786159.0,2297166000.0,4813683000.0,773077000.0,11388325000.0,328938000.0,773077000.0,1285192000.0,7859834000.0,8946102000.0,8642410000.0,782576000.0,7859834000.0,-953098000.0,-953098000.0,,,8809824000.0,0.0,3108000.0,3108000.0,12387687000.0,3670225000.0,1044749000.0,209704000.0,276681000.0,276681000.0,2139091000.0,1052823000.0,1086268000.0,8717462000.0,236241000.0,262189000.0,262189000.0,2674592000.0,232369000.0,2442223000.0,450586000.0,1991637000.0,932619000.0,4611821000.0,4611821000.0,1410582000.0,192754000.0,192754000.0,3008485000.0,21030097000.0,11983697000.0,1134548000.0,274843000.0,274843000.0,198161000.0,1295088000.0,1295088000.0,1295088000.0,180290000.0,7086757000.0,2152939000.0,4933818000.0,1814010000.0,-1458857000.0,3272867000.0,,,3272867000.0,,,9046400000.0,611098000.0,88464000.0,329361000.0,6786152000.0,384010000.0,140922000.0,792294000.0,5468926000.0,-92086000.0,5561012000.0,1231325000.0,1231325000.0,2023-03-31
310876434.0,310876434.0,2821262000.0,5376601000.0,924435000.0,12180494000.0,1316668000.0,924435000.0,1294165000.0,8098058000.0,10157855000.0,8893637000.0,795579000.0,8098058000.0,-928788000.0,-928788000.0,,,9011227000.0,12510000.0,3109000.0,3109000.0,12838430000.0,4685390000.0,1125123000.0,169096000.0,280033000.0,280033000.0,3111138000.0,1051341000.0,2059797000.0,8153040000.0,189452000.0,263703000.0,263703000.0,2265463000.0,242824000.0,2022639000.0,442404000.0,1580235000.0,1013554000.0,4420868000.0,4420868000.0,1365963000.0,168702000.0,168702000.0,2886203000.0,21732067000.0,12262359000.0,1224198000.0,306430000.0,306430000.0,206151000.0,1306769000.0,1306769000.0,1306769000.0,212554000.0,7173623000.0,2129915000.0,5043708000.0,1832634000.0,-1529028000.0,3361662000.0,,,3361662000.0,,,9469708000.0,634997000.0,96152000.0,352678000.0,7124707000.0,369652000.0,192593000.0,1009770000.0,5552692000.0,-96764000.0,5649456000.0,1261174000.0,1261174000.0,2023-06-30
304750283.0,304750283.0,3215668000.0,5766304000.0,658194000.0,12151785000.0,1459968000.0,658194000.0,1298535000.0,7684016000.0,10479871000.0,8460889000.0,776873000.0,7684016000.0,-1043685000.0,-1043685000.0,,,8724653000.0,0.0,3048000.0,3048000.0,13226528000.0,5359884000.0,1064629000.0,171683000.0,268086000.0,268086000.0,3855486000.0,1059631000.0,2795855000.0,7866644000.0,163311000.0,263093000.0,263093000.0,1910818000.0,238904000.0,1671914000.0,4795000.0,1667119000.0,1180446000.0,4348976000.0,4348976000.0,1285717000.0,161808000.0,161808000.0,2901451000.0,21687417000.0,12360805000.0,1236931000.0,332424000.0,332424000.0,166944000.0,1316395000.0,1316395000.0,1316395000.0,431817000.0,7025822000.0,2064321000.0,4961501000.0,1850472000.0,-1520669000.0,3371141000.0,,,3371141000.0,,,9326612000.0,343114000.0,100963000.0,324493000.0,7305941000.0,407652000.0,179653000.0,1010659000.0,5707977000.0,-103654000.0,5811631000.0,1252101000.0,1252101000.0,2023-09-30
304889140.0,304889140.0,2230000000.0,4826000000.0,1057000000.0,11762000000.0,1423000000.0,1057000000.0,1331000000.0,8267000000.0,11071000000.0,9067000000.0,800000000.0,8267000000.0,-924000000.0,,-807000000.0,-117000000.0,9188000000.0,0.0,3000000.0,3000000.0,13481000000.0,5238000000.0,903000000.0,187000000.0,255000000.0,255000000.0,3893000000.0,1089000000.0,2804000000.0,8243000000.0,218000000.0,298000000.0,298000000.0,933000000.0,242000000.0,691000000.0,25000000.0,666000000.0,1556000000.0,5238000000.0,5238000000.0,1459000000.0,217000000.0,217000000.0,3562000000.0,22548000000.0,12882000000.0,1547000000.0,361000000.0,361000000.0,153000000.0,1374000000.0,1374000000.0,1374000000.0,300000000.0,7210000000.0,2081000000.0,5129000000.0,1937000000.0,-1576000000.0,3513000000.0,658000000.0,186000000.0,1030000000.0,1639000000.0,0.0,9666000000.0,315000000.0,106000000.0,333000000.0,7647000000.0,443000000.0,159000000.0,675000000.0,6370000000.0,-102000000.0,6472000000.0,1265000000.0,1265000000.0,2023-12-31
