tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.226371,2853000000.0,1328000000.0,956000000.0,4427000000.0,2853000000.0,1897000000.0,-31000000.0,183000000.0,1328000000.0,1328000000.0,6183000000.0,1687000000.0,497922000.0,493652000.0,2.67,2.69,1328000000.0,1328000000.0,1328000000.0,-33000000.0,1361000000.0,0.0,1361000000.0,35000000.0,388000000.0,1714000000.0,29000000.0,69000000.0,-31000000.0,183000000.0,1716000000.0,1756000000.0,956000000.0,956000000.0,36000000.0,764000000.0,3472000000.0,4427000000.0,7899000000.0,7899000000.0,2022-12-31
0.0,0.222,2926000000.0,1516000000.0,948000000.0,4431000000.0,2926000000.0,1978000000.0,-37000000.0,37000000.0,1516000000.0,1516000000.0,6237000000.0,1933000000.0,495676000.0,491817000.0,3.06,3.08,1516000000.0,1516000000.0,1516000000.0,-36000000.0,1552000000.0,,1552000000.0,41000000.0,430000000.0,1941000000.0,22000000.0,22000000.0,-37000000.0,37000000.0,1956000000.0,1806000000.0,948000000.0,948000000.0,36000000.0,822000000.0,3762000000.0,4431000000.0,8193000000.0,8193000000.0,2023-03-31
0.0,0.219,3016000000.0,1575000000.0,960000000.0,4316000000.0,3016000000.0,2056000000.0,-52000000.0,52000000.0,1575000000.0,1575000000.0,6144000000.0,2011000000.0,493549000.0,489618000.0,3.19,3.22,1575000000.0,1575000000.0,1575000000.0,-37000000.0,1612000000.0,,1612000000.0,46000000.0,438000000.0,2004000000.0,-4000000.0,-4000000.0,-52000000.0,52000000.0,2060000000.0,1828000000.0,960000000.0,960000000.0,35000000.0,833000000.0,3888000000.0,4316000000.0,8204000000.0,8204000000.0,2023-06-30
0.0,0.238,3046000000.0,1565000000.0,959000000.0,4314000000.0,3046000000.0,2087000000.0,-40000000.0,40000000.0,1565000000.0,1565000000.0,6117000000.0,2052000000.0,491076000.0,487122000.0,3.19,3.21,1565000000.0,1565000000.0,1565000000.0,-36000000.0,1601000000.0,,1601000000.0,41000000.0,487000000.0,2047000000.0,49000000.0,49000000.0,-40000000.0,40000000.0,2038000000.0,1803000000.0,959000000.0,959000000.0,36000000.0,808000000.0,3841000000.0,4314000000.0,8155000000.0,8155000000.0,2023-09-30
0.0,0.22996,3229000000.0,1543000000.0,949000000.0,4431000000.0,3229000000.0,2280000000.0,-71000000.0,284000000.0,1543000000.0,1543000000.0,6087000000.0,2028000000.0,488249000.0,484229000.0,3.16,3.19,1543000000.0,1543000000.0,1543000000.0,-33000000.0,1576000000.0,,1576000000.0,39000000.0,459000000.0,1996000000.0,-148000000.0,-55000000.0,-71000000.0,284000000.0,2215000000.0,1656000000.0,949000000.0,949000000.0,39000000.0,668000000.0,3871000000.0,4431000000.0,8302000000.0,8302000000.0,2023-12-31
