ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
246061744.0,246061744.0,,123000000.0,280000000.0,3235000000.0,157000000.0,280000000.0,123000000.0,3235000000.0,3235000000.0,3240000000.0,5000000.0,3235000000.0,,-954000000.0,-954000000.0,,,4189000000.0,4189000000.0,,1585000000.0,462000000.0,23000000.0,13000000.0,13000000.0,57000000.0,264000000.0,14000000.0,14000000.0,91000000.0,91000000.0,,1123000000.0,177000000.0,192000000.0,192000000.0,32000000.0,32000000.0,5000000.0,717000000.0,211000000.0,506000000.0,66000000.0,440000000.0,4825000000.0,3545000000.0,343000000.0,2955000000.0,479000000.0,2476000000.0,247000000.0,-460000000.0,707000000.0,35000000.0,458000000.0,199000000.0,15000000.0,0.0,1280000000.0,119000000.0,345000000.0,145000000.0,51000000.0,149000000.0,816000000.0,816000000.0,,,,,2022-12-31,
246300000.0,246300000.0,2330000000.0,2580000000.0,-1933000000.0,3608000000.0,486000000.0,-1933000000.0,,1028000000.0,3608000000.0,1033000000.0,5000000.0,1028000000.0,,-926000000.0,-926000000.0,0.0,1952000000.0,2000000.0,2000000.0,,4059000000.0,3052000000.0,472000000.0,,,,,,,2580000000.0,,2580000000.0,1007000000.0,,,,,,,1007000000.0,615000000.0,392000000.0,,392000000.0,5092000000.0,3599000000.0,389000000.0,2961000000.0,455000000.0,2506000000.0,249000000.0,,,,,,,,1493000000.0,101000000.0,333000000.0,143000000.0,49000000.0,141000000.0,809000000.0,809000000.0,,,250000000.0,250000000.0,2023-06-30,
246300000.0,246300000.0,2178000000.0,2604000000.0,-1875000000.0,3642000000.0,626000000.0,-1875000000.0,,1038000000.0,3642000000.0,1043000000.0,5000000.0,1038000000.0,2021000000.0,-985000000.0,-985000000.0,,,2000000.0,2000000.0,0.0,4117000000.0,3083000000.0,479000000.0,,,,,,,2604000000.0,,2604000000.0,1034000000.0,,,,,,,1034000000.0,680000000.0,354000000.0,,354000000.0,5160000000.0,3500000000.0,339000000.0,2913000000.0,433000000.0,2480000000.0,248000000.0,-462000000.0,710000000.0,,,,,,1660000000.0,102000000.0,316000000.0,134000000.0,45000000.0,137000000.0,816000000.0,816000000.0,-36000000.0,852000000.0,426000000.0,426000000.0,2023-09-30,
246400000.0,246400000.0,1867000000.0,2777000000.0,-1577000000.0,4012000000.0,808000000.0,-1577000000.0,148000000.0,1383000000.0,4012000000.0,1389000000.0,6000000.0,1383000000.0,,-954000000.0,-954000000.0,178000000.0,2157000000.0,2000000.0,2000000.0,0.0,4304000000.0,3039000000.0,21000000.0,30000000.0,30000000.0,44000000.0,185000000.0,15000000.0,15000000.0,2744000000.0,115000000.0,2629000000.0,1265000000.0,264000000.0,208000000.0,208000000.0,33000000.0,33000000.0,6000000.0,754000000.0,184000000.0,570000000.0,139000000.0,431000000.0,5693000000.0,3620000000.0,398000000.0,2960000000.0,427000000.0,2533000000.0,262000000.0,-472000000.0,734000000.0,26000000.0,491000000.0,202000000.0,15000000.0,0.0,2073000000.0,188000000.0,297000000.0,126000000.0,42000000.0,129000000.0,826000000.0,826000000.0,-36000000.0,862000000.0,762000000.0,762000000.0,2023-12-31,0.0
246888641.0,246888641.0,1791000000.0,2618000000.0,-1430000000.0,4100000000.0,961000000.0,-1430000000.0,,1482000000.0,4100000000.0,1488000000.0,6000000.0,1482000000.0,,-981000000.0,-981000000.0,340000000.0,2121000000.0,2000000.0,2000000.0,0.0,4220000000.0,3064000000.0,446000000.0,,,,,,,2618000000.0,,2618000000.0,1156000000.0,,,,,,,1156000000.0,754000000.0,402000000.0,,402000000.0,5708000000.0,3591000000.0,415000000.0,2912000000.0,413000000.0,2499000000.0,264000000.0,-474000000.0,738000000.0,,,,,,2117000000.0,167000000.0,308000000.0,132000000.0,43000000.0,133000000.0,815000000.0,815000000.0,-35000000.0,850000000.0,827000000.0,827000000.0,2024-03-31,
