ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
70628950.0,70628950.0,4705162000.0,5271278000.0,2011126000.0,10728562000.0,622921000.0,2011126000.0,463298000.0,5920582000.0,10647115000.0,5970045000.0,49463000.0,5920582000.0,-604127000.0,-9668000.0,-9668000.0,6533667000.0,710000.0,710000.0,7524143000.0,5609724000.0,487669000.0,5122055000.0,395522000.0,4726533000.0,1914419000.0,2397000.0,2397000.0,149223000.0,67776000.0,81447000.0,81447000.0,470858000.0,1291941000.0,539843000.0,16243000.0,752098000.0,115497000.0,4608000.0,636601000.0,13494188000.0,10956848000.0,599623000.0,74661000.0,68397000.0,3909456000.0,3909456000.0,6373108000.0,-5167394000.0,11540502000.0,102494000.0,562825000.0,454650000.0,2936992000.0,6756228000.0,727313000.0,0.0,2537340000.0,198283000.0,218517000.0,218517000.0,2017722000.0,2017722000.0,102818000.0,102818000.0,2022-12-31
70042765.0,70042765.0,4693587000.0,5273233000.0,2098202000.0,10815664000.0,695715000.0,2098202000.0,469677000.0,6012108000.0,10719429000.0,6056686000.0,44578000.0,6012108000.0,-618326000.0,-5046000.0,-5046000.0,6634774000.0,706000.0,706000.0,7499273000.0,5635889000.0,532080000.0,5103809000.0,396488000.0,4707321000.0,1863384000.0,,,169424000.0,73189000.0,96235000.0,96235000.0,,1693960000.0,,,1693960000.0,57858000.0,57858000.0,1636102000.0,13555959000.0,10996860000.0,573719000.0,96905000.0,90918000.0,3913906000.0,3913906000.0,6412330000.0,-5297174000.0,11709504000.0,,,11709504000.0,,,,,2559099000.0,200710000.0,216236000.0,216236000.0,2032184000.0,2032184000.0,109969000.0,109969000.0,2023-03-31
69393142.0,69393142.0,4636981000.0,5177790000.0,2157460000.0,10803614000.0,589367000.0,2157460000.0,461358000.0,6087182000.0,10692257000.0,6132972000.0,45790000.0,6087182000.0,-632473000.0,13429000.0,13429000.0,6705525000.0,701000.0,701000.0,7599337000.0,5563990000.0,571206000.0,4992784000.0,387709000.0,4605075000.0,2035347000.0,,,185006000.0,73649000.0,111357000.0,111357000.0,,1850341000.0,,,1850341000.0,6962000.0,6962000.0,1843379000.0,13732309000.0,11107595000.0,587908000.0,115631000.0,109773000.0,3929722000.0,3929722000.0,6474334000.0,-5413892000.0,11888226000.0,,,11888226000.0,,,,,2624714000.0,226405000.0,215380000.0,215380000.0,2103478000.0,2103478000.0,79451000.0,79451000.0,2023-06-30
68258704.0,68258704.0,4841861000.0,5383834000.0,2152793000.0,10987544000.0,763186000.0,2152793000.0,461205000.0,6064915000.0,10860989000.0,6111202000.0,46287000.0,6064915000.0,,,,,,,7762268000.0,5772453000.0,587829000.0,5184624000.0,388550000.0,4796074000.0,1989815000.0,,,199210000.0,72655000.0,126555000.0,126555000.0,,1790605000.0,,,1790605000.0,7145000.0,7145000.0,1783460000.0,13873470000.0,11120469000.0,570728000.0,106642000.0,99580000.0,3912122000.0,3912122000.0,6530977000.0,-5523135000.0,12054112000.0,,,12054112000.0,,,,,2753001000.0,223303000.0,214587000.0,214587000.0,2234343000.0,2234343000.0,80768000.0,80768000.0,2023-09-30
68258704.0,68258704.0,4793030000.0,5366628000.0,2216594000.0,11061470000.0,798003000.0,2216594000.0,454159000.0,6149001000.0,10934784000.0,6201906000.0,52905000.0,6149001000.0,-659890000.0,9289000.0,9289000.0,6798930000.0,672000.0,672000.0,7765696000.0,5752349000.0,584007000.0,5168342000.0,382559000.0,4785783000.0,2013347000.0,5375000.0,5375000.0,198286000.0,71600000.0,126686000.0,126686000.0,549470000.0,1260216000.0,490010000.0,17436000.0,770206000.0,156232000.0,2046000.0,613974000.0,13967602000.0,11156252000.0,572754000.0,92600000.0,85626000.0,3932407000.0,3932407000.0,6558491000.0,-5652518000.0,12211009000.0,101318000.0,732184000.0,3500301000.0,,7139980000.0,737226000.0,0.0,2811350000.0,236658000.0,216988000.0,216988000.0,2238265000.0,2238265000.0,119439000.0,119439000.0,2023-12-31
