free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
132858000.0,-109534000.0,104748000.0,0.0,3669000.0,-164446000.0,41144000.0,68668000.0,200837000.0,165381000.0,1915000.0,33541000.0,-15373000.0,-15373000.0,1000.0,-14257000.0,-14257000.0,-105865000.0,-109534000.0,3669000.0,104748000.0,104748000.0,104748000.0,0.0,-248390000.0,-248390000.0,0.0,-82301000.0,-1643000.0,0.0,-1643000.0,0.0,-164446000.0,-164446000.0,297304000.0,297304000.0,-44702000.0,44284000.0,-2301000.0,16511000.0,41121000.0,1306000.0,-24610000.0,-24610000.0,-24610000.0,-103196000.0,-103196000.0,-56903000.0,22637000.0,57550000.0,148353000.0,148353000.0,0.0,170369000.0,2022-12-31
122001000.0,-85039000.0,-16489000.0,11300000.0,2988000.0,-168752000.0,50279000.0,2360000.0,209038000.0,200837000.0,1650000.0,6551000.0,-105891000.0,-105891000.0,-4437000.0,-14214000.0,-14214000.0,-82051000.0,-85039000.0,2988000.0,-5189000.0,-5189000.0,-16489000.0,11300000.0,-178311000.0,-178311000.0,9259000.0,-18818000.0,0.0,0.0,,,-168752000.0,-168752000.0,290753000.0,290753000.0,-15112000.0,-112575000.0,24727000.0,88459000.0,41883000.0,-662000.0,46576000.0,46576000.0,46576000.0,-15723000.0,-15723000.0,-18800000.0,20964000.0,,141621000.0,141621000.0,-295000.0,162375000.0,2023-03-31
195036000.0,-124717000.0,-77068000.0,-11300000.0,3610000.0,-167912000.0,47018000.0,131480000.0,179307000.0,209038000.0,727000.0,-30458000.0,-223708000.0,-223708000.0,-184000.0,-14049000.0,-14049000.0,-121107000.0,-124717000.0,3610000.0,-88368000.0,-88368000.0,-77068000.0,-11300000.0,-169698000.0,-169698000.0,14429000.0,-12487000.0,-3728000.0,0.0,,,-167912000.0,-167912000.0,362948000.0,362948000.0,63822000.0,148262000.0,8019000.0,-26104000.0,53167000.0,555000.0,-79271000.0,-79271000.0,-79271000.0,-66355000.0,-66355000.0,-30063000.0,22098000.0,,143744000.0,143744000.0,-5955000.0,169302000.0,2023-06-30
-38336000.0,-175583000.0,39548000.0,165000000.0,3243000.0,-200001000.0,51950000.0,57349000.0,180639000.0,179307000.0,-1884000.0,3216000.0,17970000.0,17970000.0,-537000.0,-13701000.0,-13701000.0,-172340000.0,-175583000.0,3243000.0,204548000.0,204548000.0,39548000.0,165000000.0,-176419000.0,-176419000.0,0.0,23582000.0,0.0,0.0,0.0,,-200001000.0,-200001000.0,161665000.0,161665000.0,-135944000.0,-87032000.0,16239000.0,45879000.0,46424000.0,167000.0,-545000.0,-545000.0,-545000.0,-111030000.0,-111030000.0,-30234000.0,22640000.0,,137195000.0,137195000.0,0.0,168008000.0,2023-09-30
246041000.0,-162024000.0,-31471000.0,20100000.0,3813000.0,-206390000.0,51199000.0,66707000.0,214470000.0,180639000.0,2563000.0,31268000.0,-182316000.0,-182316000.0,782000.0,-13516000.0,-13516000.0,-158211000.0,-162024000.0,3813000.0,-11371000.0,-11371000.0,-31471000.0,20100000.0,-238847000.0,-238847000.0,499000.0,-32972000.0,16000.0,16000.0,0.0,,-206390000.0,-206390000.0,452431000.0,452431000.0,104302000.0,61135000.0,-468000.0,32971000.0,43181000.0,1133000.0,-10210000.0,-10210000.0,-10210000.0,10664000.0,10664000.0,-38992000.0,22018000.0,,145481000.0,145481000.0,0.0,219622000.0,2023-12-31
