tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.233728,413348000.0,174820000.0,148353000.0,381936000.0,413348000.0,264995000.0,-43887000.0,42660000.0,195000.0,174820000.0,174820000.0,3185596000.0,34551000.0,261384000.0,71792000.0,71165000.0,2.43,2.45,174664000.0,174664000.0,156000.0,174820000.0,4451000.0,170369000.0,170369000.0,51966000.0,222335000.0,4838000.0,4838000.0,-43887000.0,1422000.0,42660000.0,195000.0,261384000.0,2803660000.0,919673000.0,148353000.0,148353000.0,1735634000.0,1735634000.0,34551000.0,1701083000.0,3065044000.0,381936000.0,3446980000.0,3446980000.0,2022-12-31
0.0,0.242,405470000.0,163115000.0,141621000.0,379989000.0,405470000.0,263849000.0,-50876000.0,49748000.0,130000.0,163115000.0,163115000.0,3188818000.0,34922000.0,278700000.0,71487000.0,70535000.0,2.28,2.31,162986000.0,162986000.0,129000.0,163115000.0,740000.0,162375000.0,162375000.0,51726000.0,214101000.0,-13723000.0,-13723000.0,-50876000.0,1258000.0,49748000.0,130000.0,278700000.0,2808829000.0,878951000.0,141621000.0,141621000.0,1788257000.0,1788257000.0,34922000.0,1753335000.0,3087529000.0,379989000.0,3467518000.0,3467518000.0,2023-03-31
0.0,0.247,416233000.0,171313000.0,143744000.0,380294000.0,416233000.0,272489000.0,-48831000.0,47794000.0,222000.0,171313000.0,171313000.0,3268010000.0,35387000.0,280128000.0,70839000.0,70073000.0,2.42,2.44,171252000.0,171252000.0,61000.0,171313000.0,2011000.0,169302000.0,169302000.0,55393000.0,224695000.0,-6602000.0,-6602000.0,-48831000.0,1259000.0,47794000.0,222000.0,280128000.0,2887716000.0,938314000.0,143744000.0,143744000.0,1805658000.0,1805658000.0,35387000.0,1770271000.0,3167844000.0,380294000.0,3548138000.0,3548138000.0,2023-06-30
0.0,0.238,409926000.0,166989000.0,137195000.0,378667000.0,409926000.0,272731000.0,-53378000.0,52224000.0,106000.0,166989000.0,166989000.0,3277417000.0,35466000.0,285357000.0,69624000.0,68867000.0,2.4,2.42,166937000.0,166937000.0,52000.0,166989000.0,-1019000.0,168008000.0,168008000.0,52499000.0,220507000.0,-11472000.0,-11472000.0,-53378000.0,1260000.0,52224000.0,106000.0,285357000.0,2898750000.0,941219000.0,137195000.0,137195000.0,1820336000.0,1820336000.0,35466000.0,1784870000.0,3184107000.0,378667000.0,3562774000.0,3562774000.0,2023-09-30
0.0,0.218769,479049000.0,216378000.0,145481000.0,393878000.0,479049000.0,333568000.0,-53589000.0,52445000.0,114000.0,216378000.0,216378000.0,3372350000.0,35251000.0,331196000.0,,,,,216312000.0,216312000.0,66000.0,216378000.0,-3244000.0,219622000.0,219622000.0,61501000.0,281123000.0,3516000.0,3516000.0,-53589000.0,1258000.0,52445000.0,114000.0,331196000.0,2978472000.0,998732000.0,145481000.0,145481000.0,1834259000.0,1834259000.0,35251000.0,1799008000.0,3309668000.0,393878000.0,3703546000.0,3703546000.0,2023-12-31
