ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
127521000.0,127521000.0,1038483000.0,2587970000.0,3039204000.0,1311346000.0,2587970000.0,1038483000.0,3039204000.0,3039204000.0,3039204000.0,3039204000.0,-291807000.0,-291807000.0,2874955000.0,455444000.0,612000.0,612000.0,0.0,2270232000.0,947397000.0,17585000.0,28555000.0,50884000.0,50884000.0,850373000.0,850373000.0,1322835000.0,64619000.0,171659000.0,171659000.0,188110000.0,188110000.0,184122000.0,45929000.0,668396000.0,276058000.0,392338000.0,91468000.0,80947000.0,300870000.0,5309436000.0,2675255000.0,122649000.0,26608000.0,5587000.0,5587000.0,451234000.0,64719000.0,386515000.0,2069177000.0,-918450000.0,2987627000.0,743770000.0,208631000.0,946687000.0,992461000.0,26834000.0,69244000.0,0.0,2634181000.0,63838000.0,46813000.0,136626000.0,1741716000.0,-73694000.0,1815410000.0,292564000.0,196385000.0,96179000.0,352624000.0,352624000.0,2022-10-31
127321000.0,127321000.0,1070334000.0,3102694000.0,3148799000.0,1667255000.0,3102694000.0,1070334000.0,3148799000.0,3148799000.0,3148799000.0,3148799000.0,-252584000.0,-252584000.0,2926127000.0,474645000.0,611000.0,611000.0,0.0,2458239000.0,966041000.0,20040000.0,28555000.0,55084000.0,55084000.0,862362000.0,862362000.0,1492198000.0,64030000.0,251478000.0,251478000.0,207972000.0,207972000.0,248167000.0,55528000.0,665023000.0,297887000.0,367136000.0,194404000.0,174221000.0,172732000.0,5607038000.0,2447585000.0,127598000.0,28447000.0,6402000.0,6402000.0,46105000.0,21961000.0,24144000.0,2239033000.0,-987298000.0,3226331000.0,818071000.0,244898000.0,969419000.0,1084401000.0,28850000.0,80692000.0,0.0,3159453000.0,79962000.0,16707000.0,142003000.0,1447367000.0,-124614000.0,1571981000.0,318547000.0,185641000.0,132906000.0,1154867000.0,1154867000.0,2023-01-31
127215000.0,127215000.0,1099088000.0,3275953000.0,3320076000.0,1796531000.0,3275953000.0,1099088000.0,3320076000.0,3320076000.0,3320076000.0,3320076000.0,-277614000.0,-277614000.0,3118584000.0,478496000.0,610000.0,610000.0,0.0,2251468000.0,994697000.0,23027000.0,28555000.0,54533000.0,54533000.0,888582000.0,888582000.0,1256771000.0,46807000.0,223970000.0,223970000.0,210506000.0,210506000.0,125053000.0,44999000.0,605436000.0,268120000.0,337316000.0,49852000.0,30213000.0,287464000.0,5571544000.0,2518242000.0,132780000.0,28945000.0,6130000.0,6130000.0,44123000.0,20082000.0,24041000.0,2306264000.0,-1023793000.0,3330057000.0,855745000.0,209879000.0,993471000.0,1163132000.0,28898000.0,78932000.0,0.0,3053302000.0,72024000.0,17388000.0,143109000.0,1580313000.0,-142316000.0,1722629000.0,289861000.0,182393000.0,107468000.0,950607000.0,950607000.0,2023-04-30
126729000.0,126729000.0,1193573000.0,3491102000.0,3533482000.0,1937563000.0,3491102000.0,1193573000.0,3533482000.0,3533482000.0,3533482000.0,3533482000.0,-239842000.0,-239842000.0,3267589000.0,505127000.0,608000.0,608000.0,0.0,2458976000.0,1072606000.0,24748000.0,15864000.0,55258000.0,55258000.0,976736000.0,976736000.0,1386370000.0,58314000.0,216116000.0,216116000.0,216837000.0,216837000.0,192289000.0,48151000.0,654663000.0,320998000.0,333665000.0,34751000.0,20576000.0,298914000.0,5992458000.0,2668525000.0,143569000.0,30018000.0,6188000.0,6188000.0,42380000.0,18204000.0,24176000.0,2446370000.0,-1092252000.0,3538622000.0,879240000.0,216407000.0,1079198000.0,1253684000.0,29333000.0,80760000.0,0.0,3323933000.0,59435000.0,22262000.0,142816000.0,1660753000.0,-155918000.0,1816671000.0,331137000.0,224916000.0,106221000.0,1107530000.0,1107530000.0,2023-07-31
126237961.0,126237961.0,1168092000.0,3501937000.0,3525849000.0,1916785000.0,3501937000.0,1168092000.0,3525849000.0,3525849000.0,3525849000.0,3525849000.0,-315830000.0,-315830000.0,3304683000.0,536390000.0,606000.0,606000.0,0.0,2496415000.0,1048301000.0,27650000.0,15864000.0,53833000.0,53833000.0,950954000.0,950954000.0,1448114000.0,49234000.0,213256000.0,213256000.0,217138000.0,217138000.0,250479000.0,52692000.0,665315000.0,305411000.0,359904000.0,50580000.0,27231000.0,309324000.0,6022264000.0,2657365000.0,135193000.0,29839000.0,5896000.0,5896000.0,23912000.0,,23912000.0,2462525000.0,-1124107000.0,3586632000.0,921629000.0,224258000.0,1048607000.0,1286486000.0,28479000.0,77173000.0,0.0,3364899000.0,50527000.0,15854000.0,136501000.0,1663617000.0,-188908000.0,1852525000.0,407262000.0,300258000.0,107004000.0,1091138000.0,1091138000.0,2023-10-31
126222000.0,126222000.0,1403282000.0,4207998000.0,4232081000.0,2429316000.0,4207998000.0,1403282000.0,4232081000.0,4232081000.0,4232081000.0,4232081000.0,-264256000.0,-264256000.0,3920362000.0,575369000.0,606000.0,606000.0,0.0,2859860000.0,1228599000.0,29201000.0,15864000.0,29522000.0,29522000.0,1154012000.0,1154012000.0,1631261000.0,60627000.0,306479000.0,306479000.0,249270000.0,249270000.0,326110000.0,61634000.0,627141000.0,263514000.0,363627000.0,15186000.0,12098000.0,348441000.0,7091941000.0,3031364000.0,154859000.0,31825000.0,9176000.0,9176000.0,24083000.0,,24083000.0,2811421000.0,-1217425000.0,4028846000.0,1006926000.0,247943000.0,1265610000.0,1399837000.0,29032000.0,79498000.0,0.0,4060577000.0,46652000.0,647000.0,137203000.0,1323602000.0,-141474000.0,1465076000.0,308502000.0,183733000.0,124769000.0,2243971000.0,2243971000.0,2024-01-31
