tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,impairment_of_capital_assets,restructuring_and_mergern_acquisition,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.276,431615000.0,0.0,0.0,255470000.0,79188000.0,741038000.0,431615000.0,352427000.0,255470000.0,255470000.0,1504462000.0,352427000.0,127820000.0,127511000.0,2.0,2.0,255470000.0,255470000.0,255470000.0,255470000.0,255470000.0,97288000.0,352758000.0,331000.0,331000.0,0.0,0.0,0.0,0.0,352427000.0,686425000.0,2189000.0,2189000.0,2189000.0,2189000.0,684236000.0,1038852000.0,818037000.0,1856889000.0,1856889000.0,2022-10-31
-85661730.0,0.21,1210414000.0,-407913000.0,-407913000.0,119811000.0,80162000.0,1166230000.0,802501000.0,722339000.0,442062270.0,119811000.0,2049499000.0,314426000.0,127802000.0,127456000.0,0.94,0.94,119811000.0,119811000.0,119811000.0,119811000.0,119811000.0,198324000.0,318135000.0,-404204000.0,3709000.0,-407913000.0,0.0,,0.0,722339000.0,805280000.0,2173000.0,2173000.0,2173000.0,2173000.0,803107000.0,1527619000.0,1244219000.0,2771838000.0,2771838000.0,2023-01-31
0.0,0.291,485530000.0,,,290405000.0,84116000.0,767749000.0,485530000.0,401414000.0,290405000.0,290405000.0,1599378000.0,401414000.0,127621000.0,127246000.0,2.28,2.28,290405000.0,290405000.0,290405000.0,290405000.0,290405000.0,119034000.0,409439000.0,8025000.0,8025000.0,,,,,401414000.0,749391000.0,1878000.0,1878000.0,1878000.0,1878000.0,747513000.0,1150805000.0,849987000.0,2000792000.0,2000792000.0,2023-04-30
0.0,0.298,573266000.0,0.0,0.0,341603000.0,94009000.0,818524000.0,573266000.0,479257000.0,341603000.0,341603000.0,1729908000.0,479257000.0,127263000.0,126969000.0,2.68,2.69,341603000.0,341603000.0,341603000.0,341603000.0,341603000.0,145016000.0,486619000.0,7362000.0,7362000.0,0.0,0.0,,,479257000.0,819254000.0,1879000.0,1879000.0,1879000.0,1879000.0,817375000.0,1298511000.0,910654000.0,2209165000.0,2209165000.0,2023-07-31
-21232785.0,0.285,585086000.0,-74501000.0,-74501000.0,248714000.0,97969000.0,850838000.0,510585000.0,412616000.0,301982215.0,248714000.0,1791602000.0,338115000.0,126770000.0,126460000.0,1.96,1.97,248714000.0,248714000.0,248714000.0,248714000.0,248714000.0,99243000.0,347957000.0,-64659000.0,9842000.0,-74501000.0,0.0,74501000.0,,412616000.0,844048000.0,1253000.0,1253000.0,1253000.0,1253000.0,842795000.0,1256664000.0,947554000.0,2204218000.0,2204218000.0,2023-10-31
0.0,0.281471,1017180000.0,0.0,0.0,669468000.0,103290000.0,1198388000.0,1017180000.0,913890000.0,669468000.0,669468000.0,2291213000.0,913890000.0,,,,,669468000.0,669468000.0,669468000.0,669468000.0,669468000.0,262252000.0,931720000.0,17830000.0,17830000.0,0.0,0.0,0.0,,913890000.0,989535000.0,0.0,0.0,0.0,0.0,989535000.0,1903425000.0,1301678000.0,3205103000.0,3205103000.0,2024-01-31
