free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,other_cash_adjustment_inside_changein_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
307000000.0,-59000000.0,-5000000.0,-204000000.0,36000000.0,-98000000.0,87000000.0,56000000.0,837000000.0,562000000.0,-32000000.0,232000000.0,,-416000000.0,-416000000.0,-184000000.0,-23000000.0,-59000000.0,36000000.0,-209000000.0,-220000000.0,-17000000.0,-203000000.0,11000000.0,12000000.0,-1000000.0,264000000.0,264000000.0,,359000000.0,366000000.0,-7000000.0,-94000000.0,4000000.0,-98000000.0,405000000.0,405000000.0,4000000.0,,-30000000.0,13000000.0,4000000.0,4000000.0,133000000.0,133000000.0,-180000000.0,2000000.0,,42000000.0,,,461000000.0,2022-12-31
52000000.0,-160000000.0,-241000000.0,298000000.0,1000000.0,-132000000.0,75000000.0,39000000.0,564000000.0,837000000.0,-2000000.0,-271000000.0,,-282000000.0,-282000000.0,-180000000.0,-159000000.0,-160000000.0,1000000.0,57000000.0,358000000.0,,275000000.0,-301000000.0,-324000000.0,23000000.0,-173000000.0,-173000000.0,0.0,-45000000.0,-5000000.0,-40000000.0,-128000000.0,4000000.0,-132000000.0,184000000.0,184000000.0,-173000000.0,,46000000.0,13000000.0,-31000000.0,-31000000.0,144000000.0,144000000.0,6000000.0,2000000.0,,4000000.0,0.0,0.0,179000000.0,2023-03-31
788000000.0,-232000000.0,-62000000.0,-182000000.0,1000000.0,-144000000.0,,,689000000.0,564000000.0,6000000.0,119000000.0,,-653000000.0,-653000000.0,-178000000.0,-231000000.0,-232000000.0,1000000.0,-244000000.0,-739000000.0,,-681000000.0,495000000.0,-4000000.0,499000000.0,-160000000.0,-160000000.0,0.0,-34000000.0,0.0,-34000000.0,-126000000.0,18000000.0,-144000000.0,932000000.0,932000000.0,604000000.0,809000000.0,-15000000.0,12000000.0,-14000000.0,-14000000.0,158000000.0,158000000.0,3000000.0,5000000.0,,-1000000.0,0.0,-1000000.0,184000000.0,2023-06-30
-259000000.0,-76000000.0,-20000000.0,413000000.0,0.0,-124000000.0,57000000.0,53000000.0,524000000.0,689000000.0,-29000000.0,-136000000.0,0.0,141000000.0,141000000.0,-176000000.0,-76000000.0,-76000000.0,0.0,393000000.0,413000000.0,,413000000.0,-20000000.0,-20000000.0,0.0,-142000000.0,-142000000.0,,-22000000.0,0.0,-22000000.0,-120000000.0,4000000.0,-124000000.0,-135000000.0,-135000000.0,-490000000.0,-490000000.0,51000000.0,-5000000.0,-6000000.0,-6000000.0,149000000.0,149000000.0,12000000.0,4000000.0,1000000.0,7000000.0,,,154000000.0,2023-09-30
242000000.0,-5000000.0,-51000000.0,-91000000.0,0.0,-121000000.0,105000000.0,71000000.0,430000000.0,524000000.0,-11000000.0,-83000000.0,,-332000000.0,-332000000.0,-185000000.0,-5000000.0,-5000000.0,0.0,-142000000.0,-135000000.0,,-91000000.0,-7000000.0,-7000000.0,,-114000000.0,-114000000.0,,0.0,0.0,0.0,-114000000.0,7000000.0,-121000000.0,363000000.0,363000000.0,45000000.0,,-7000000.0,11000000.0,1000000.0,1000000.0,146000000.0,146000000.0,31000000.0,3000000.0,1000000.0,28000000.0,,,136000000.0,2023-12-31
