tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_business
14271000.0,0.067,493000000.0,213000000.0,213000000.0,459000000.0,133000000.0,2980000000.0,706000000.0,573000000.0,-68000000.0,79000000.0,11000000.0,260271000.0,459000000.0,3296000000.0,559000000.0,1485000000.0,1475000000.0,0.307,0.309,456000000.0,456000000.0,3000000.0,459000000.0,-2000000.0,461000000.0,461000000.0,,33000000.0,494000000.0,216000000.0,3000000.0,213000000.0,-213000000.0,-68000000.0,79000000.0,11000000.0,346000000.0,316000000.0,-6000000.0,24000000.0,298000000.0,662000000.0,2980000000.0,3642000000.0,3642000000.0,2022-12-31,
-8000000.0,0.16,493000000.0,-50000000.0,-50000000.0,177000000.0,144000000.0,2994000000.0,443000000.0,299000000.0,-71000000.0,86000000.0,15000000.0,219000000.0,177000000.0,3335000000.0,282000000.0,1476000000.0,1470000000.0,0.119,0.12,176000000.0,176000000.0,1000000.0,177000000.0,-2000000.0,179000000.0,179000000.0,,34000000.0,213000000.0,-48000000.0,2000000.0,-50000000.0,50000000.0,-71000000.0,86000000.0,15000000.0,332000000.0,341000000.0,-3000000.0,27000000.0,317000000.0,673000000.0,2994000000.0,3667000000.0,3667000000.0,2023-03-31,
-15650793.650794,0.269841,534000000.0,-58000000.0,-58000000.0,180000000.0,158000000.0,2951000000.0,476000000.0,318000000.0,-70000000.0,66000000.0,-4000000.0,222349206.349206,180000000.0,3290000000.0,325000000.0,1456000000.0,1452000000.0,0.123,0.124,179000000.0,179000000.0,1000000.0,180000000.0,-4000000.0,184000000.0,184000000.0,,68000000.0,252000000.0,-61000000.0,-3000000.0,-58000000.0,58000000.0,-70000000.0,66000000.0,-4000000.0,383000000.0,339000000.0,-15000000.0,25000000.0,329000000.0,722000000.0,2951000000.0,3673000000.0,3673000000.0,2023-06-30,
-5628000.0,0.201,456000000.0,-28000000.0,-28000000.0,152000000.0,149000000.0,2798000000.0,428000000.0,279000000.0,-75000000.0,85000000.0,10000000.0,174372000.0,152000000.0,3145000000.0,270000000.0,1439000000.0,1439000000.0,0.105,0.105,151000000.0,151000000.0,1000000.0,152000000.0,-2000000.0,154000000.0,154000000.0,-1000000.0,39000000.0,194000000.0,-29000000.0,-1000000.0,-28000000.0,28000000.0,-75000000.0,85000000.0,10000000.0,298000000.0,347000000.0,18000000.0,27000000.0,302000000.0,645000000.0,2798000000.0,3443000000.0,3443000000.0,2023-09-30,
-4080000.0,0.17,424000000.0,-24000000.0,-24000000.0,134000000.0,146000000.0,2630000000.0,400000000.0,254000000.0,-78000000.0,89000000.0,11000000.0,153920000.0,134000000.0,2985000000.0,242000000.0,1440000000.0,1439000000.0,0.092,0.093,133000000.0,133000000.0,1000000.0,134000000.0,-2000000.0,136000000.0,136000000.0,-1000000.0,28000000.0,165000000.0,-23000000.0,1000000.0,-24000000.0,24000000.0,-78000000.0,89000000.0,11000000.0,266000000.0,355000000.0,28000000.0,28000000.0,299000000.0,621000000.0,2630000000.0,3251000000.0,3251000000.0,2023-12-31,0.0
