treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
2000000.0,1484000000.0,1486000000.0,6065000000.0,7378000000.0,-2505000000.0,11255000000.0,1470000000.0,-2505000000.0,476000000.0,4353000000.0,11193000000.0,4411000000.0,58000000.0,4353000000.0,-901000000.0,-901000000.0,18000000.0,866000000.0,4391000000.0,15000000.0,15000000.0,13064000000.0,8671000000.0,488000000.0,200000000.0,667000000.0,667000000.0,7316000000.0,476000000.0,6840000000.0,4393000000.0,1202000000.0,62000000.0,62000000.0,,,3129000000.0,344000000.0,2785000000.0,2785000000.0,17475000000.0,11612000000.0,304000000.0,91000000.0,129000000.0,129000000.0,6858000000.0,1577000000.0,5281000000.0,4230000000.0,,4230000000.0,4230000000.0,,,,,5863000000.0,545000000.0,0.0,2509000000.0,1304000000.0,1205000000.0,1972000000.0,1972000000.0,-23000000.0,1995000000.0,837000000.0,837000000.0,2022-12-31
1000000.0,1470000000.0,1471000000.0,6449000000.0,7479000000.0,-2638000000.0,11261000000.0,1180000000.0,-2638000000.0,466000000.0,4248000000.0,11052000000.0,4308000000.0,60000000.0,4248000000.0,-857000000.0,-857000000.0,14000000.0,863000000.0,4241000000.0,15000000.0,15000000.0,12970000000.0,8562000000.0,449000000.0,199000000.0,644000000.0,644000000.0,7270000000.0,466000000.0,6804000000.0,4408000000.0,1312000000.0,209000000.0,209000000.0,,,2887000000.0,359000000.0,2528000000.0,2528000000.0,17278000000.0,11690000000.0,300000000.0,93000000.0,136000000.0,136000000.0,6886000000.0,1548000000.0,5338000000.0,4275000000.0,,4275000000.0,4275000000.0,,,,,5588000000.0,570000000.0,0.0,2420000000.0,1302000000.0,1118000000.0,2034000000.0,2034000000.0,-22000000.0,2056000000.0,564000000.0,564000000.0,2023-03-31
1000000.0,1447000000.0,1448000000.0,6057000000.0,7209000000.0,-2864000000.0,10772000000.0,832000000.0,-2864000000.0,463000000.0,4026000000.0,10679000000.0,4090000000.0,64000000.0,4026000000.0,-862000000.0,-862000000.0,12000000.0,865000000.0,4021000000.0,14000000.0,14000000.0,12913000000.0,8437000000.0,481000000.0,224000000.0,616000000.0,616000000.0,7116000000.0,463000000.0,6653000000.0,4476000000.0,1297000000.0,93000000.0,93000000.0,13000000.0,80000000.0,3086000000.0,396000000.0,2690000000.0,2690000000.0,17003000000.0,11695000000.0,309000000.0,67000000.0,134000000.0,134000000.0,6890000000.0,1524000000.0,5366000000.0,4295000000.0,-4008000000.0,8303000000.0,533000000.0,6084000000.0,1483000000.0,203000000.0,0.0,5308000000.0,531000000.0,0.0,2213000000.0,1221000000.0,992000000.0,1875000000.0,1875000000.0,-21000000.0,1896000000.0,689000000.0,689000000.0,2023-06-30
1000000.0,1444000000.0,1445000000.0,6573000000.0,7558000000.0,-2934000000.0,10995000000.0,1080000000.0,-2934000000.0,461000000.0,3898000000.0,10877000000.0,3964000000.0,66000000.0,3898000000.0,-928000000.0,-928000000.0,12000000.0,841000000.0,3983000000.0,14000000.0,14000000.0,12719000000.0,8714000000.0,451000000.0,209000000.0,614000000.0,614000000.0,7440000000.0,461000000.0,6979000000.0,4005000000.0,1344000000.0,118000000.0,118000000.0,,,2543000000.0,325000000.0,2218000000.0,2218000000.0,16683000000.0,11598000000.0,318000000.0,67000000.0,134000000.0,134000000.0,6832000000.0,1482000000.0,5350000000.0,4247000000.0,,4247000000.0,4247000000.0,,,,,5085000000.0,557000000.0,,2134000000.0,1157000000.0,977000000.0,1870000000.0,1870000000.0,-22000000.0,1892000000.0,524000000.0,524000000.0,2023-09-30
1000000.0,1444000000.0,1445000000.0,6639000000.0,7564000000.0,-2898000000.0,11033000000.0,989000000.0,-2898000000.0,495000000.0,3964000000.0,10975000000.0,4027000000.0,63000000.0,3964000000.0,-827000000.0,-827000000.0,11000000.0,795000000.0,3993000000.0,14000000.0,14000000.0,12700000000.0,8730000000.0,408000000.0,207000000.0,609000000.0,609000000.0,7506000000.0,495000000.0,7011000000.0,3970000000.0,1255000000.0,58000000.0,58000000.0,,,2657000000.0,319000000.0,2338000000.0,2338000000.0,16727000000.0,11768000000.0,331000000.0,68000000.0,130000000.0,130000000.0,6862000000.0,1474000000.0,5388000000.0,4377000000.0,,4377000000.0,4377000000.0,,,,,4959000000.0,559000000.0,,2150000000.0,1209000000.0,941000000.0,1820000000.0,1820000000.0,-23000000.0,1843000000.0,430000000.0,430000000.0,2023-12-31
