tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,write_off,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
262710000.0,0.21,-112000000.0,1251000000.0,1251000000.0,261000000.0,636000000.0,65365000000.0,1139000000.0,503000000.0,-369000000.0,311000000.0,-727290000.0,261000000.0,67628000000.0,-306000000.0,868000000.0,865000000.0,0.3,0.3,261000000.0,261000000.0,261000000.0,34000000.0,227000000.0,-3277000000.0,3469000000.0,192000000.0,1248000000.0,381000000.0,,-3000000.0,870000000.0,-369000000.0,311000000.0,-50737000000.0,-48474000000.0,65365000000.0,16891000000.0,16891000000.0,2022-12-31
0.0,0.142212,2023000000.0,,,1096000000.0,630000000.0,,2023000000.0,1393000000.0,,64000000.0,1096000000.0,1096000000.0,,1192000000.0,862000000.0,859000000.0,1.27,1.28,1096000000.0,1096000000.0,1096000000.0,-44000000.0,1140000000.0,1140000000.0,189000000.0,1329000000.0,,,0.0,318000000.0,,,64000000.0,1192000000.0,,,18501000000.0,18501000000.0,2023-03-31
-14369971.936389,0.108045,2998000000.0,-133000000.0,-133000000.0,1860000000.0,680000000.0,680000000.0,2865000000.0,2185000000.0,-47000000.0,47000000.0,1978630028.063611,1860000000.0,680000000.0,1925000000.0,845000000.0,842000000.0,2.2,2.21,1860000000.0,1860000000.0,1860000000.0,-47000000.0,1907000000.0,1907000000.0,231000000.0,2138000000.0,260000000.0,0.0,0.0,393000000.0,-133000000.0,-47000000.0,47000000.0,17926000000.0,17926000000.0,680000000.0,18606000000.0,18606000000.0,2023-06-30
-49414436.334144,0.2206,2150000000.0,-224000000.0,-224000000.0,929000000.0,662000000.0,662000000.0,1926000000.0,1264000000.0,-31000000.0,31000000.0,1103585563.665856,929000000.0,662000000.0,1203000000.0,841000000.0,838000000.0,1.1,1.11,929000000.0,929000000.0,929000000.0,-32000000.0,961000000.0,961000000.0,272000000.0,1233000000.0,61000000.0,0.0,0.0,285000000.0,-224000000.0,-31000000.0,31000000.0,15954000000.0,15954000000.0,662000000.0,16616000000.0,16616000000.0,2023-09-30
-128809302.325581,0.131977,-945000000.0,-976000000.0,-976000000.0,-2966000000.0,703000000.0,61566000000.0,-1921000000.0,-2624000000.0,-669000000.0,816000000.0,-2118809302.325581,-2966000000.0,63963000000.0,-1980000000.0,830000000.0,830000000.0,-3.57,-3.57,-2966000000.0,-2966000000.0,-2966000000.0,20000000.0,-2986000000.0,-2986000000.0,-454000000.0,-3440000000.0,-791000000.0,-1405000000.0,1405000000.0,185000000.0,429000000.0,-669000000.0,816000000.0,-49411000000.0,-47014000000.0,61566000000.0,14552000000.0,14552000000.0,2023-12-31
