treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investments_in_other_ventures_under_equity_method,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
72471843.0,805337929.0,877809772.0,1294000000.0,11650000000.0,48249000000.0,63746000000.0,14720000000.0,48249000000.0,1056000000.0,53152000000.0,61391000000.0,55590000000.0,2438000000.0,53152000000.0,509000000.0,-19867000000.0,2905000000.0,-20819000000.0,-2390000000.0,437000000.0,1895000000.0,45442000000.0,28651000000.0,312000000.0,312000000.0,38957000000.0,16559000000.0,279000000.0,348000000.0,287000000.0,5272000000.0,2666000000.0,9067000000.0,828000000.0,8239000000.0,1306000000.0,22398000000.0,558000000.0,67000000.0,67000000.0,2583000000.0,228000000.0,2355000000.0,2355000000.0,1101000000.0,18089000000.0,2464000000.0,1049000000.0,15625000000.0,1775000000.0,366000000.0,318000000.0,318000000.0,13166000000.0,94547000000.0,57429000000.0,148000000.0,155000000.0,8554000000.0,8554000000.0,783000000.0,835000000.0,11884000000.0,1119000000.0,1119000000.0,10765000000.0,6372000000.0,1333000000.0,3060000000.0,4903000000.0,1136000000.0,3767000000.0,30167000000.0,-24772000000.0,54939000000.0,5887000000.0,11479000000.0,34133000000.0,37118000000.0,666000000.0,737000000.0,114000000.0,732000000.0,20087000000.0,5906000000.0,5343000000.0,8838000000.0,5482000000.0,341000000.0,1302000000.0,3839000000.0,-190000000.0,4029000000.0,9300000000.0,9300000000.0,4811000000.0,4489000000.0,2022-12-31
91576784.0,786610539.0,878187323.0,5187000000.0,11477000000.0,48951000000.0,65451000000.0,12928000000.0,48951000000.0,,53974000000.0,62624000000.0,56121000000.0,2147000000.0,53974000000.0,,,,,,,,,,,,39139000000.0,16313000000.0,5067000000.0,,,2596000000.0,2596000000.0,8650000000.0,,8650000000.0,,22826000000.0,,,,2827000000.0,,2827000000.0,,,19999000000.0,6687000000.0,,13312000000.0,,,,,13312000000.0,95260000000.0,59506000000.0,2108000000.0,,8571000000.0,8571000000.0,,,10904000000.0,,,10904000000.0,,,,5023000000.0,,,32900000000.0,,,,,,35754000000.0,4655000000.0,,,,19820000000.0,,,,4989000000.0,,,4989000000.0,,,6290000000.0,6290000000.0,,,2023-03-31
13566119.0,839243653.0,852809772.0,3498000000.0,10460000000.0,50646000000.0,65043000000.0,13335000000.0,50646000000.0,1137000000.0,55720000000.0,63423000000.0,57909000000.0,2189000000.0,55720000000.0,,-19724000000.0,2357000000.0,-19716000000.0,-2380000000.0,15000000.0,360000000.0,48318000000.0,27183000000.0,303000000.0,303000000.0,37514000000.0,16460000000.0,961000000.0,,,5398000000.0,2722000000.0,8651000000.0,948000000.0,7703000000.0,1450000000.0,21054000000.0,,,,1809000000.0,189000000.0,1620000000.0,1620000000.0,662000000.0,18583000000.0,4880000000.0,,13703000000.0,,384000000.0,249000000.0,249000000.0,13070000000.0,95423000000.0,61034000000.0,1714000000.0,,8901000000.0,8901000000.0,,,11663000000.0,521000000.0,521000000.0,11142000000.0,,,,5074000000.0,,,33682000000.0,,,,,,34389000000.0,3636000000.0,,118000000.0,,20036000000.0,5650000000.0,4970000000.0,9416000000.0,4774000000.0,,,4774000000.0,,,5825000000.0,5825000000.0,,,2023-06-30
,838000000.0,838000000.0,4254000000.0,10543000000.0,50521000000.0,65949000000.0,12674000000.0,50521000000.0,,55406000000.0,63639000000.0,57539000000.0,2133000000.0,55406000000.0,,,,,,,,,,,,36200000000.0,15749000000.0,4943000000.0,,,2573000000.0,2573000000.0,8233000000.0,,8233000000.0,,20451000000.0,,,,2310000000.0,,2310000000.0,,,18141000000.0,5826000000.0,,12315000000.0,,,,,12315000000.0,93739000000.0,60614000000.0,2180000000.0,,8884000000.0,8884000000.0,,,11171000000.0,,,11171000000.0,,,,4885000000.0,,,33494000000.0,,,,,,33125000000.0,3505000000.0,,,,18852000000.0,,,,4479000000.0,,,4479000000.0,,,6289000000.0,6289000000.0,,,2023-09-30
34129264.0,818680508.0,852809772.0,1849000000.0,10681000000.0,48859000000.0,63496000000.0,11471000000.0,48859000000.0,1146000000.0,53961000000.0,61391000000.0,56068000000.0,2107000000.0,53961000000.0,,-18942000000.0,1978000000.0,-18441000000.0,-2475000000.0,-4000000.0,849000000.0,46264000000.0,27185000000.0,303000000.0,303000000.0,37849000000.0,16080000000.0,401000000.0,350000000.0,310000000.0,5173000000.0,2432000000.0,8369000000.0,939000000.0,7430000000.0,1477000000.0,21769000000.0,360000000.0,109000000.0,109000000.0,2312000000.0,207000000.0,2105000000.0,2105000000.0,588000000.0,18400000000.0,2537000000.0,1134000000.0,15863000000.0,1961000000.0,360000000.0,297000000.0,297000000.0,13245000000.0,93917000000.0,60677000000.0,212000000.0,178000000.0,9469000000.0,9469000000.0,1306000000.0,163000000.0,10591000000.0,513000000.0,513000000.0,10078000000.0,5611000000.0,1358000000.0,3109000000.0,5102000000.0,1194000000.0,3908000000.0,33656000000.0,-25806000000.0,59462000000.0,7343000000.0,13122000000.0,35965000000.0,33240000000.0,201000000.0,643000000.0,97000000.0,,18759000000.0,5372000000.0,4741000000.0,8646000000.0,5854000000.0,1192000000.0,1001000000.0,3661000000.0,-364000000.0,4025000000.0,7686000000.0,7686000000.0,2281000000.0,5405000000.0,2023-12-31
