preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,total_partnership_capital,limited_partnership_capital,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,current_assets,other_current_assets,prepaid_assets,inventory,raw_materials,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
600000.0,1001000000.0,1001000000.0,19558000000.0,20301000000.0,-8358000000.0,19788000000.0,-496000000.0,-8358000000.0,505000000.0,-8000000.0,32085000000.0,13514000000.0,237000000.0,-8000000.0,-8000000.0,-8000000.0,13285000000.0,13285000000.0,22151000000.0,19750000000.0,142000000.0,342000000.0,329000000.0,13000000.0,19266000000.0,458000000.0,18808000000.0,2401000000.0,166000000.0,80000000.0,80000000.0,1035000000.0,47000000.0,988000000.0,988000000.0,1120000000.0,634000000.0,237000000.0,486000000.0,262000000.0,224000000.0,35665000000.0,33760000000.0,1046000000.0,27000000.0,910000000.0,4095000000.0,4095000000.0,8350000000.0,705000000.0,7645000000.0,19359000000.0,-7063000000.0,26422000000.0,455000000.0,22871000000.0,1000000000.0,2096000000.0,1905000000.0,53000000.0,5000000.0,148000000.0,148000000.0,1461000000.0,111000000.0,613000000.0,737000000.0,238000000.0,238000000.0,2022-12-31
,1001000000.0,1001000000.0,20240000000.0,21127000000.0,-8322000000.0,20629000000.0,700000000.0,-8322000000.0,494000000.0,-4000000.0,33204000000.0,13048000000.0,237000000.0,-4000000.0,-4000000.0,-4000000.0,12815000000.0,12815000000.0,22624000000.0,21312000000.0,114000000.0,357000000.0,344000000.0,13000000.0,20841000000.0,448000000.0,20393000000.0,1312000000.0,184000000.0,87000000.0,87000000.0,286000000.0,46000000.0,240000000.0,240000000.0,755000000.0,616000000.0,192000000.0,139000000.0,,139000000.0,35672000000.0,33660000000.0,1049000000.0,24000000.0,889000000.0,4144000000.0,4144000000.0,8318000000.0,673000000.0,7645000000.0,19260000000.0,-7325000000.0,26585000000.0,,26585000000.0,,,2012000000.0,63000000.0,17000000.0,141000000.0,,1398000000.0,121000000.0,563000000.0,714000000.0,393000000.0,393000000.0,2023-03-31
,1001000000.0,1001000000.0,19905000000.0,21164000000.0,4666000000.0,33612000000.0,1005000000.0,-8286000000.0,504000000.0,12952000000.0,33357000000.0,13189000000.0,237000000.0,0.0,-4000000.0,,12952000000.0,12956000000.0,22684000000.0,21368000000.0,113000000.0,396000000.0,383000000.0,13000000.0,20859000000.0,454000000.0,20405000000.0,1316000000.0,165000000.0,81000000.0,81000000.0,305000000.0,50000000.0,255000000.0,255000000.0,765000000.0,637000000.0,247000000.0,128000000.0,,128000000.0,35873000000.0,33552000000.0,1075000000.0,22000000.0,866000000.0,4124000000.0,4124000000.0,8286000000.0,641000000.0,7645000000.0,19201000000.0,-7594000000.0,26795000000.0,,26795000000.0,,,2321000000.0,49000000.0,10000000.0,146000000.0,,1361000000.0,129000000.0,515000000.0,717000000.0,755000000.0,755000000.0,2023-06-30
,1001000000.0,1001000000.0,19770000000.0,21224000000.0,4826000000.0,33810000000.0,1337000000.0,-8254000000.0,494000000.0,13080000000.0,33497000000.0,13316000000.0,236000000.0,0.0,-4000000.0,,13080000000.0,13084000000.0,22804000000.0,21405000000.0,119000000.0,424000000.0,412000000.0,12000000.0,20862000000.0,445000000.0,20417000000.0,1399000000.0,172000000.0,74000000.0,74000000.0,362000000.0,49000000.0,313000000.0,313000000.0,791000000.0,659000000.0,187000000.0,132000000.0,,132000000.0,36120000000.0,33384000000.0,1081000000.0,21000000.0,832000000.0,4099000000.0,4099000000.0,8254000000.0,609000000.0,7645000000.0,19118000000.0,-7857000000.0,26975000000.0,,26975000000.0,,,2736000000.0,30000000.0,14000000.0,154000000.0,,1578000000.0,140000000.0,605000000.0,833000000.0,960000000.0,960000000.0,2023-09-30
,1001217044.0,1001217044.0,19383000000.0,20914000000.0,-8303000000.0,20427000000.0,184000000.0,-8303000000.0,483000000.0,-4000000.0,32645000000.0,13584000000.0,235000000.0,-4000000.0,-4000000.0,-4000000.0,13353000000.0,13353000000.0,22945000000.0,20321000000.0,126000000.0,462000000.0,446000000.0,16000000.0,19733000000.0,437000000.0,19296000000.0,2624000000.0,173000000.0,81000000.0,81000000.0,1181000000.0,46000000.0,1135000000.0,1135000000.0,1189000000.0,758000000.0,242000000.0,431000000.0,278000000.0,153000000.0,36529000000.0,33721000000.0,1116000000.0,19000000.0,808000000.0,3743000000.0,3743000000.0,8299000000.0,654000000.0,7645000000.0,19755000000.0,-8121000000.0,27876000000.0,540000000.0,16618000000.0,8584000000.0,2134000000.0,2808000000.0,30000000.0,5000000.0,159000000.0,159000000.0,1566000000.0,149000000.0,594000000.0,823000000.0,1048000000.0,1048000000.0,2023-12-31
