free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,interest_paid_supplemental_data,income_tax_paid_supplemental_data,net_preferred_stock_issuance,preferred_stock_payments
1097000000.0,-176000000.0,-165000000.0,165000000.0,-271000000.0,238000000.0,121000000.0,117000000.0,-971000000.0,-971000000.0,4000000.0,-799000000.0,-22000000.0,-777000000.0,-176000000.0,-176000000.0,0.0,0.0,-165000000.0,165000000.0,-280000000.0,-280000000.0,10000000.0,0.0,-19000000.0,-19000000.0,-271000000.0,-271000000.0,1368000000.0,1368000000.0,173000000.0,181000000.0,28000000.0,-82000000.0,2000000.0,233000000.0,1000000.0,0.0,-1000000.0,-1000000.0,305000000.0,305000000.0,-115000000.0,-141000000.0,15000000.0,0.0,824000000.0,2022-12-31,,,,
1058000000.0,-600000000.0,-1000000000.0,1589000000.0,-169000000.0,393000000.0,238000000.0,155000000.0,-852000000.0,-852000000.0,-20000000.0,-821000000.0,-44000000.0,-777000000.0,-600000000.0,-600000000.0,589000000.0,589000000.0,-1000000000.0,1589000000.0,-220000000.0,-220000000.0,,,-51000000.0,-51000000.0,-169000000.0,-169000000.0,1227000000.0,1227000000.0,140000000.0,-48000000.0,46000000.0,-130000000.0,-2000000.0,38000000.0,26000000.0,,0.0,0.0,296000000.0,296000000.0,-139000000.0,-134000000.0,-5000000.0,,952000000.0,2023-03-31,,,,
1174000000.0,0.0,-1000000.0,0.0,-263000000.0,755000000.0,393000000.0,362000000.0,-804000000.0,-804000000.0,-4000000.0,-799000000.0,-23000000.0,-776000000.0,0.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,-271000000.0,-271000000.0,,,-26000000.0,-26000000.0,-263000000.0,-263000000.0,1437000000.0,1437000000.0,191000000.0,160000000.0,114000000.0,35000000.0,-5000000.0,16000000.0,6000000.0,,-1000000.0,-1000000.0,310000000.0,310000000.0,-171000000.0,-145000000.0,-13000000.0,,942000000.0,2023-06-30,,,,
1014000000.0,0.0,0.0,0.0,-230000000.0,960000000.0,755000000.0,205000000.0,-803000000.0,-803000000.0,-4000000.0,-799000000.0,-23000000.0,-776000000.0,600000000.0,600000000.0,0.0,0.0,0.0,0.0,-236000000.0,-236000000.0,7000000.0,,-13000000.0,-13000000.0,-230000000.0,-230000000.0,1244000000.0,1244000000.0,195000000.0,-56000000.0,-2000000.0,39000000.0,-8000000.0,-85000000.0,22000000.0,,0.0,0.0,301000000.0,301000000.0,-146000000.0,-159000000.0,15000000.0,,928000000.0,2023-09-30,,,,
1214000000.0,0.0,0.0,0.0,-275000000.0,1048000000.0,960000000.0,88000000.0,-876000000.0,-876000000.0,1000000.0,-877000000.0,-25000000.0,-852000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-525000000.0,-525000000.0,1000000.0,3000000.0,-254000000.0,-8000000.0,-275000000.0,-275000000.0,1489000000.0,1489000000.0,210000000.0,90000000.0,33000000.0,16000000.0,-4000000.0,45000000.0,-15000000.0,,4000000.0,4000000.0,306000000.0,306000000.0,-250000000.0,-162000000.0,,-92000000.0,1144000000.0,2023-12-31,169000000.0,3000000.0,0.0,0.0
